title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
臺中市私立英特兒幼兒園,臺中市,南區,私立,"[402]福田路77巷1號1,2,3,4樓",(04)22653120,,310,無,(110),有,無,yes
明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,臺中市,南區,私立,[402]明德街84號,(04)22803149,http://203.68.203.3/mdkg/child.htm,270,無,(110),無,無,yes
臺中市私立南區哈佛幼兒園,臺中市,南區,私立,[402]德吉街121、139號1-2樓、德祥街77號,(04)22614655,,298,無,(110),無,無,yes
臺中市私立康乃兒幼兒園,臺中市,南區,私立,[402]南門路35號1樓,(04)22855231,,160,無,(110),無,有,yes
臺中市私立春天幼兒園,臺中市,南區,私立,[402]五權南路661號,(04)22614178,,232,110-112,(110),無,有,yes
臺中市私立博思特幼兒園,臺中市,南區,私立,[402]和昌街30號,(04)22601836,,100,無,(110),無,無,yes
臺中市私立寶樹幼兒園,臺中市,南區,私立,[402]美村南路110號、112號、116號,(04)22627936,,140,無,(110),有,無,yes
臺中市私立弘明幼兒園,臺中市,南區,私立,[402]復興路二段71巷31弄25號,(04)22616639,http://school.holdmean.org.tw/child/www/concept.htm,155,無,(110),無,有,yes
臺中市樹德非營利幼兒園(委託財團法人三之三生命教育基金會辦理),臺中市,南區,非營利,[402]復興北路560號,(04)22606525,,136,無,(110),無,無,yes
臺中市西區中正國民小學附設幼兒園,臺中市,西區,公立,[403]英才路423號,(04)23212042#10,http://www.cces.tc.edu.tw/default.asp,180,無,(110),無,無,yes
臺中市西區大勇國民小學附設幼兒園,臺中市,西區,公立,[403]忠明南路515號,(04)23755959#670,http://tw.pre.uschoolnet.com/school/dyestc,150,無,(110),無,無,yes
臺中市西區忠信國民小學附設幼兒園,臺中市,西區,公立,[403]林森路155號,(04)23722866#308,http://www.zxes.tc.edu.tw/,90,無,(110),無,無,yes
臺中市西區忠明國民小學附設幼兒園,臺中市,西區,公立,[403]臺灣大道二段556號,(04)23172860#786,www.zmes.tc.edu.tw,180,無,(110),無,無,yes
臺中市西區忠孝國民小學附設幼兒園,臺中市,西區,公立,[403]三民路一段171號,(04)22273092#11,http://dns.jses.tc.edu.tw/~kay6563/,210,無,(110),無,無,yes
臺中市西區大同國民小學附設幼兒園,臺中市,西區,公立,[403]自由路一段138號,(04)22222313,www.dtes.tc.edu.tw,120,無,(110),無,無,yes
臺中市私立大蘋果幼兒園,臺中市,西區,私立,[403]大墩十一街99號,(04)23215358,http://www.big-apple.com.tw/,375,無,(110),無,無,yes
臺中市私立歌德幼兒園,臺中市,西區,私立,[403]三民西路178號,(04)23752172,http://www.goethe.com.tw/,180,110-112,(110),無,無,yes
臺中市私立狄仕耐幼兒園,臺中市,西區,私立,[403]五權八街128號,(04)23712396,,120,無,(110),無,無,yes
財團法人台灣聖公會附設臺中市私立聖雅各幼兒園,臺中市,西區,私立,[403]五權西路一段23號,(04)23726081,www.st-james.com.tw,300,無,(110),無,無,yes
財團法人中華基督教衛理公會附設臺中市私立衛理幼兒園,臺中市,西區,私立,[403]民生路137號,(04)22225913,http:www.wretch.cc/blog/WLkids,390,無,(110),無,無,yes
臺中市私立牛頓幼兒園,臺中市,西區,私立,[403]博館三街86號,(04)23222256,http://www.neac.com.tw,240,無,(110),無,無,yes
臺中市私立愛迪生幼兒園,臺中市,西區,私立,[403]大和路22號,(04)23016757,,120,110-112,(110),無,無,yes
臺中市私立鴻德幼兒園,臺中市,西區,私立,[403]美村路一段438號,(04)23723777,www.hdcastle.com.tw,300,無,(110),無,無,yes
臺中市私立敦煌幼兒園,臺中市,西區,私立,"[403]民權路229巷15號1,2樓",(04)23024735,,80,110-112,(110),無,無,yes
臺中市私立聖柏德幼兒園,臺中市,西區,私立,[403]五權七街176號,(04)23718161,http://www.sanborder.url.tw,60,無,(110),無,無,yes
臺中市私立幼采幼兒園,臺中市,西區,私立,"[403]篤信街43巷7、9、11、13號1,2,3樓",(04)22013118,http://yoyokids.ebc.net.tw,127,110-112,(110),有,有,yes
臺中市私立璞石華德福幼兒園,臺中市,西區,私立,"[403]精誠六街34、36號1,2樓",(04)23202305,,90,無,(110),無,有,yes
臺中市私立西區何嘉仁幼兒園,臺中市,西區,私立,[403]美村路一段116-1號1樓,(04)23197896,http://www.hess.com.tw,60,無,(110),無,無,yes
臺中市私立孩子國蒙特梭利幼兒園,臺中市,西區,私立,[403]忠明南路115號,(04)23230789,,120,110-112,(110),無,無,yes
臺中市私立班比優幼兒園,臺中市,西區,私立,[403]大昌街191號,(04)24714888,,38,無,(110),無,無,yes
臺中市私立哥倫比亞幼兒園,臺中市,西區,私立,[403]五權七街148號,(04)23730065,www.columbiakids.com.tw,180,無,(110),無,有,yes
財團法人天主教聖母聖心修女會附設臺中市私立惠華幼兒園,臺中市,西區,私立,[403]中華路一段5號,(04)22258187,,230,110-112,(110),有,無,yes
臺中市私立德明幼兒園,臺中市,西區,私立,[403]柳川西路二段193巷30號,(04)22274889,,40,110-112,(110),無,無,yes
臺中市私立卡帕幼兒園,臺中市,西區,私立,[403]中興街183號3樓之2,(04)23011367,http://capakid.pixnet.net/blog,47,無,(110),無,有,yes
臺中市私立普霖斯頓幼兒園,臺中市,西區,私立,[403]大墩十街95號,(04)23190675,,78,無,(110),無,無,yes
臺中市私立國郁幼兒園,臺中市,西區,私立,[403]華美西街一段70巷8號1-2樓,(04)23195858,,22,無,(110),無,無,yes
臺中市私立小鳥幼兒園,臺中市,西區,私立,[403]五權西一街61號,(04)23752222,,82,無,(110),無,有,yes
衛生福利部中區兒童之家職場互助教保服務中心,臺中市,西區,私立,[403]大明街27號,(04)22249799,,30,無,無,無,無,no
臺中市北區太平國民小學附設幼兒園,臺中市,北區,公立,[404]太平路74號,(04)22248532#11,http://www.tpes.tc.edu.tw/,136,無,(110),無,無,yes
臺中市北區立人國民小學附設幼兒園,臺中市,北區,公立,[404]北平路一段60號,(04)22956975#770,,120,無,(110),無,無,yes
臺中市北區健行國民小學附設幼兒園,臺中市,北區,公立,[404]健行路666號,(04)22038064#800,http://jxeskids.blogspot.com/,120,無,(110),無,無,yes
臺中市北區中華國民小學附設幼兒園,臺中市,北區,公立,[404]漢口路三段2號,(04)22979601#790,,90,無,(110),無,無,yes
臺中市北區省三國民小學附設幼兒園,臺中市,北區,公立,[404]崇德路一段107號,(04)22346132,http://www.sses.tc.edu.tw,60,無,(110),無,無,yes
國立臺中教育大學附設實驗國民小學附設幼兒園,臺中市,北區,公立,[404]民族路282號,(04)22290341#202,http://ntctcps.tc.edu.tw,90,無,(110),無,無,yes
臺中市北區篤行國民小學附設幼兒園,臺中市,北區,公立,[404]篤行路321號,(04)22013483#790,http://www.dxes.tc.edu.tw/sch/sch_k/index.html,150,無,(110),無,無,yes
臺中市私立葳薾幼兒園,臺中市,北區,私立,[404]東漢街1、3號,(04)22303588#124,,465,無,(110),無,無,yes
臺中市私立寶貝袋鼠幼兒園,臺中市,北區,私立,[404]育強街112號1樓,(04)22373363,,20,無,(110),無,無,yes
臺中市私立小孩的家幼兒園,臺中市,北區,私立,[404]北興街266號,(04)22337011,,30,無,(110),無,無,yes
臺中市私立斯麥特幼兒園,臺中市,北區,私立,[404]進化路363巷4號,(04)23607909,http://tw.myblog.yahoo.com/sherry4344,30,110-112,(110),無,無,yes
臺中市私立奧克蘭幼兒園,臺中市,北區,私立,[404]太原路二段50號1-3樓,(04)22082430#500,oakland-preschool.topschool.com.tw,350,無,(110),無,有,yes
臺中市私立超群蒙特梭利幼兒園,臺中市,北區,私立,[404]忠明六街12號1~3樓,(04)22055089,http://www.chauchun.com.tw,105,無,(110),無,無,yes
私立育仁國民小學附設臺中市幼兒園,臺中市,北區,私立,[404]雙十路二段50號,(04)22327675#1119,http://lib.yjes.tc.edu.tw/,270,無,(110),無,無,yes
臺中市私立葳格幼兒園,臺中市,北區,私立,[404]忠明路494號,(04)22036886#310,www.wagor.tc.edu.tw,652,無,(110),無,有,yes
臺中市私立安安幼兒園,臺中市,北區,私立,[404]東成一街39號,(04)22368526,,94,110-112,(110),有,有,yes
臺中市私立吉維妮幼兒園,臺中市,北區,私立,"[404]永興街337號1,2,3樓",(04)22317321,,252,無,(110),無,有,yes
臺中市私立丘尼兒幼兒園,臺中市,北區,私立,"[404]文昌東二街105號1,2樓",(04)22994641#9,http://joiner.myweb.hinet.net/index.htm,100,無,(110),無,無,yes
臺中市私立巴比倫幼兒園,臺中市,北區,私立,"[404]雙十路二段40巷6號1,2,3樓",(04)22330883,,120,無,(110),無,有,yes
臺中市私立佶米幼兒園,臺中市,北區,私立,"[404]大德街161巷2號1,2樓",(04)22077155,,40,無,(110),無,無,yes
臺中市私立吉立堡幼兒園,臺中市,北區,私立,[404]中華路二段195號1樓,(04)22068593,,40,無,(110),無,有,yes
臺中市私立安君兒幼兒園,臺中市,北區,私立,[404]太原六街11號,(04)22952566,http://www.ang.com.tw/,360,無,(110),無,無,yes
臺中市私立作新幼兒園,臺中市,北區,私立,[404]自強一街53號,(04)23608371,,150,無,(110),無,有,yes
臺中市私立天津幼兒園,臺中市,北區,私立,[404]天津路二段192號,(04)22956590,http://tien_jing.topschool.com.tw,188,無,(110),無,有,yes
臺中市私立益華幼兒園,臺中市,北區,私立,[404]益華街77號,(04)22307212,95814028,110,無,(110),有,無,yes
臺中市私立同德幼兒園,臺中市,北區,私立,[404]尚德街91巷4號,(04)22052034,,40,無,(110),無,無,yes
臺中市私立學兒樂幼兒園,臺中市,北區,私立,"[404]梅亭街198號1,2樓",(04)22336216,,21,110-112,(110),無,有,yes
臺中市私立瑞比特幼兒園,臺中市,北區,私立,[404]陜西路59號1樓,(04)22936033,,75,無,(110),無,無,yes
臺中市私立卡帕立人幼兒園,臺中市,北區,私立,"[404]陜西路92之3號1,2,3樓",(04)22956366,,80,無,(110),無,無,yes
臺中市私立維也納幼兒園,臺中市,北區,私立,"[404]忠明路193號1,2樓",(04)22070102,http://tw.myblog.yahoo.com/vienna-boston/,110,無,(110),無,有,yes
財團法人愛彌兒教育基金會附設臺中市私立德化愛彌兒幼兒園,臺中市,北區,私立,[404]德化街562號,(04)22028618,http://www.kidsemile.com.tw,250,無,(110),無,無,yes
臺中市私立小羚羊幼兒園,臺中市,北區,私立,"[404]德化街242號1,2樓",(04)22387575,,60,無,(110),無,有,yes
臺中市私立尤加利幼兒園,臺中市,北區,私立,"[404]華富街20巷15號1,2樓",(04)22053822,,36,110-112,(110),無,無,yes
臺中市私立金像獎幼兒園,臺中市,北區,私立,[404]陜西路23號,(04)22935999,,45,110-112,(110),無,有,yes
臺中市五權非營利幼兒園(委託財團法人星光教育基金會辦理),臺中市,北區,非營利,[404]英才路1號,(04)22021277,,90,無,(110),無,無,yes
臺中市北屯區大坑國民小學附設幼兒園,臺中市,北屯區,公立,[406]東山路二段112號,(04)22390598,http://www.dkes.tc.edu.tw,60,無,(110),無,無,yes
臺中市北屯區軍功國民小學附設幼兒園,臺中市,北屯區,公立,[406]軍福十三路300號,(04)24370696#772,http://www3.jges.tc.edu.tw/html/,60,無,(110),無,無,yes
臺中市北屯區文心國民小學附設幼兒園,臺中市,北屯區,公立,[406]文心路四段575號,(04)22445906#770,http://140.128.202.64/wx7701/index.htm,90,無,(110),無,無,yes
臺中市北屯區四張犁國民小學附設幼兒園,臺中市,北屯區,公立,[406]后庄路910號,(04)24227046#791,www.jres.tc.edu.tw,90,無,(110),無,無,yes
臺中市北屯區北屯國民小學附設幼兒園,臺中市,北屯區,公立,[406]進化北路2號,(04)22332110#900,http://www.ptes.tc.edu.tw,120,無,(110),無,無,yes
臺中市北屯區仁愛國民小學附設幼兒園,臺中市,北屯區,公立,[406]四平路71號,(04)22923861#122,,90,無,(110),無,無,yes
臺中市北屯區東光國民小學附設幼兒園,臺中市,北屯區,公立,[406]東光路926號,(04)24364911,,90,無,(110),無,無,yes
臺中市北屯區僑孝國民小學附設幼兒園,臺中市,北屯區,公立,[406]北屯路435號,(04)22447049#771,,60,無,(110),無,無,yes
臺中市北屯區新興國民小學附設幼兒園,臺中市,北屯區,公立,[406]新興路20號,(04)24258514#770,,60,無,(110),無,無,yes
臺中市北屯區四維國民小學附設幼兒園,臺中市,北屯區,公立,[406]文心路四段956號,(04)22302319#790,,60,無,(110),無,無,yes
臺中市北屯區松竹國民小學附設幼兒園,臺中市,北屯區,公立,[406]昌平路二段12號,(04)22447043,,30,無,(110),無,無,yes
臺中市私立麗園幼兒園,臺中市,北屯區,私立,[406]北平路四段89-38號,(04)22337768#129,www.washington.com.tw/,542,無,(110),無,有,yes
臺中市臺中地區農會附設臺中市私立北屯幼兒園,臺中市,北屯區,私立,"[406]北屯路96號1,2,3樓",(04)22314580,http://beitun.topschool.com.tw/,330,無,(110),有,無,yes
臺中市私立育華幼兒園,臺中市,北屯區,私立,[406]太和路一段58、60號,(04)23915443,http://,90,無,(110),無,有,yes
臺中市私立葳肯幼兒園,臺中市,北屯區,私立,[406]軍功路一段750號,(04)36086558,,178,無,(110),無,有,yes
臺中市私立華盛頓幼兒園,臺中市,北屯區,私立,[406]河北路二段239號1樓至3樓,(04)22490665,,196,無,(110),無,無,yes
臺中市私立貝登堡幼兒園,臺中市,北屯區,私立,[406]松竹路一段758號1至2樓,(04)22393455,http://www.bestcastle.org,375,無,(110),有,無,yes
臺中市私立北屯獅子王幼兒園,臺中市,北屯區,私立,[406]景和街169、171號,(04)24365032,,210,無,(110),無,有,yes
臺中市私立育大幼兒園,臺中市,北屯區,私立,"[406]軍福九路578號1,2,3樓",(04)24366796,,200,無,無,無,無,no
臺中市私立一畝田幼兒園,臺中市,北屯區,私立,[406]軍功路二段806號,(04)22397585,,122,無,(110),有,無,yes
臺中市私立聖彼得幼兒園,臺中市,北屯區,私立,"[406]和福路179號1,2,3樓",(04)24360770,,130,無,(110),無,無,yes
臺中市私立史丹彿幼兒園,臺中市,北屯區,私立,[406]興安路二段400號1-2樓,(04)22429122,stanford.ieschool.com.tw,120,無,(110),無,無,yes
臺中市私立小飛鼠幼兒園,臺中市,北屯區,私立,[406]瀋陽北路37號,(04)22962686,http://www.kickymouse.com.tw,150,無,(110),無,無,yes
臺中市私立陽光城堡幼兒園,臺中市,北屯區,私立,[406]崇德六路一段56號,(04)22425560,,330,無,(110),無,有,yes
臺中市私立天堂鳥幼兒園,臺中市,北屯區,私立,[406]昌平路二段20-1號,(04)24223469,http://www.paradise-kdg.com.tw,60,110-112,(110),無,有,yes
臺中市私立北屯吉貝兒幼兒園,臺中市,北屯區,私立,[406]松竹路二段299號,(04)22449088,http//jimmybear.tacomall.com.tw/,150,110-112,(110),無,有,yes
臺中市私立吉兒寶幼兒園,臺中市,北屯區,私立,[406]天津路四段219號,(04)22380088,http://joybear.tacomall.com.tw,240,無,(110),無,無,yes
臺中市私立大吉幼兒園,臺中市,北屯區,私立,[406]敦化路一段616號,(04)24258396,www.greenlandkids.com.tw,360,無,(110),有,無,yes
臺中市私立北屯四季藝術幼兒園,臺中市,北屯區,私立,[406]旅順路一段208號,(04)22433333#504,http://www.seasonart.org/,480,無,(110),無,無,yes
臺中市私立小巨匠幼兒園,臺中市,北屯區,私立,[406]旅順路二段100號,(04)22433788,http://www.ljj.com.tw,140,無,(110),有,無,yes
臺中市私立頂尖幼兒園,臺中市,北屯區,私立,"[406]豐樂北一路30號1,2,3樓",(04)24229455,http://dingjian.ieschool.com.tw/,205,無,(110),無,無,yes
臺中市私立愛子幼兒園,臺中市,北屯區,私立,"[406]崇德一路91號及151號1,2樓",(04)22453081,http://www.ai-ko.com/,303,無,(110),無,有,yes
臺中市私立北屯格瑞特幼兒園,臺中市,北屯區,私立,"[406]松竹北路236號1,2,3樓",(04)22413133,,410,無,(110),有,無,yes
臺中市私立親親幼兒園,臺中市,北屯區,私立,"[406]北興街15號1,2樓",(04)22323035,,28,無,(110),無,有,yes
臺中市私立昌平渥德福幼兒園,臺中市,北屯區,私立,[406]昌平路二段46-5號,(04)24225551,http://www.waldorfschool.com.tw,196,無,(110),有,無,yes
財團法人愛彌兒教育基金會附設臺中市私立旅順愛彌兒幼兒園,臺中市,北屯區,私立,"[406]旅順路一段26號1,2,3樓",(04)22973253,http://kidsemile.com.tw/,180,無,(110),無,無,yes
臺中市私立育仟幼兒園,臺中市,北屯區,私立,[406]軍和街87號,(04)24362355,,316,無,(110),有,有,yes
臺中市私立貝斯特幼兒園,臺中市,北屯區,私立,"[406]瀋陽路三段212號1,2樓",(04)22411470,,130,無,(110),無,有,yes
臺中市私立悅心幼兒園,臺中市,北屯區,私立,[406]豐樂北一路102號,(04)24212863,,70,無,(110),無,無,yes
臺中市私立文太幼兒園,臺中市,北屯區,私立,[406]松和街91號,(04)22451848,http://www.ljj.net5.tw/wentai/Index.asp?ID=10&ID2=1,120,無,(110),無,無,yes
臺中市私立北屯快樂城堡幼兒園,臺中市,北屯區,私立,[406]東山路1段363號,(04)22393688,,240,無,(110),無,有,yes
臺中市私立芝加哥幼兒園,臺中市,北屯區,私立,[406]瀋陽路二段133號1、2F,(04)22470407,,160,無,(110),無,無,yes
臺中市私立新福祿貝爾幼兒園,臺中市,北屯區,私立,"[406]更生巷190號1,2,3樓",(04)24268811,,218,無,(110),有,無,yes
臺中市私立娃得福幼兒園,臺中市,北屯區,私立,[406]松竹五路二段81號,(04)24373360,http://taichungwaldorf.blogspot.com/,105,無,(110),無,無,yes
臺中市私立華頓幼兒園,臺中市,北屯區,私立,[406]河北路二段245號,(04)22448309,,360,無,(110),無,無,yes
臺中市私立夏卡爾幼兒園,臺中市,北屯區,私立,[406]后庄路850號,(04)24213681,,195,無,(110),無,有,yes
臺中市私立愛兒園幼兒園,臺中市,北屯區,私立,[406]瀋陽路3段173號,(04)22490199,,28,110-112,(110),無,有,yes
臺中市私立范德比幼兒園,臺中市,北屯區,私立,[406]青島路4段219號1F,(04)22377535,,70,110-112,(110),有,有,yes
臺中市私立馬里蘭幼兒園,臺中市,北屯區,私立,[406]山西北二街160號,(04)24211430,www.merryland.com.tw,479,無,(110),無,有,yes
臺中市私立聖約克幼兒園,臺中市,北屯區,私立,[406]九龍東街35號1樓,(04)22355505,,30,110-112,(110),無,無,yes
臺中市私立崇德愛子幼兒園,臺中市,北屯區,私立,[406]崇德九路617號,(04)24225777,www.ai-ko.com,333,無,(110),無,有,yes
臺中市私立春上樹幼兒園,臺中市,北屯區,私立,[406]太順東街60號,(04)24370470,,259,無,(110),無,有,yes
臺中市私立太和幼兒園,臺中市,北屯區,私立,[406]軍福7路37號,(04)24368349,,138,無,(110),無,無,yes
臺中市私立松竹葳肯幼兒園,臺中市,北屯區,私立,[406]松竹五路一段235號,(04)24375000,,348,無,(110),無,無,yes
臺中市三光非營利幼兒園(委託財團法人宏觀文教基金會辦理),臺中市,北屯區,非營利,[406]三光一街77號,(04)22372216,http://www.2-6.org.tw,90,無,(110),無,無,yes
臺中市文昌非營利幼兒園(委託財團法人星光教育基金會辦理),臺中市,北屯區,非營利,[406]昌平路一段91號,(04)22338339,,90,無,(110),無,無,yes
臺中市廍子非營利幼兒園(委託財團法人中臺科技大學設立之中臺科技大學辦理),臺中市,北屯區,非營利,[406]和順路277號,(04)24351338,https://www.facebook.com/taichungbutz,272,無,(110),無,無,yes
臺中市陳平非營利幼兒園(委託財團法人三之三生命教育基金會辦理),臺中市,北屯區,非營利,[406]陳平路58號,(04)22930373,,90,無,(110),無,無,yes
臺中市西屯區何厝國民小學附設幼兒園,臺中市,西屯區,公立,[407]重慶路1號,(04)23166492#770,http://mail.hces.tc.edu.tw/~kids/index.html,180,無,(110),無,無,yes
臺中市西屯區上石國民小學附設幼兒園,臺中市,西屯區,公立,[407]西屯路2段上石南六巷25號,(04)27087412,http://www.hses.tc.edu.tw,60,無,(110),無,無,yes
臺中市西屯區大仁國民小學附設幼兒園,臺中市,西屯區,公立,[407]重慶路200號,(04)23134545#790,www.dres.tc.edu.tw/xoops,90,無,(110),無,無,yes
臺中市西屯區協和國民小學附設幼兒園,臺中市,西屯區,公立,[407]安和路99號,(04)23587342,,90,無,(110),無,無,yes
臺中市西屯區大鵬國民小學附設幼兒園,臺中市,西屯區,公立,[407]中平路268號,(04)22988451,http:www.dpes.tc.edu.tw,120,無,(110),無,無,yes
臺中市西屯區泰安國民小學附設幼兒園,臺中市,西屯區,公立,[407]環中路二段368號,(04)27017045#713,http://tw.class.urlifelinks.com/class/?csid=css000000021526,60,無,(110),無,無,yes
臺中市西屯區重慶國民小學附設幼兒園,臺中市,西屯區,公立,[407]重慶路358號,(04)23123517#790,,120,無,(110),無,無,yes
臺中市立啟聰學校幼兒部,臺中市,西屯區,公立,[407]安和路1號,(04)23589577,,0,無,無,無,無,yes
臺中市西屯區上安國民小學附設幼兒園,臺中市,西屯區,公立,[407]上安路156號,(04)24527322#771,,60,無,(110),無,無,yes
臺中市西屯區西屯國民小學附設幼兒園,臺中市,西屯區,公立,[407]西屯路2段300號,(04)27013534#770,,90,無,(110),無,無,yes
臺中市西屯區國安國民小學附設幼兒園,臺中市,西屯區,公立,[407]國祥街1,(04)24621681#670,,90,無,(110),無,無,yes
財團法人臺灣省臺中市水湳佛教蓮社附設臺中市私立慈蓮幼兒園,臺中市,西屯區,私立,[407]大鵬路57號,(04)22913622,http://0422913622.woby.com.tw/,145,110-112,(110),無,有,yes
臺中市私立台大幼兒園,臺中市,西屯區,私立,"[407]福雅路150號1,2樓",(04)24633060,,400,110-112,(110),有,無,yes
臺中市私立西屯格林幼兒園,臺中市,西屯區,私立,"[407]協和北巷1之7號1,2樓、1之8號1,2樓",(04)23508666,http://greenkid.topschool.com.tw,353,無,(110),有,無,yes
臺中市私立早稻田藝術幼兒園,臺中市,西屯區,私立,"[407]福雅路426、428號1,2樓",(04)24636789,http://www.nlartkids.com.tw,360,無,(110),有,無,yes
