title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
彰化縣私立均成幼兒園,彰化縣,彰化市,私立,[500]彰南路二段256之6號、7號,(04)7385080,,67,無,(110),有,無,yes
彰化縣私立陳興幼兒園,彰化縣,彰化市,私立,[500]互助二街1之1號,(04)7373459,http://chen-hsin.wiby.com.tw,180,110-112,(110),無,有,yes
彰化縣私立樹人幼兒園,彰化縣,彰化市,私立,[500]中山路二段605之1號,(04)7227726,,68,無,(110),有,無,yes
彰化縣私立幼祥幼兒園,彰化縣,彰化市,私立,[500]天祥路66號,(04)7619667,,150,110-112,(110),有,無,yes
彰化縣私立成陽幼兒園,彰化縣,彰化市,私立,[500]中正路二段657巷85號,(04)7254102,,60,無,(110),無,無,yes
彰化縣私立幼幼幼兒園,彰化縣,彰化市,私立,[500]大埔路485巷2號,(04)7116013,,92,110-112,(110),無,有,yes
彰化縣私立旗艦史丹福幼兒園,彰化縣,彰化市,私立,[500]辭修路412號,(04)7511666,,280,無,(110),有,有,yes
彰化縣私立童年幼兒園,彰化縣,彰化市,私立,[500]崙平南路441號,(04)7633858,,100,無,(110),有,無,yes
彰化縣私立劍聲幼兒園,彰化縣,彰化市,私立,[500]永芳路356號,(04)7510863,http://www.jskid.com.tw/index.jsp?_goBunitId=11,150,110-112,(110),有,有,yes
彰化縣私立爵諾麗森幼兒園,彰化縣,彰化市,私立,[500]建國東路291號,(04)7276667,,180,無,(110),有,無,yes
彰化縣私立鵝媽媽幼兒園,彰化縣,彰化市,私立,[500]大埔路485巷10號,(04)7121157,http://www.goosemom.com.tw,149,110-112,(110),無,無,yes
有限責任國立彰化師範大學員生消費合作社附設彰化縣私立彰師大幼兒園,彰化縣,彰化市,私立,[500]進德路1號,(04)7277541,ncuekid@yahoo.com.tw,150,無,(110),無,無,yes
彰化縣私立耕新幼兒園,彰化縣,彰化市,私立,[500]天祥路313號,(04)7638866,,94,110-112,(110),無,無,yes
彰化縣私立幼幼皇家幼兒園,彰化縣,彰化市,私立,[500]大埔路485巷1號,(04)7116013,,45,110-112,(110),有,有,yes
彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,彰化縣,彰化市,私立,[500]大埔路485巷106之1號,(04)7114013,,116,無,(110),無,無,yes
彰化縣私立勁寶兒海頓幼兒園,彰化縣,彰化市,私立,[500]瑞陽街30號,(04)7111738,,45,無,(110),無,無,yes
彰化縣私立培根幼兒園,彰化縣,彰化市,私立,[500]彰新路一段99號,(04)7367155,,370,無,(110),無,無,yes
彰化縣私立頂尖保進幼兒園,彰化縣,彰化市,私立,[500]南館街70號,(04)7620270,http://bowjinn-053.topschool.com.tw/,317,110-112,(110),無,有,yes
彰化縣私立悅恩幼兒園,彰化縣,彰化市,私立,[500]三民路403巷7號,(04)7287179,,49,110-112,(110),無,無,yes
彰化縣私立日光城堡幼兒園,彰化縣,彰化市,私立,[500]中山路二段685號,(04)7260174,,193,無,(110),無,無,yes
彰化縣平和非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化縣,彰化市,非營利,[500]建中街60號,(04)7620429,,106,無,(110),無,無,yes
彰化縣興光非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化縣,彰化市,非營利,[500]中山路一段213號,(04)7515075,,60,無,(110),無,無,yes
彰化縣民生非營利幼兒園（委託社團法人彰化縣全方位教育協會辦理）,彰化縣,彰化市,非營利,[500]民生路338號,(04)7288141,,60,無,(110),無,無,yes
彰化縣石牌非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化縣,彰化市,非營利,[500]田坑路一段9號,(04)7384073,,68,無,(110),無,無,yes
彰化縣國聖非營利幼兒園（委託社團法人彰化縣全方位教育協會辦理）,彰化縣,彰化市,非營利,[500]中山路三段608號,(04)7388697,,106,無,(110),無,無,yes
彰化縣芬園鄉芬園國民小學附設幼兒園,彰化縣,芬園鄉,公立,[502]彰南路四段27巷28號,(049)2522208#132,http://fypschild.tw.class.urlifelinks.com/,30,無,(110),無,無,yes
彰化縣芬園鄉立幼兒園,彰化縣,芬園鄉,公立,[502]中山路139號,(04)8591319,,290,無,(110),無,無,yes
彰化縣私立來來幼兒園,彰化縣,芬園鄉,私立,[502]美華路66號,(049)2520077,無,150,無,(110),有,有,yes
彰化縣花壇鄉華南國民小學附設幼兒園,彰化縣,花壇鄉,公立,[503]中橋街226號,(04)7863225#105,,30,無,(110),無,無,yes
彰化縣花壇鄉立幼兒園,彰化縣,花壇鄉,公立,[503]平和街76號,(04)7865921#131,,60,無,(110),無,無,yes
彰化縣花壇鄉立幼兒園文祥分班,彰化縣,花壇鄉,公立,[503]明雅街131號,(04)7870403,彰化縣花壇鄉金墩村金墩街101號,60,無,(110),無,無,yes
彰化縣花壇鄉立幼兒園白沙分班,彰化縣,花壇鄉,公立,[503]溪北街187號,(04)7882802,,60,無,(110),無,無,yes
彰化縣花壇鄉立幼兒園橋頭分班,彰化縣,花壇鄉,公立,[503]花橋街117之1號,(04)7869640,,60,無,(110),無,無,yes
彰化縣花壇鄉立幼兒園長春分班,彰化縣,花壇鄉,公立,[503]彰員路一段172巷45號,(04)7865921#131,,60,無,(110),無,無,yes
彰化縣私立長頸鹿幼兒園,彰化縣,花壇鄉,私立,[503]成功街185號,(04)7875820,,85,無,(110),無,有,yes
彰化縣私立長頸鹿幼兒園成功分班,彰化縣,花壇鄉,私立,[503]成功街198號,(04)7875820,,55,無,(110),無,無,yes
彰化縣私立育仁幼兒園,彰化縣,花壇鄉,私立,[503]金墩街211號,(04)7866133,http://www.yu-ren.com.tw,150,無,(110),無,無,yes
彰化縣私立萊恩幼兒園,彰化縣,花壇鄉,私立,[503]中正路105巷7號,(04)7869777,,70,110-112,(110),無,無,yes
彰化縣私立貝威幼兒園,彰化縣,花壇鄉,私立,[503]三芬路35號,(04)7875348,y56102.monica@msa.hinet.net,130,110-112,(110),有,有,yes
彰化縣私立育成幼兒園,彰化縣,花壇鄉,私立,[503]中正路66號,(04)7872679,http://www.yuchen.tw/,175,110-112,(110),無,無,yes
彰化縣私立一家人完全幼兒園,彰化縣,花壇鄉,私立,[503]忠孝街7號,(04)7866532,,100,110-112,(110),無,有,yes
彰化縣私立東亞園幼兒園,彰化縣,花壇鄉,私立,[503]中山路二段238號,(04)7867811,http://dong-ya-yurn.woby.com.tw,150,110-112,(110),無,無,yes
彰化縣私立美兒堡幼兒園,彰化縣,花壇鄉,私立,[503]花南路66號,(04)7867266,http：//meirbau.topschool.com.tw,220,110-112,(110),有,無,yes
彰化縣私立哈羅蒙特梭利幼兒園,彰化縣,花壇鄉,私立,[503]中山路一段321、325號,(04)7868888,http://www.harrow.com.tw/,166,無,(110),無,有,yes
彰化縣私立萊恩寶貝幼兒園,彰化縣,花壇鄉,私立,[503]學府路71號,(04)7869369,,60,110-112,(110),無,無,yes
彰化縣私立稻盛幼兒園,彰化縣,花壇鄉,私立,[503]中正路33號,(04)7872618,,174,110-112,(110),無,無,yes
彰化縣僑愛非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化縣,花壇鄉,非營利,[503]中山路二段471號,(04)7865148,https://www.facebook.com/q7865148/,90,無,(110),無,無,yes
彰化縣秀水鄉立幼兒園,彰化縣,秀水鄉,公立,[504]復新街7號,(04)7680325,,420,無,(110),無,無,yes
彰化縣私立劍橋幼兒園,彰化縣,秀水鄉,私立,[504]寶溪巷28號,(04)7691234,,251,無,(110),無,無,yes
彰化縣私立維多利亞幼兒園,彰化縣,秀水鄉,私立,[504]長美巷115號,(04)7689966,www.victoria-kid.woby.com,246,無,(110),無,無,yes
彰化縣私立牛頓幼兒園,彰化縣,秀水鄉,私立,[504]彰馬街145巷12號,(04)7614061,http://kidsworld.woby.com.tw/,150,110-112,(110),無,無,yes
彰化縣私立福安幼兒園,彰化縣,秀水鄉,私立,[504]通鹿巷188弄76號,(04)7695713,,90,110-112,(110),無,有,yes
彰化縣私立哈佛幼兒園,彰化縣,秀水鄉,私立,[504]彰水路二段365號,(04)7686699,,80,110-112,(110),無,無,yes
彰化縣私立愛兒幼兒園,彰化縣,秀水鄉,私立,[504]枋林巷75之12號,(04)7697098,,30,無,(110),無,無,yes
彰化縣私立英橋幼兒園,彰化縣,秀水鄉,私立,[504]中山路488號,(04)7685678,,140,無,(110),有,無,yes
彰化縣私立和德幼兒園,彰化縣,秀水鄉,私立,[504]蘇周巷211號,(04)7686708,,98,無,(110),無,無,yes
彰化縣育民非營利幼兒園（委託社團法人彰化縣友善教育公益協會辦理）,彰化縣,秀水鄉,非營利,[504]民生街262號,(04)7687759,https://www.facebook.com/ymes.kindergarten.tw/,90,無,(110),無,無,yes
彰化縣鹿港鎮東興國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]東崎七巷52號,(04)7751591#109,http://www.sdses.chc.edu.tw/,30,無,(110),無,無,yes
彰化縣鹿港鎮文開國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]文開路60號,(04)7765107#10或12,http://163.23.114.1/school/web/index.php?mod_area=14&menu_id=35,90,無,(110),無,無,yes
彰化縣鹿港鎮鹿港國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]三民路192號,(04)7778900,http://163.23.112.1/,60,無,(110),無,無,yes
彰化縣鹿港鎮洛津國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]公園三路51號,(04)7841347,www.ljes.chc.edu.tw/kg,60,無,(110),無,無,yes
彰化縣鹿港鎮頂番國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]頂草路一段100號,(04)7718157#13或14,http://www.dfes.chc.edu.tw/,90,無,(110),無,無,yes
彰化縣鹿港鎮海埔國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]鹿草路二段889號,(04)7779353,http://www.hpes.chc.edu.tw/,30,無,(110),無,無,yes
彰化縣鹿港鎮鹿東國民小學附設幼兒園,彰化縣,鹿港鎮,公立,[505]長安路125號,(04)7756521#27,http://163.23.89.3/school/web/,30,無,(110),無,無,yes
彰化縣鹿港鎮立幼兒園,彰化縣,鹿港鎮,公立,[505]文化街139號,(04)7746055#2505,附屬於鹿港鎮所網頁上--http://www.lukang.gov.tw/index.html,450,無,(110),無,無,yes
彰化縣私立嘉人幼兒園,彰化縣,鹿港鎮,私立,[505]仁愛街56號,(04)7788658,彰化縣鹿港鎮仁愛街56號,180,無,(110),無,無,yes
彰化縣私立柏克萊幼兒園,彰化縣,鹿港鎮,私立,[505]長安路88號,(04)7741511,,160,無,(110),無,無,yes
彰化縣私立皇家幼兒園,彰化縣,鹿港鎮,私立,[505]鹿草路二段313巷3號,(04)7786599,http://royal.np2.tw/index.php,75,110-112,(110),無,有,yes
彰化縣私立鹿港保進幼兒園,彰化縣,鹿港鎮,私立,[505]永安一路25號,(04)7755398,,114,110-112,(110),無,無,yes
彰化縣私立安安廣學幼兒園,彰化縣,鹿港鎮,私立,[505]泉州街50號,(04)7765641,,60,無,(110),無,無,yes
彰化縣私立天真幼兒園,彰化縣,鹿港鎮,私立,[505]文成街52號,(04)7787247,http://tianjen.topschool.com.tw/,173,無,(110),無,無,yes
彰化縣私立小天使幼兒園,彰化縣,鹿港鎮,私立,[505]自由路170號,(04)7776117,http://angel.np2.tw/index.php,220,110-112,(110),有,有,yes
彰化縣私立貝斯特幼兒園,彰化縣,鹿港鎮,私立,[505]立德街1之1號,(04)7770169,http://best.woby.com.tw,120,110-112,(110),無,無,yes
彰化縣私立安安幼兒園,彰化縣,鹿港鎮,私立,[505]永祥街22巷臨7之1號,(04)7765646,,180,無,(110),無,有,yes
彰化縣私立耕心園幼兒園,彰化縣,鹿港鎮,私立,[505]鹿西路288巷6號,(04)7767003,,302,無,(110),無,無,yes
彰化縣私立愛育幼兒園,彰化縣,鹿港鎮,私立,[505]復興路69號,(04)7772310,,186,無,(110),無,無,yes
彰化縣私立鹿港多多龍幼兒園,彰化縣,鹿港鎮,私立,[505]頂草路二段62號,(04)7722678,,37,無,(110),有,有,yes
彰化縣私立普林斯頓幼兒園,彰化縣,鹿港鎮,私立,[505]鹿和路三段500號,(04)7715366,,305,無,(110),有,無,yes
彰化縣私立童林幼兒園,彰化縣,鹿港鎮,私立,[505]安邦街56號,(04)7763765,彰化縣私立童林幼兒園,212,無,(110),無,無,yes
彰化縣草港非營利幼兒園（委託社團法人南投縣手工藝發展協會辦理）,彰化縣,鹿港鎮,非營利,[505]頂草路四段251號,(04)7711091,,60,無,(110),無,無,yes
彰化縣福興鄉育新國民小學附設幼兒園,彰化縣,福興鄉,公立,[506]福正路4號,(04)7802521#18或82,http://www.yses.chc.edu.tw/,30,無,(110),無,無,yes
彰化縣福興鄉管嶼國民小學附設幼兒園,彰化縣,福興鄉,公立,[506]沿海路三段100號,(04)7702949#19,163.23.104.129,30,無,(110),無,無,yes
彰化縣福興鄉立幼兒園,彰化縣,福興鄉,公立,[506]福興路51巷12號,(04)7766212#52,,360,無,(110),無,無,yes
彰化縣福興鄉立幼兒園東區分班,彰化縣,福興鄉,公立,[506]復興路15之15號,(04)7792901,,180,無,(110),無,無,yes
彰化縣私立福興文開幼兒園,彰化縣,福興鄉,私立,[506]秀安二街162巷79號,(04)7748889,,240,無,(110),無,有,yes
彰化縣私立安祈兒幼兒園,彰化縣,福興鄉,私立,[506]沿海路3段171號,(04)7703381,,70,110-112,(110),無,有,yes
彰化縣私立幼安幼兒園,彰化縣,福興鄉,私立,[506]同安巷58號,(04)7771593,,140,110-112,(110),無,無,yes
彰化縣線西鄉線西國民小學附設幼兒園,彰化縣,線西鄉,公立,[507]中央路二段135號,(04)7585075#720,http://163.23.92.129/,30,無,(110),無,無,yes
彰化縣線西鄉立幼兒園,彰化縣,線西鄉,公立,[507]中央路二段386巷128號,(04)7584851#31,http://www2.chcg.gov.tw/main/main_act/main.asp?main_id=3768&act_id=62,300,無,(110),無,無,yes
彰化縣和美鎮和仁國民小學附設幼兒園,彰化縣,和美鎮,公立,[508]仁愛路279號,(04)7575707,http://www.hres.chc.edu.tw/,30,無,(110),無,無,yes
彰化縣和美鎮和美國民小學附設幼兒園,彰化縣,和美鎮,公立,[508]和平街19號,(04)7570856,,90,無,(110),無,無,yes
彰化縣和美鎮培英國民小學附設幼兒園,彰化縣,和美鎮,公立,[508]彰新路五段310號,(04)7552430#126,http://www.simplesite.com/builder/pages/preview3.aspx,60,無,(110),無,無,yes
彰化縣和美鎮立幼兒園,彰化縣,和美鎮,公立,[508]忠孝路329號,(04)7555965,,300,無,(110),無,無,yes
彰化縣和美鎮立幼兒園源埤分班,彰化縣,和美鎮,公立,[508]德南路250號,(04)7512136,,90,無,(110),無,無,yes
彰化縣和美鎮立幼兒園犁盛分班,彰化縣,和美鎮,公立,[508]東平路225巷9號,(04)7555965,,30,無,(110),無,無,yes
彰化縣和美鎮立幼兒園柑井分班,彰化縣,和美鎮,公立,[508]柑竹路331巷21號,(04)7555965,,76,無,(110),無,無,yes
彰化縣和美鎮大嘉國民小學附設幼兒園,彰化縣,和美鎮,公立,[508]彰和路3段50號,(04)7552524#21,,30,無,(110),無,無,yes
國立和美實驗學校幼兒部,彰化縣,和美鎮,公立,[508]鹿和路六段115號,(04)7552009#203,,0,無,無,無,無,yes
彰化縣私立英倫幼兒園,彰化縣,和美鎮,私立,[508]糖友二街1號,(04)7368313,,96,無,(110),有,無,yes
彰化縣私立奇貝兒幼兒園,彰化縣,和美鎮,私立,[508]東萊路426號,(04)7361122,,337,無,無,有,有,no
彰化縣私立發現藝術幼兒園,彰化縣,和美鎮,私立,[508]忠誠路88號,(04)7560716,http://findartkids.blogspot.com/,140,110-112,(110),有,無,yes
彰化縣私立小太陽幼兒園,彰化縣,和美鎮,私立,[508]東萊路81巷32、34號,(04)7364432,https://www.facebook.com/1010719LITTLESUN,55,110-112,(110),無,有,yes
彰化縣私立史丹福幼兒園,彰化縣,和美鎮,私立,[508]仁美路47號,(04)7562345,http://www.standfordenglish.com,200,110-112,(110),有,無,yes
彰化縣私立巧宜家幼兒園,彰化縣,和美鎮,私立,[508]西興路566號,(04)7587838,,120,110-112,(110),無,無,yes
彰化縣私立美爾頓幼兒園,彰化縣,和美鎮,私立,[508]柑竹路62號、62-1號,(04)7575312,http://zx007jl@yahoo.com.tw,87,無,(110),無,無,yes
彰化縣私立小叮噹幼兒園,彰化縣,和美鎮,私立,[508]忠勤路77號,(04)7571808,,200,110-112,(110),無,無,yes
彰化縣私立寶貝樂幼兒園,彰化縣,和美鎮,私立,[508]和靖路60號,(04)7576456,,160,無,(110),無,無,yes
彰化縣私立聖保羅幼兒園,彰化縣,和美鎮,私立,[508]和健路128號,(04)7540598,http://sanpaulo.topschool.com.tw,423,無,(110),有,無,yes
彰化縣私立惠兒園幼兒園,彰化縣,和美鎮,私立,[508]愛禮路3號,(04)7563990,,90,無,(110),有,無,yes
彰化縣私立東陽幼兒園,彰化縣,和美鎮,私立,[508]東陽路7號,(04)7350280,,90,無,(110),無,無,yes
彰化縣私立博思特幼兒園,彰化縣,和美鎮,私立,[508]仁壽路142號,(04)7560995,,209,110-112,(110),有,無,yes
彰化縣私立晨光幼兒園,彰化縣,和美鎮,私立,[508]義安路256巷11號,(04)7558355,http://chernghang.woby.com.tw,72,110-112,(110),無,無,yes
彰化縣私立小博士幼兒園,彰化縣,和美鎮,私立,[508]金馬路二段382號,(04)7332367,,460,110-112,(110),無,無,yes
彰化縣私立薇尼爾幼兒園,彰化縣,和美鎮,私立,[508]十茂路289號,(04)7362233,http://wenial.topschool.com.tw,180,無,(110),無,有,yes
彰化縣私立約克幼兒園,彰化縣,和美鎮,私立,[508]彰和路二段46、48號,(04)7354949,,110,110-112,(110),有,無,yes
彰化縣私立米强生幼兒園,彰化縣,和美鎮,私立,[508]美寮路一段431號,(04)7352758,,305,110-112,(110),無,有,yes
彰化縣私立彰化弘明幼兒園,彰化縣,和美鎮,私立,[508]彰新路三段122之1號,(04)7331058,chhold.mean@msa.hinet.net,120,無,(110),無,無,yes
彰化縣私立探索東谷幼兒園,彰化縣,和美鎮,私立,[508]東谷路47-25號,(04)7331330,,248,110-112,(110),無,無,yes
彰化縣私立和美保進幼兒園,彰化縣,和美鎮,私立,[508]信陵路61號,(04)7566228,,318,110-112,(110),無,有,yes
彰化縣大榮非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化縣,和美鎮,非營利,[508]嘉佃路296號,(04)7515071,,60,無,(110),無,無,yes
彰化縣伸港鄉立幼兒園,彰化縣,伸港鄉,公立,[509]忠孝東街46號,(04)7991595,,390,無,(110),無,無,yes
彰化縣私立台大幼兒園,彰化縣,伸港鄉,私立,[509]中山路102號,(04)7985832,,60,無,(110),無,有,yes
彰化縣私立幼愛幼兒園,彰化縣,伸港鄉,私立,[509]中華路301、303號,(04)7997038,,45,無,(110),有,無,yes
彰化縣私立愛米亞幼兒園,彰化縣,伸港鄉,私立,[509]建興三街18巷36號,(04)7983378,,55,無,(110),有,無,yes
彰化縣私立富樂比幼兒園,彰化縣,伸港鄉,私立,[509]海尾路103之42號,(04)7986699,http://tw.myblog.yahoo.com/floppy7986699/,110,110-112,(110),無,無,yes
彰化縣私立伸港大同幼兒園,彰化縣,伸港鄉,私立,[509]彰新路七段725號,(04)7997555,,50,110-112,(110),無,有,yes
彰化縣私立亮亮幼兒園,彰化縣,伸港鄉,私立,[509]公西街13號,(04)7996077,http://liangliang.woby.tw/,120,110-112,(110),無,無,yes
彰化縣私立育苗幼兒園,彰化縣,伸港鄉,私立,[509]新興路112巷30號,(04)7992788,,60,無,(110),無,無,yes
彰化縣私立梅花幼兒園,彰化縣,伸港鄉,私立,[509]泉州路92號,(04)7981313,彰化縣伸港鄉泉州村泉州路92號,60,無,(110),無,有,yes
彰化縣私立森田國際幼兒園,彰化縣,伸港鄉,私立,[509]大同一街158號,(04)7998578,彰化縣伸港鄉新港村大同一街158號,285,110-112,(110),無,有,yes
彰化縣伸仁非營利幼兒園（委託社團法人大中華社會企業創新策略發展協會辦理）,彰化縣,伸港鄉,非營利,[509]曾家路3-15號,(04)7989927,,106,無,(110),無,無,yes
彰化縣員林市靜修國民小學附設幼兒園,彰化縣,員林市,公立,[510]靜修路74號,(04)8318620,www.sjses.chc.edu.tw,60,無,(110),無,無,yes
彰化縣員林市員東國民小學附設幼兒園,彰化縣,員林市,公立,[510]員東路二段12號,(04)8353192,http://www.ytes.chc.edu.tw/class/kid/index.htm,60,無,(110),無,無,yes
彰化縣員林市僑信國民小學附設幼兒園,彰化縣,員林市,公立,[510]中山路二段280號,(04)8320810#22,http://www.csps.chc.edu.tw,30,無,(110),無,無,yes
彰化縣員林市饒明國民小學附設幼兒園,彰化縣,員林市,公立,[510]員集路二段131號,(04)8319286,http://163.23.78.129/,30,無,(110),無,無,yes
彰化縣員林市立幼兒園,彰化縣,員林市,公立,[510]員鹿路245巷110號,(04)8352661,http://www.yuanlin.gov.tw/service/main2-12.asp,370,無,(110),無,無,yes
彰化縣員林市立幼兒園大埔分班,彰化縣,員林市,公立,[510]員大路二段46巷1弄10號,(04)8334319,http://www.yuanlin.gov.tw/service/main2-12.asp,30,無,(110),無,無,yes
彰化縣員林市立幼兒園中央分班,彰化縣,員林市,公立,[510]中央路381巷39號,(04)8331321,http://www.yuanlin.gov.tw/service/main2-12.asp,30,無,(110),無,無,yes
彰化縣員林市立幼兒園西東分班,彰化縣,員林市,公立,[510]浮圳路一段365巷56弄36號,(04)8314771,http://www.yuanlin.gov.tw/service/main2-12.asp,30,無,(110),無,無,yes
彰化縣員林市立幼兒園浮圳分班,彰化縣,員林市,公立,[510]浮圳巷8之15號,(04)8365336,http://www.yuanlin.gov.tw/service/main2-12.asp,30,無,(110),無,無,yes
彰化縣員林市立幼兒園鎮興分班,彰化縣,員林市,公立,[510]山腳路4段212號,(04)8312651,,60,無,(110),無,無,yes
