point,area,type,months,total1,total2,monthly1,monthly2
屏東縣屏東復興非營利幼兒園(委託財團法人彭婉如文教基金會辦理),屏東市,非營利,12,93828,0,7819,0
屏東縣崁頂鄉港東國民小學附設幼兒園,崁頂鄉,公立,8,29500,0,3688,0
屏東縣崁頂鄉立幼兒園,崁頂鄉,公立,12,25600,0,2133,0
屏東縣建興非營利幼兒園(委託社團法人屏東縣宥薰教育協會辦理),枋寮鄉,非營利,12,113520,0,9460,0
屏東縣恆春鎮僑勇國民小學附設幼兒園,恆春鎮,公立,8,34550,200,4319,25
屏東縣恆春鎮墾丁國民小學附設幼兒園,恆春鎮,公立,8,34440,0,4305,0
屏東縣恆春鎮恆春國民小學附設幼兒園,恆春鎮,公立,8,33350,200,4169,25
屏東縣恆春鎮水泉國民小學附設幼兒園,恆春鎮,公立,8,32060,0,4008,0
屏東縣新園鄉港西國民小學附設幼兒園,新園鄉,公立,8,32090,200,4011,25
屏東縣新園鄉烏龍國民小學附設幼兒園,新園鄉,公立,8,33044,0,4131,0
屏東縣新園鄉瓦磘國民小學附設幼兒園,新園鄉,公立,8,34681,200,4335,25
屏東縣新園鄉鹽洲國民小學附設幼兒園,新園鄉,公立,8,30950,0,3869,0
屏東縣新埤鄉新埤國民小學附設幼兒園,新埤鄉,公立,8,34080,0,4260,0
屏東縣新埤鄉立幼兒園,新埤鄉,公立,10,43600,0,4360,0
屏東縣春日鄉力里國民小學附設幼兒園,春日鄉,公立,8,21000,0,2625,0
屏東縣春日鄉古華國民小學附設幼兒園,春日鄉,公立,8,27140,0,3393,0
屏東縣春日鄉春日國民小學附設幼兒園,春日鄉,公立,8,22650,200,2831,25
屏東縣春日鄉立幼兒園,春日鄉,公立,9,24600,0,2733,0
屏東縣春日鄉立幼兒園古華分班,春日鄉,公立,9,24600,0,2733,0
屏東縣東港鎮以栗國民小學附設幼兒園,東港鎮,公立,8,30080,200,3760,25
屏東縣東港鎮大潭國民小學附設幼兒園,東港鎮,公立,8,30982,200,3873,25
屏東縣東港鎮東光國民小學附設幼兒園,東港鎮,公立,8,29800,200,3725,25
屏東縣東港鎮東港國民小學附設幼兒園,東港鎮,公立,8,31420,200,3928,25
屏東縣枋寮鄉僑德國民小學附設幼兒園,枋寮鄉,公立,8,30350,0,3794,0
屏東縣枋寮鄉東海國民小學附設幼兒園,枋寮鄉,公立,8,29710,0,3714,0
屏東縣枋山鄉楓港國民小學附設幼兒園,枋山鄉,公立,8,31460,200,3933,25
屏東縣枋山鄉立幼兒園,枋山鄉,公立,12,27200,0,2267,0
屏東縣枋山鄉立幼兒園加祿分班,枋山鄉,公立,12,27200,0,2267,0
屏東縣枋山鄉立幼兒園枋山分班,枋山鄉,公立,12,27200,0,2267,0
屏東縣枋山鄉立幼兒園楓港分班,枋山鄉,公立,12,27200,0,2267,0
屏東縣林邊鄉崎峰國民小學附設幼兒園,林邊鄉,公立,8,31756,200,3970,25
屏東縣林邊鄉竹林國民小學附設幼兒園,林邊鄉,公立,8,33386,0,4173,0
屏東縣林邊非營利幼兒園(委託社團法人屏東縣宥薰教育協會辦理),林邊鄉,非營利,12,112476,0,9373,0
屏東縣歸來非營利幼兒園(委託社團法人東台灣幼兒教保專業促進協會辦理),屏東市,非營利,12,105120,0,8760,0
屏東縣泰武鄉佳平社區互助教保服務中心(泰武鄉佳平社區發展協會辦理),泰武鄉,私立,12,53448,0,4454,0
屏東縣泰武鄉平和社區互助教保服務中心(泰武鄉平和社區發展協會辦理),泰武鄉,私立,12,46590,0,3883,0
屏東縣泰武鄉武潭國民小學附設幼兒園,泰武鄉,公立,8,24800,200,3100,25
屏東縣泰武鄉武潭國民小學附設幼兒園佳平分班,泰武鄉,公立,8,24800,200,3100,25
屏東縣泰武鄉泰武國民小學附設幼兒園,泰武鄉,公立,8,22360,0,2795,0
屏東縣泰武鄉立幼兒園,泰武鄉,公立,10,25300,0,2530,0
屏東縣泰武鄉立幼兒園萬安分班,泰武鄉,公立,10,25300,0,2530,0
屏東縣泰武鄉萬安國民小學附設幼兒園,泰武鄉,公立,8,25900,200,3238,25
屏東縣海豐非營利幼兒園(委託社團法人中華幼兒教育改革研究會辦理),屏東市,非營利,12,101112,0,8426,0
屏東縣滿州鄉永港國民小學附設幼兒園,滿州鄉,公立,8,31850,200,3981,25
屏東縣滿州鄉滿州國民小學附設幼兒園,滿州鄉,公立,8,32950,200,4119,25
屏東縣滿州鄉長樂國民小學附設幼兒園,滿州鄉,公立,8,24404,0,3051,0
屏東縣潮州鎮四林國民小學附設幼兒園,潮州鎮,公立,8,33360,0,4170,0
屏東縣潮州鎮潮南國民小學附設幼兒園,潮州鎮,公立,8,29850,0,3731,0
屏東縣潮州鎮潮東國民小學附設幼兒園,潮州鎮,公立,8,33020,0,4128,0
屏東縣潮州鎮立幼兒園,潮州鎮,公立,11,36950,0,3359,0
屏東縣牡丹鄉旭海社區互助教保服務中心(牡丹鄉旭海社區發展協會辦理),牡丹鄉,私立,12,58990,0,4916,0
屏東縣牡丹鄉牡丹國民小學附設幼兒園,牡丹鄉,公立,8,23950,0,2994,0
屏東縣牡丹鄉石門國民小學附設幼兒園,牡丹鄉,公立,8,26762,200,3345,25
屏東縣牡丹鄉立幼兒園,牡丹鄉,公立,8,15800,0,1975,0
屏東縣牡丹鄉立幼兒園牡丹分班,牡丹鄉,公立,8,15800,0,1975,0
屏東縣牡丹鄉高士國民小學附設幼兒園,牡丹鄉,公立,8,27400,200,3425,25
屏東縣牡丹鄉高士國民小學附設幼兒園牡林分班,牡丹鄉,公立,8,27400,200,3425,25
屏東縣獅子鄉丹路國民小學附設幼兒園,獅子鄉,公立,8,23900,0,2988,0
屏東縣獅子鄉內獅國民小學附設幼兒園,獅子鄉,公立,8,20872,0,2609,0
屏東縣獅子鄉楓林國民小學附設幼兒園,獅子鄉,公立,8,25000,0,3125,0
屏東縣獅子鄉立幼兒園,獅子鄉,公立,10,16900,0,1690,0
屏東縣獅子鄉立幼兒園南世分班,獅子鄉,公立,10,16900,0,1690,0
屏東縣獅子鄉立幼兒園楓林分班,獅子鄉,公立,10,16900,0,1690,0
屏東縣獅子鄉立幼兒園草埔分班,獅子鄉,公立,10,16900,0,1690,0
屏東縣獅子鄉草埔國民小學附設幼兒園,獅子鄉,公立,8,26440,0,3305,0
屏東縣琉球鄉全德國民小學附設幼兒園,琉球鄉,公立,8,22570,0,2821,0
屏東縣琉球鄉天南國民小學附設幼兒園,琉球鄉,公立,8,22570,0,2821,0
屏東縣琉球鄉琉球國民小學附設幼兒園,琉球鄉,公立,8,22550,0,2819,0
屏東縣琉球鄉白沙國民小學附設幼兒園,琉球鄉,公立,8,22550,0,2819,0
屏東縣琉球鄉立幼兒園,琉球鄉,公立,10,28500,0,2850,0
屏東縣琉球鄉立幼兒園中福分班,琉球鄉,公立,10,28500,0,2850,0
屏東縣琉球鄉立幼兒園南福分班,琉球鄉,公立,10,28500,0,2850,0
屏東縣琉球鄉立幼兒園大福分班,琉球鄉,公立,10,28500,0,2850,0
屏東縣琉球鄉立幼兒園本福分班,琉球鄉,公立,10,28500,0,2850,0
屏東縣琉球鄉立幼兒園漁福分班,琉球鄉,公立,10,28500,0,2850,0
屏東縣瑪家鄉佳義國民小學附設幼兒園,瑪家鄉,公立,8,22000,0,2750,0
屏東縣瑪家鄉北葉國民小學附設幼兒園,瑪家鄉,公立,8,22000,0,2750,0
屏東縣瑪家鄉立幼兒園,瑪家鄉,公立,8,21110,0,2639,0
屏東縣瑪家鄉美園社區互助教保服務中心(瑪家鄉美園社區發展協會辦理),瑪家鄉,私立,12,42472,0,3539,0
屏東縣瑪家鄉長榮百合國民小學附設幼兒園,瑪家鄉,公立,8,28350,0,3544,0
屏東縣社皮非營利幼兒園(委託社團法人台灣公共托育協會辦理),萬丹鄉,非營利,12,96060,0,8005,0
屏東縣社皮非營利幼兒園(委託社團法人台灣公共托育協會辦理)廣安分班,萬丹鄉,非營利,12,96060,0,8005,0
屏東縣私立三朋幼兒園,東港鎮,私立,12,90600,0,7550,0
屏東縣私立上以唐幼兒園,屏東市,私立,12,105200,37800,8767,3150
屏東縣私立上品幼兒園,萬丹鄉,準公共化,12,93556,9000,7796,750
屏東縣私立中華兒童幼兒園,屏東市,準公共化,12,104176,30000,8681,2500
屏東縣私立乙幼幼兒園,鹽埔鄉,準公共化,12,93324,9000,7777,750
屏東縣私立九如幼兒園,九如鄉,私立,12,74000,0,6167,0
屏東縣私立九如林肯幼兒園,九如鄉,私立,12,77000,0,6417,0
屏東縣私立人之初幼兒園,長治鄉,準公共化,12,94500,4000,7875,333
屏東縣私立仁和幼兒園,林邊鄉,準公共化,12,87456,0,7288,0
屏東縣私立仁美幼兒園,鹽埔鄉,準公共化,12,78924,9000,6577,750
屏東縣私立佳佳幼兒園,屏東市,準公共化,12,69600,9000,5800,750
屏東縣私立佳群幼兒園,東港鎮,私立,12,51200,0,4267,0
屏東縣私立佳育幼兒園,佳冬鄉,準公共化,12,74916,0,6243,0
屏東縣私立依莎貝兒藝術幼兒園,枋寮鄉,準公共化,12,108432,0,9036,0
屏東縣私立信華幼兒園,鹽埔鄉,準公共化,12,98532,9000,8211,750
屏東縣私立傳說幼兒園,東港鎮,準公共化,12,70188,0,5849,0
屏東縣私立內埔小博士幼兒園,內埔鄉,準公共化,12,107712,18000,8976,1500
屏東縣私立冠迪幼兒園,長治鄉,準公共化,12,113724,19200,9477,1600
屏東縣私立千葉幼兒園,屏東市,私立,12,261600,0,21800,0
屏東縣私立原苗幼兒園,三地門鄉,準公共化,12,123816,12400,10318,1033
屏東縣私立吉兒堡幼兒園,麟洛鄉,準公共化,12,107328,9000,8944,750
屏東縣私立向日葵幼兒園,里港鄉,準公共化,12,80640,9000,6720,750
屏東縣私立吳氏幼兒園,內埔鄉,準公共化,12,77940,9000,6495,750
屏東縣私立啟航幼兒園,佳冬鄉,準公共化,12,76512,9000,6376,750
屏東縣私立嘉音幼兒園,新園鄉,準公共化,12,77868,0,6489,0
屏東縣私立培正幼兒園,鹽埔鄉,準公共化,12,84948,24000,7079,2000
屏東縣私立培華幼兒園,屏東市,準公共化,12,91604,30000,7634,2500
屏東縣私立大同幼兒園,屏東市,私立,12,105600,0,8800,0
屏東縣私立大老師幼兒園,內埔鄉,準公共化,12,90944,21600,7579,1800
屏東縣私立天恩幼兒園,潮州鎮,準公共化,12,88636,9000,7386,750
屏東縣私立威利幼兒園,屏東市,準公共化,12,117360,9000,9780,750
屏東縣私立婦友幼兒園,屏東市,私立,12,69600,27600,5800,2300
屏東縣私立學正幼兒園,屏東市,私立,12,95000,14400,7917,1200
屏東縣私立安吉兒幼兒園,潮州鎮,準公共化,12,102560,9000,8547,750
屏東縣私立宏靜幼兒園,萬丹鄉,準公共化,12,90296,0,7525,0
屏東縣私立小哈佛幼兒園,屏東市,準公共化,12,107216,12000,8935,1000
屏東縣私立小太陽幼兒園,高樹鄉,準公共化,12,108120,9000,9010,750
屏東縣私立小樹苗幼兒園,屏東市,私立,12,92960,14400,7747,1200
屏東縣私立小白花幼兒園,枋寮鄉,準公共化,12,65940,0,5495,0
屏東縣私立屏東培正幼兒園,屏東市,準公共化,12,109992,24000,9166,2000
屏東縣私立崇惠幼兒園,東港鎮,準公共化,12,69816,6000,5818,500
屏東縣私立常春藤幼兒園,屏東市,私立,12,154800,0,12900,0
屏東縣私立幼愛幼兒園,屏東市,準公共化,12,104264,0,8689,0
屏東縣私立弘全幼兒園,南州鄉,準公共化,12,96912,12000,8076,1000
屏東縣私立弘名幼兒園,潮州鎮,準公共化,12,109876,12000,9156,1000
屏東縣私立復興幼兒園,長治鄉,準公共化,12,81096,0,6758,0
屏東縣私立德生幼兒園,長治鄉,準公共化,12,84124,0,7010,0
屏東縣私立心橋光幼兒園,萬丹鄉,準公共化,12,91268,12000,7606,1000
屏東縣私立快樂寶貝幼兒園,屏東市,準公共化,12,109456,9000,9121,750
屏東縣私立快樂小螞蟻幼兒園,潮州鎮,私立,12,112000,0,9333,0
屏東縣私立快樂幼兒園,屏東市,準公共化,12,120540,9000,10045,750
屏東縣私立怡光幼兒園,新園鄉,準公共化,12,95640,0,7970,0
屏東縣私立恆春依莎貝兒藝術幼兒園,恆春鎮,準公共化,12,110244,6000,9187,500
屏東縣私立愛彌兒幼兒園,屏東市,準公共化,12,80064,9000,6672,750
屏東縣私立愛群幼兒園,枋寮鄉,準公共化,12,84816,9000,7068,750
屏東縣私立愛麗幼兒園,屏東市,私立,12,58200,0,4850,0
屏東縣私立慈育幼兒園,長治鄉,準公共化,12,74100,0,6175,0
屏東縣私立慧橋幼兒園,恆春鎮,準公共化,12,92352,9000,7696,750
屏東縣私立懷恩幼兒園,恆春鎮,私立,12,92800,800,7733,67
屏東縣私立摩根幼兒園,潮州鎮,私立,12,72000,0,6000,0
屏東縣私立文化學苑幼兒園,屏東市,準公共化,12,81256,0,6771,0
屏東縣私立新園欣欣幼兒園,新園鄉,準公共化,12,86160,3600,7180,300
屏東縣私立新小天使幼兒園,林邊鄉,準公共化,12,86664,0,7222,0
屏東縣私立新怡光幼兒園,新園鄉,準公共化,12,94860,0,7905,0
屏東縣私立日安幼兒園,東港鎮,準公共化,12,81424,0,6785,0
屏東縣私立明星幼兒園,九如鄉,私立,12,66000,0,5500,0
屏東縣私立明蕙幼兒園,萬丹鄉,私立,12,56100,0,4675,0
屏東縣私立普林斯頓幼兒園,潮州鎮,準公共化,12,120648,79200,10054,6600
屏東縣私立東港區漁會幼兒園,東港鎮,準公共化,12,79476,6000,6623,500
屏東縣私立東港晴慧幼兒園,東港鎮,準公共化,12,97020,24000,8085,2000
屏東縣私立枋寮楊老師幼兒園,枋寮鄉,準公共化,12,78228,0,6519,0
屏東縣私立林邊文馨幼兒園,林邊鄉,準公共化,12,66108,0,5509,0
屏東縣私立柏克萊幼兒園,屏東市,私立,12,93600,30000,7800,2500
屏東縣私立欣欣幼兒園,內埔鄉,私立,12,60000,0,5000,0
屏東縣私立正心幼兒園,屏東市,準公共化,12,110896,9000,9241,750
屏東縣私立洛陽幼兒園,鹽埔鄉,私立,12,69000,0,5750,0
屏東縣私立潮州晴慧幼兒園,潮州鎮,準公共化,12,120780,24000,10065,2000
屏東縣私立狄仕耐幼兒園,鹽埔鄉,私立,12,75000,0,6250,0
屏東縣私立瑪利幼兒園,恆春鎮,私立,12,84000,0,7000,0
屏東縣私立福爾摩沙幼兒園,屏東市,私立,12,156000,0,13000,0
屏東縣私立立群幼兒園,內埔鄉,準公共化,12,105576,9000,8798,750
屏東縣私立立育幼兒園,萬丹鄉,準公共化,12,62600,0,5217,0
屏東縣私立童年綠地幼兒園,潮州鎮,準公共化,12,108144,9000,9012,750
屏東縣私立童心幼兒園,恆春鎮,準公共化,12,115512,9000,9626,750
屏東縣私立米奇幼兒園,潮州鎮,準公共化,12,94164,24000,7847,2000
屏東縣私立維多莉亞幼兒園,屏東市,準公共化,12,104304,9000,8692,750
屏東縣私立美加幼兒園,屏東市,準公共化,12,102792,78000,8566,6500
屏東縣私立美美幼兒園,新園鄉,私立,12,58800,0,4900,0
屏東縣私立美金才藝幼兒園,屏東市,準公共化,12,110092,156000,9174,13000
屏東縣私立群英幼兒園,林邊鄉,私立,12,56400,0,4700,0
屏東縣私立耆老幼兒園,九如鄉,私立,12,64000,0,5333,0
屏東縣私立聚英幼兒園,萬丹鄉,私立,12,60800,0,5067,0
屏東縣私立育仁幼兒園,內埔鄉,私立,12,90000,0,7500,0
屏東縣私立育光幼兒園,東港鎮,準公共化,12,108828,12000,9069,1000
屏東縣私立育德幼兒園,新園鄉,準公共化,12,80864,0,6739,0
屏東縣私立育才幼兒園,屏東市,準公共化,12,88036,9000,7336,750
屏東縣私立育群幼兒園,枋寮鄉,準公共化,12,68376,0,5698,0
屏東縣私立育英幼兒園,九如鄉,準公共化,12,71568,9000,5964,750
屏東縣私立育輝幼兒園,東港鎮,準公共化,12,78352,9000,6529,750
屏東縣私立艾樂芬幼兒園,屏東市,私立,12,90000,0,7500,0
屏東縣私立芊育幼兒園,鹽埔鄉,準公共化,12,71396,9000,5950,750
屏東縣私立華山幼兒園,屏東市,準公共化,12,115368,9000,9614,750
屏東縣私立萬丹培正幼兒園,萬丹鄉,準公共化,12,89084,24000,7424,2000
屏東縣私立貝兒幼兒園,萬丹鄉,準公共化,12,67068,9000,5589,750
屏東縣私立超聖幼兒園,佳冬鄉,私立,12,57600,0,4800,0
屏東縣私立超越幼兒園,屏東市,準公共化,12,73504,0,6125,0
屏東縣私立金博士幼兒園,新園鄉,準公共化,12,102228,9000,8519,750
屏東縣私立隆安幼兒園,枋寮鄉,準公共化,12,118540,9000,9878,750
屏東縣私立香潭幼兒園,長治鄉,準公共化,12,98664,9000,8222,750
屏東縣私立鳳成幼兒園,高樹鄉,私立,12,60000,0,5000,0
屏東縣私立龍幼幼兒園,屏東市,準公共化,12,110808,9000,9234,750
屏東縣私立龍泉玫瑰幼兒園,內埔鄉,私立,12,90000,0,7500,0
屏東縣私立龍華幼兒園,屏東市,準公共化,12,113984,14400,9499,1200
屏東縣竹田鄉大明國民小學附設幼兒園,竹田鄉,公立,8,33990,0,4249,0
屏東縣竹田鄉立幼兒園,竹田鄉,公立,8,34700,0,4338,0
屏東縣竹田鄉竹田國民小學附設幼兒園,竹田鄉,公立,8,33000,0,4125,0
屏東縣竹田鄉西勢國民小學附設幼兒園,竹田鄉,公立,8,32460,0,4058,0
屏東縣萬丹鄉新庄國民小學附設幼兒園,萬丹鄉,公立,8,35072,200,4384,25
屏東縣萬丹鄉興化國民小學附設幼兒園,萬丹鄉,公立,8,30878,200,3860,25
屏東縣萬丹鄉萬丹國民小學附設幼兒園,萬丹鄉,公立,8,34230,200,4279,25
屏東縣萬巒鄉佳佐國民小學附設幼兒園,萬巒鄉,公立,8,32300,0,4038,0
屏東縣萬巒鄉立幼兒園,萬巒鄉,公立,12,35200,0,2933,0
屏東縣萬巒鄉立幼兒園中興分班,萬巒鄉,公立,12,35200,0,2933,0
屏東縣萬巒鄉立幼兒園五溝分班,萬巒鄉,公立,12,35200,0,2933,0
屏東縣萬巒鄉立幼兒園佳和分班,萬巒鄉,公立,12,35200,0,2933,0
屏東縣萬巒鄉立幼兒園成德分班,萬巒鄉,公立,12,35200,0,2933,0
屏東縣萬巒鄉立幼兒園泗溝分班,萬巒鄉,公立,12,35200,0,2933,0
屏東縣萬巒鄉赤山國民小學附設幼兒園,萬巒鄉,公立,8,29520,0,3690,0
屏東縣車城鄉立幼兒園,車城鄉,公立,10,32200,0,3220,0
屏東縣車城鄉車城國民小學附設幼兒園,車城鄉,公立,8,29690,0,3711,0
屏東縣里港鄉土庫國民小學附設幼兒園,里港鄉,公立,8,32052,0,4007,0
屏東縣里港鄉立幼兒園,里港鄉,公立,8,24990,0,3124,0
屏東縣里港鄉里港國民小學附設幼兒園,里港鄉,公立,8,30600,0,3825,0
屏東縣長治鄉德協國民小學附設幼兒園,長治鄉,公立,8,33396,200,4175,25
屏東縣長治鄉繁華國民小學附設幼兒園,長治鄉,公立,8,34042,0,4255,0
屏東縣長興非營利幼兒園(委託財團法人大仁科技大學設立之大仁科技大學辦理),長治鄉,非營利,12,114048,0,9504,0
屏東縣霧臺鄉霧臺國民小學附設幼兒園,霧臺鄉,公立,8,19850,0,2481,0
屏東縣霧臺鄉霧臺國民小學附設幼兒園霧臺分班,霧臺鄉,公立,8,19850,0,2481,0
屏東縣高樹鄉泰山國民小學附設幼兒園,高樹鄉,公立,8,32400,0,4050,0
屏東縣高樹鄉田子國民小學附設幼兒園,高樹鄉,公立,8,30400,0,3800,0
屏東縣高樹鄉立幼兒園,高樹鄉,公立,8,27000,0,3375,0
屏東縣高樹鄉舊寮國民小學附設幼兒園,高樹鄉,公立,8,32800,200,4100,25
屏東縣高樹鄉高樹國民小學附設幼兒園,高樹鄉,公立,8,32060,200,4008,25
屏東縣鶴聲非營利幼兒園(委託社團法人台灣公共托育協會辦理),屏東市,非營利,12,96888,0,8074,0
屏東縣鹽埔鄉彭厝國民小學附設幼兒園,鹽埔鄉,公立,8,31400,200,3925,25
屏東縣鹽埔鄉振興國民小學附設幼兒園,鹽埔鄉,公立,8,32520,0,4065,0
屏東縣鹽埔鄉新圍國民小學附設幼兒園,鹽埔鄉,公立,8,32900,0,4113,0
屏東縣鹽埔鄉立幼兒園,鹽埔鄉,公立,8,30150,0,3769,0
屏東縣麟洛鄉麟洛國民小學附設幼兒園,麟洛鄉,公立,8,30990,0,3874,0
屏榮學校財團法人屏東縣屏榮高級中學附設私立屏榮幼兒園,屏東市,準公共化,12,114000,9000,9500,750
潮州鎮農會附設屏東縣私立潮農幼兒園,潮州鎮,準公共化,12,70840,9000,5903,750
私立美和學校財團法人美和科技大學附設屏東縣美和幼兒園,內埔鄉,私立,12,77000,0,6417,0
財團法人天主教會高雄教區附設屏東縣私立海星幼兒園,潮州鎮,私立,12,89120,0,7427,0
財團法人天主教會高雄教區附設屏東縣私立玫瑰幼兒園,萬丹鄉,準公共化,12,77936,9000,6495,750
財團法人天主教會高雄教區附設屏東縣私立聖家幼兒園,東港鎮,私立,12,69200,0,5767,0
財團法人天主教玫瑰道明傳教修女會附設屏東縣私立道明幼兒園,屏東市,準公共化,12,92568,9000,7714,750
財團法人屏東縣私立屏東友緣幼兒園,屏東市,準公共化,12,114000,9000,9500,750
財團法人福智文教基金會附設屏東縣私立妙慧幼兒園,屏東市,準公共化,12,87488,0,7291,0
財團法人福智文教基金會附設屏東縣私立瑞光非營利幼兒園(屏東縣政府委託辦理),屏東市,非營利,12,92388,0,7699,0
里港基督長老教會附設屏東縣私立聖愛幼兒園,里港鄉,私立,12,71800,0,5983,0
