reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教幼字第1100188683號,府教學字第1060194721號,2017/08/01,南投縣南投市新豐國民小學附設幼兒園,范慶鐘,南投縣,南投市,公立,[540]彰南路3段221號,1樓,418.5平方公尺,256.5平方公尺,162平方公尺,(049)2251804#513,https://sites.google.com/view/sfes2021/%E9%A6%96%E9%A0%81,30,,無,,無,無,yes
府教幼字第1120002922號,府教幼字第1070219971號,2018/09/27,南投縣南投市僑建國民小學附設幼兒園,蔡國宏,南投縣,南投市,公立,[540]彰南路3段847號,2樓,564.44平方公尺,384.44平方公尺,180平方公尺,(049)2253245#301,,60,,無,,無,無,yes
府教幼字第1110214781號,府教幼字第1080212350號,2019/08/01,南投縣南投市漳興國民小學附設幼兒園,江坤鋕,南投縣,南投市,公立,[540]復興路669號,,,,,(049)2224013#800,https://chps.ntct.edu.tw/p/404-1166-280700.php,46,,無,,無,無,yes
府教幼字第1110209014號,府教幼字第1100206431號,2021/08/01,南投縣南投市文山國民小學附設幼兒園,姚美宜,南投縣,南投市,公立,[540]八卦路349號,1樓,242.012平方公尺,152.012平方公尺,90平方公尺,(049)2291394,,30,,無,,無,無,yes
府教學字第1010051889號,府教學字第09101159850號,2002/07/08,南投縣私立翊新華盛頓幼兒園,莊淑敏,南投縣,南投市,私立,[540]文化路849號,1樓,972平方公尺,156平方公尺,816平方公尺,(049)2247968,Washington.woby.com.tw,90,"		",110-112,,無,無,yes
府教學字第1010111820號,82投府教學字第120682號,1993/08/23,南投縣私立群英幼兒園,張儀旭,南投縣,南投市,私立,[540]袓祠路242巷38號,1,553平方公尺,280平方公尺,273平方公尺,(049)2239697,,60,,110-112,,無,無,yes
府教幼字第1120081610號,府教學字第09401462880號,2005/07/22,南投縣私立貝斯特幼兒園,施銘芳,南投縣,南投市,私立,[540]南崗一路147號,1F,"4,560平方公尺","1,290平方公尺","3,270平方公尺",(049)2200088,http://bestnt.topschool.com.tw/,390,"		",110-112,,無,無,yes
府教幼字第1080217814號,府教學字第09800893120號,2009/04/20,南投縣私立仁義幼兒園,洪振洲,南投縣,南投市,私立,[540]文化路618號,1樓、2樓,"1,322.32平方公尺",691.88平方公尺,630.44平方公尺,(049)2233477,,177,"		",無,,無,無,yes
府教幼字第1080081151號,府教學字第90074505號,2001/05/08,南投縣私立基督教大衛王幼兒園,李秀年,南投縣,南投市,私立,[540]玉井街110號,1樓、2樓,604平方公尺,378平方公尺,226平方公尺,(049)2232231,http://kingdavidlove.blogspot.tw/,76,,110-112,,無,無,yes
府教學字第1010082491號,投府教學字第90172285號,2001/11/02,南投縣私立益國幼兒園,周靜宇,南投縣,南投市,私立,[540]祖祠路350號,1樓,"2,672平方公尺",401平方公尺,"2,271平方公尺",(049)2235278,,150,"		",110-112,,無,無,yes
府教幼字第1100069347號,府教學字第09100796620號,2002/01/10,南投縣私立多倫多幼兒園,陳逸釧,南投縣,南投市,私立,[540]南陽路522號,1樓,"1,100.91平方公尺",514.83平方公尺,586.08平方公尺,(049)2231533,toronto.myweb.hinet.net,135,"		",無,,無,無,yes
府教幼字第1120215480號,府教學字第09601863850號,2007/10/01,南投縣私立獅子王幼兒園,王瑀綸,南投縣,南投市,私立,[540]復興路636號,1,"1,915.27平方公尺","1,302平方公尺",613.27平方公尺,(049)2245681,,180,,110-112,,有，人數：20,無,yes
府教幼字第1120131711號,投府社福字第81714號,1991/08/15,財團法人中華基督教中興新村浸信會附設南投縣私立信望愛幼兒園,,南投縣,南投市,私立,[540]中正路220及220-2號,1樓、2樓、3樓,"1,688平方公尺",818平方公尺,870平方公尺,(049)2316212,http://2316212.topschool.tw,225,,110-112,,無,無,yes
府教幼字第1090220037號,投府社福字第103920號,1985/10/08,南投縣私立愛心幼兒園,簡千翔,南投縣,南投市,私立,[540]光興街67號,1樓、2樓、3樓,"2,310平方公尺",676平方公尺,"1,634平方公尺",(049)2325973,,145,"		",110-112,,無,無,yes
府教學字第1010111820號,投府社福字第100259號,1990/09/03,南投縣私立清華幼兒園,鄒金潭,南投縣,南投市,私立,[540]彰南路二段754巷51號,1,"2,097平方公尺",132平方公尺,"1,965平方公尺",(049)2257779,,30,,110-112,,無,無,yes
府教幼字第1080266152號,府社福字第141996號,1998/10/01,南投縣私立學揚幼兒園,陳美純,南投縣,南投市,私立,[540]中興路245之1號,1樓,"1,453.57平方公尺",726.75平方公尺,726.82平方公尺,(049)2201698,,167,"		",110-112,,無,無,yes
府教幼字第1090202666號,社福字第40110號,1987/04/08,有限責任南投縣南崗勞工消費合作社附設南投縣私立南崗幼兒園,陳加電,南投縣,南投市,私立,[540]自立一路一號,1樓至4樓,"3,886平方公尺","1,640平方公尺","2,246平方公尺",(049)2250257,https://www.facebook.com/nangunpreschool,390,,110-112,,無,無,yes
府教幼字第1130024286號,府教學字第09101703430號,2002/09/30,南投縣私立格林幼兒園,陳眉秀,南投縣,南投市,私立,[540]菓稟路72號,2樓,"1,192.78平方公尺",477.39平方公尺,715.39平方公尺,(049)2203966,http://www.greenkids.com.tw/,170,"		",110-112,,有，人數：26,有,yes
府教幼字第1080072227號,投府教國字第64818號,1958/01/04,財團法人南投基督長老教會附設南投縣私立長愛幼兒園,,南投縣,南投市,私立,[540]府南路二街2號,1樓、2樓、3樓,"1,514.99平方公尺",711.68平方公尺,803.31平方公尺,(049)2220025,,180,,110-112,,無,無,yes
府教學字第1010165345號,投府社福字第55427號,1984/06/12,財團法人天主教會台中教區附設南投縣私立聖愛幼兒園,,南投縣,南投市,私立,[540]文昌街27號,1樓、2樓、3樓,"1,312平方公尺",148平方公尺,"1,164平方公尺",(049)2229844,,200,,110-112,,無,無,yes
府教幼字第1080033442號,投府社福字第74054號,1981/08/20,國家發展委員會附設南投縣私立中興幼兒園,吳文貴,南投縣,南投市,私立,[540]光華四路一街21號,1樓、2樓,"3,600平方公尺","1,300平方公尺","2,300平方公尺",(049)2332563,,190,,110-112,,無,無,yes
府教幼字第1090191149號,投府社福字第150882號,1994/10/26,南投縣私立愛因斯坦幼兒園,趙杏興,南投縣,南投市,私立,[540]彰南路一段673號,1樓、2樓,"3,465平方公尺",674.6平方公尺,990平方公尺,(049)2222360,,200,"		",110-112,,有，人數：18,有,yes
府教幼字第1080289116號,府教學字第0900991810號,2005/12/28,南投縣私立培優幼兒園,許育綺,南投縣,南投市,私立,[540]營北路51號,1樓,"1,620平方公尺",521平方公尺,"1,099平方公尺",(049)2371448,,158,"		",110-112,,無,無,yes
府教幼字第1090450365號,府教學字第1040224148號,2015/11/05,南投縣私立新南投弘明幼兒園,雷雲霞,南投縣,南投市,私立,[540]嘉和一路120號,1樓,600.33平方公尺,154.6平方公尺,445.73平方公尺,(049)2230732,,60,,無,,無,無,yes
府教幼字第1100168438號,府教幼字第1100168438號,2021/07/21,南投縣私立華陽幼兒園,黃益仁,南投縣,南投市,私立,[540]華陽路658號,1樓,701.87平方公尺,341.87平方公尺,360平方公尺,(049)2252916,,120,,110-112,,無,無,yes
府教幼字第1110180448號,府教幼字第1110180448號,2022/07/27,國防部全動署後備指揮部明德營區職場互助教保服務中心(委託社團法人臺灣兒童發展早期療育協會辦理),張乃文,南投縣,南投市,私立,[540]民族路512號,1樓,"1,633平方公尺",175.12平方公尺,137.95平方公尺,(090)7252928,https://www.facebook.com/%E5%9C%8B%E9%98%B2%E9%83%A8%E5%85%A8%E5%8B%95%E7%BD%B2%E5%BE%8C%E5%82%99%E6,40,,無,,無,無,no
府教幼字第1110191282號,府教幼字第1110191282號,2022/08/10,臺灣南投地方檢察署職場互助教保服務中心(委託社團法人中華宏觀專業幼童教保福利學會辦理),蕭芳華,南投縣,南投市,私立,[540]三和一路8號2樓,2樓,328.1平方公尺,174.4平方公尺,,(049)2221082,評鑑情形：,40,,無,,無,無,no
府教幼字第1100254095號,府教幼字第1070023119號,2018/01/19,南投縣德興非營利幼兒園(委託財團法人三之三生命教育基金會辦理),吳文宗,南投縣,南投市,非營利,[540]中興路200號,1樓,611.4686平方公尺,285.4746平方公尺,325.994平方公尺,(049)2392718,評鑑情形：,106,,無,,無,無,no
府教幼字第1090175771號,府教幼字第1090175771號,2020/07/24,南投縣營盤非營利幼兒園(委託財團法人三之三生命教育基金會辦理),吳文宗,南投縣,南投市,非營利,[540]營盤路136號,1樓,794.73平方公尺,470.34平方公尺,324.39平方公尺,(049)2312899,評鑑情形：,106,,無,,無,無,no
投字第1040195132號,投府教學字第90190648號,2001/11/28,南投縣中寮鄉爽文國民小學附設幼兒園,林順智,南投縣,中寮鄉,公立,[541]龍南路159號,1樓,383平方公尺,134平方公尺,222平方公尺,(049)2602102,http://163.22.130.130,30,,無,,無,無,yes
府教幼字第1120186971號,府教學字第09200854680號,2003/05/08,南投縣中寮鄉永樂國民小學附設幼兒園,吳國松,南投縣,中寮鄉,公立,[541]永樂路88號,1樓,750平方公尺,169平方公尺,300平方公尺,(049)2694084,,30,,無,,無,無,yes
府教幼字第1110218187號,府教學字第09800612330號,1972/09/16,南投縣中寮鄉中寮國民小學附設幼兒園,邱麗芬,南投縣,中寮鄉,公立,[541]永平路316號,1樓,900平方公尺,600平方公尺,300平方公尺,(049)2691322#202,,76,,無,,無,無,yes
府教學字第1060016255號,府教學字第10001235290號,2011/06/17,南投縣中寮鄉清水國民小學附設幼兒園,田志順,南投縣,中寮鄉,公立,[541]瀧林巷3號,1樓,359平方公尺,149平方公尺,210平方公尺,(049)2601079,http://tw.school.urlifelinks.com/?id=es00001647,30,,無,,無,無,yes
府教幼字第1120192296號,投府教學字第90190648號,2001/11/28,南投縣中寮鄉永康國民小學附設幼兒園,王勝輝,南投縣,中寮鄉,公立,[541]仙峰巷44號,1樓、2樓,488.5平方公尺,270平方公尺,218.5平方公尺,(049)2691455#19,南投縣中寮鄉永福村仙峰巷44號,60,,無,,無,無,yes
府教幼字第1080227104號,府教學字第09800612330號,1959/09/01,南投縣草屯鎮炎峰國民小學附設幼兒園,陳恒聰,南投縣,草屯鎮,公立,[542]中興路101號,,,,,(049)2314395,,90,,無,,無,無,yes
府教幼字第1120201837號,投府教學字第29736號,1988/03/25,南投縣草屯鎮僑光國民小學附設幼兒園,陳明正,南投縣,草屯鎮,公立,[542]稻香路20-2號,1樓,860平方公尺,347平方公尺,513平方公尺,(049)2333684#201,,76,,無,,無,無,yes
府教幼字第1120199761號,府教學字第09800612330號,1977/10/08,南投縣草屯鎮中原國民小學附設幼兒園,陳俊言,南投縣,草屯鎮,公立,[542]坪腳巷20號,1樓,647.67平方公尺,483.67平方公尺,164平方公尺,(049)2554631#201,,46,,無,,無,無,yes
府教幼字第1110216297號,府教學字第09800612330號,1973/08/01,南投縣草屯鎮新庄國民小學附設幼兒園,姚仁傑,南投縣,草屯鎮,公立,[542]新庄三路32號,1樓、2樓,535.39平方公尺,535.39平方公尺,,(049)2333104#71,http://ms1.xzps.ntct.edu.tw/,76,,無,,無,無,yes
投府教字第1040188844號,府教學字第10001256530號,2011/06/21,南投縣草屯鎮雙冬國民小學附設幼兒園,蘇裕祿,南投縣,草屯鎮,公立,[542]中正路34號,1樓,389平方公尺,189平方公尺,200平方公尺,(049)2571362#116,https://stps.ntct.edu.tw/,30,,無,,無,無,yes
府教幼字第1130063071號,府教學字第09800612330號,1983/03/14,南投縣草屯鎮草屯國民小學附設幼兒園,陳照明,南投縣,草屯鎮,公立,[542]玉屏路210號,1樓,974平方公尺,442平方公尺,532平方公尺,(049)2362007#191,,76,,無,,無,無,yes
府教幼字第1120204118號,府教學字第09501587860號,2006/08/21,南投縣草屯鎮虎山國民小學附設幼兒園,葉兆祺,南投縣,草屯鎮,公立,[542]新生路76號,1樓,928平方公尺,131平方公尺,500平方公尺,(049)2337997#13,http://163.22.121.129/index.html,60,,無,,無,無,yes
府教幼字第1120201027號,府教學字第09800612330號,1979/01/09,南投縣草屯鎮碧峰國民小學附設幼兒園,温富榮,南投縣,草屯鎮,公立,[542]立人路439號,1樓,554平方公尺,180平方公尺,374平方公尺,(049)2326656,http://www.pfps.ntct.edu.tw,45,,無,,無,無,yes
府教幼字第1110216293號,投府教國字第66243號,1981/07/29,南投縣草屯鎮敦和國民小學附設幼兒園,賴信佑,南投縣,草屯鎮,公立,[542]敦和路72-6號,1樓,439.83平方公尺,264.83平方公尺,175平方公尺,(049)2365074#212,,76,,無,,無,無,yes
府教幼字第1110188538號,府教學字第100335058號,2005/07/01,南投縣草屯鎮立幼兒園,簡景賢,南投縣,草屯鎮,公立,[542]復興路475號,1樓、2樓、3樓,"2,838.8平方公尺","1,989.95平方公尺",848.85平方公尺,(049)2322663#10,,450,"		",無,,無,無,yes
府教幼字第1120193787號,府教學字第1040174629號,2015/09/24,南投縣草屯鎮北投國民小學附設幼兒園,陳文燦,南投縣,草屯鎮,公立,[542]文教巷43號,1樓,553.7平方公尺,373.7平方公尺,180平方公尺,(049)2313376,,60,,無,,無,無,yes
府教幼字第1070169988號,府教學字第09400837780號,2005/04/27,南投縣私立卡帕及幼幼兒園,黃立偉,南投縣,草屯鎮,私立,[542]碧山路723-35號,1樓、2樓,"3,600平方公尺","1,491平方公尺","1,800平方公尺",(049)2380488,https://www.facebook.com/%E5%8D%97%E6%8A%95%E7%B8%A3%E7%A7%81%E7%AB%8B%E5%8D%A1%E5%B8%95%E5%8F%8A%E5,150,"		",無,,無,無,yes
府教幼字第1090081596號,投府社福字第89203576號,2000/12/02,南投縣私立欣慧幼兒園,林佳慧,南投縣,草屯鎮,私立,[542]防汎路18-8號,1樓、2樓,"1,431.02平方公尺",870.84平方公尺,560.18平方公尺,(049)2304384,,146,"		",110-112,,有，人數：26,無,yes
府教幼字第1090170781號,投府教學字第89079596號,2000/05/24,南投縣私立黃柱陳樣幼兒園,黃文毅,南投縣,草屯鎮,私立,[542]碧山路445號及445之1號,1樓、2樓、3樓,"3,541平方公尺",882平方公尺,"2,659平方公尺",(049)2354733,,240,"		",無,,有，人數：40,無,yes
府教幼字第1100274288號,府教學字第112453號,1987/11/18,南投縣私立真善美幼兒園,黃金發,南投縣,草屯鎮,私立,[542]碧山路618號,1樓、2樓、3樓,"2,961.65平方公尺",794.3平方公尺,"2,167.35平方公尺",(049)2333446,http://www.csmas.com.tw,265,"		",無,,有，人數：30,無,yes
府教學字第1060159764號,投府教學字第90099184號,2001/06/18,南投縣私立耕讀園幼兒園,簡智專,南投縣,草屯鎮,私立,[542]虎山路648巷14弄9號,1樓,"1,000平方公尺",143平方公尺,857平方公尺,(049)2301970,,25,,110-112,,無,無,yes
府教學字第1010082637號,投府社福字第79444號,1990/05/01,南投縣私立小博士幼兒園,姚燕燕,南投縣,草屯鎮,私立,[542]中正路255-1號,1,"1,885平方公尺",318平方公尺,"1,567平方公尺",(049)2550357,,110,"		",110-112,,無,無,yes
府教學字第1010097599號,投府社福字第81092號,1997/05/14,南投縣私立向日葵幼兒園,陳勉福,南投縣,草屯鎮,私立,[542]富昌路132號,2,"2,710平方公尺","1,686平方公尺","1,024平方公尺",(049)2550737,www.sunflowers.com.tw,226,,無,,無,無,yes
府教幼字第1080299014號,府教學字第09702315980號,2008/12/04,南投縣私立大蘋果幼兒園,陳湘玲,南投縣,草屯鎮,私立,[542]碧山路1145-1號,1,900.8平方公尺,437.7平方公尺,463.1平方公尺,(049)2323161,http://bigapple.topschool.com.tw/,97,,110-112,,無,無,yes
府教幼字第1070034314號,府教學字第90106664號,2001/07/13,南投縣私立優蓓仕幼兒園,王婉媚,南投縣,草屯鎮,私立,[542]大成街71號,1樓、2樓、3樓,"2,770平方公尺",943平方公尺,"1,827平方公尺",(049)2304180,http://www.youbest.com.tw,259,,110-112,,有，人數：15,無,yes
府教學字第1010092931號,投府社福字第89113798號,2000/07/29,南投縣私立育仁幼兒園,廖俊岳,南投縣,草屯鎮,私立,[542]富林路三段119號,1樓,"1,796平方公尺",277平方公尺,713平方公尺,(049)2350365,,100,"		",110-112,,無,無,yes
府教學字第1010092947號,投府社福字第101647號,1994/07/04,南投縣私立辰星幼兒園,張儀旭,南投縣,草屯鎮,私立,[542]正興街168號,1樓,720平方公尺,300平方公尺,420平方公尺,(049)2337409,,80,,110-112,,無,無,yes
府教學字第1030090982號,府教學字第09401560260號,2005/08/04,南投縣私立蜜雪兒幼兒園,郭玉雲,南投縣,草屯鎮,私立,[542]日新街306號,1樓、1樓,"2,700平方公尺",500平方公尺,"2,200平方公尺",(049)2357988,,150,"		",110-112,,無,無,yes
府教學字第1020180985號,投府社福字第160096號,1996/11/07,南投縣私立小天使幼兒園,簡連財,南投縣,草屯鎮,私立,[542]富昌路103、105號,1樓、2樓,"1,002平方公尺",840平方公尺,162平方公尺,(049)2553712,,112,"		",110-112,,無,無,yes
府教學字第1010111654號,府教學字第09500586270號,2006/03/20,南投縣私立弘明幼兒園,羅光欣,南投縣,草屯鎮,私立,[542]碧峰路438巷161號,1樓、2樓、3樓,"1,103平方公尺",526平方公尺,331平方公尺,(049)2365780,http://kid.holdmean.org.tw/,120,"		",無,,無,無,yes
府教學字第1060192256號,府教學字第90161734號,2001/10/09,南投縣私立衛斯理幼兒園,廖同榮,南投縣,草屯鎮,私立,[542]碧山路723-29號,3樓,"1,266平方公尺",499平方公尺,767平方公尺,(049)2302255,http://www.wesley.com.tw/,270,"		",110-112,,有，人數：80,無,yes
府教學字第1010183806號,府教學字第09901071870號,2010/05/20,南投縣私立約克幼兒園,江志誠,南投縣,草屯鎮,私立,[542]博愛路8號,1樓至2樓,745平方公尺,243平方公尺,502平方公尺,(049)2561589,http://www.blog.yam.com/york2010,30,,110-112,,無,無,yes
府教學字第1010119376號,投府社福字第141059號,1991/12/05,南投縣私立育德幼兒園,林宜正,南投縣,草屯鎮,私立,[542]碧山路1108號,1樓、2樓,"2,687平方公尺","1,455平方公尺",660平方公尺,(049)2330226,,132,"		",110-112,,無,無,yes
府教幼字第1100040281號,府教學字第09201993270號,2003/10/31,南投縣私立格瑞特幼兒園,洪世忠,南投縣,草屯鎮,私立,[542]登輝路336號,2,"2,646平方公尺",918平方公尺,"1,728平方公尺",(049)2562006,,130,"		",110-112,,無,無,yes
府教幼字第1070207879號,投府社福字第89060957號,2000/04/25,南投縣私立光隆幼兒園,陳坤助,南投縣,草屯鎮,私立,[542]稻香路18-49號,1樓、1,"1,600平方公尺",480平方公尺,"1,120平方公尺",(049)2380868,,140,"		",110-112,,無,無,yes
府教學字第1020006898號,投府社福字第31804號,1997/03/11,南投縣私立蒲公英幼兒園,謝秀喜,南投縣,草屯鎮,私立,[542]碧山南路171巷12弄32號,2樓,799平方公尺,417平方公尺,382平方公尺,(049)2307380,https://zh-tw.facebook.com/%E5%8D%97%E6%8A%95%E7%B8%A3%E7%A7%81%E7%AB%8B%E8%92%B2%E5%85%AC%E8%8B%B1%,80,,無,,無,無,yes
府教幼字第1090187752號,府教學字第09701359070號,2008/07/15,南投縣私立柏克萊幼兒園,蘇雪麗,南投縣,草屯鎮,私立,[542]富林路一段579號,1樓至2樓,"1,544平方公尺",646平方公尺,898平方公尺,(049)2339338,http://www.facebook.com/berkeley579,60,,110-112,,無,有,yes
府教幼字第1080099305號,府教幼字第1080099305號,2019/04/29,南投縣私立優秀幼兒園,張俊仁,南投縣,草屯鎮,私立,[542]太平路1段317號,1樓,488.36平方公尺,107.94平方公尺,380.42平方公尺,(049)2312396,,45,,無,,無,無,yes
府教幼字第1110026339號,府教幼字第1080175964號,2019/07/31,南投縣富功非營利幼兒園(委託財團法人宏觀文教基金會辦理),李効武,南投縣,草屯鎮,非營利,[542]中正路567號,1樓,754.56平方公尺,432.61平方公尺,321.95平方公尺,(049)2560961,評鑑情形：,106,,無,,無,無,no
府教幼字第1120196020號,投府教學字第137806號,1986/01/04,南投縣國姓鄉北港國民小學附設幼兒園,陳學珠,南投縣,國姓鄉,公立,[544]國姓路63號,1樓,380平方公尺,210平方公尺,145平方公尺,(049)2461673,,60,,無,,無,無,yes
府教幼字第1110217163號,府教學字第09801748890號,2009/08/19,南投縣國姓鄉北山國民小學附設幼兒園,陳鍾仁,南投縣,國姓鄉,公立,[544]中正路4段119之1號,1樓,240平方公尺,120平方公尺,120平方公尺,(049)2451935#28,,60,,無,,無,無,yes
府教學字第1040167015號,投府教學字第29736號,1988/03/25,南投縣國姓鄉福龜國民小學附設幼兒園,賀宏偉,南投縣,國姓鄉,公立,[544]長壽巷83號,1樓,426平方公尺,181平方公尺,245平方公尺,(049)2724029,,30,,無,,無,無,yes
府教幼字第1100197682號,投府教學字第90190648號,2001/11/28,南投縣國姓鄉國姓國民小學附設幼兒園,林思遠,南投縣,國姓鄉,公立,[544]國姓路311號,1樓、2樓,688.95平方公尺,418.95平方公尺,270平方公尺,(049)2721018#29,http://www.facebook.com/GuoXingGuoXiaoFuYou,90,,無,,無,無,yes
府教幼字第1070212768號,府教學字第09701446950號,2008/07/30,南投縣國姓鄉長流國民小學附設幼兒園,呂秋明,南投縣,國姓鄉,公立,[544]大長路559號,1樓,468平方公尺,208平方公尺,260平方公尺,(049)2431006#35,http://163.22.122.2,30,,無,,無,無,yes
府教幼字第1120196032號,府教學字第1010125745號,2012/06/21,南投縣國姓鄉南港國民小學附設幼兒園,鄭福仁,南投縣,國姓鄉,公立,[544]南港路112-8號,1樓,163平方公尺,75平方公尺,88平方公尺,(049)2452998,,15,,無,,無,無,yes
府教學字第1010062697號,府教學字第09101159860號,2002/07/03,南投縣私立明德幼兒園,謝建成,南投縣,國姓鄉,私立,[544]成功街388號,1層樓,922平方公尺,422平方公尺,500平方公尺,(049)2724828,,98,"		",110-112,,無,無,yes
府教幼字第1070235097號,府教學字第09200854680號,2003/05/08,南投縣埔里鎮忠孝國民小學附設幼兒園,曾元信,南投縣,埔里鎮,公立,[545]守城路28號,2樓,771平方公尺,185平方公尺,586平方公尺,(049)2930582#207,http://ms1.csops.ntct.edu.tw,30,,無,,無,無,yes
府教幼字第1110193994號,府教學字第09800612330號,1977/10/03,南投縣埔里鎮水尾國民小學附設幼兒園,張志維,南投縣,埔里鎮,公立,[545]永豐路92號,1樓,151.07平方公尺,93.07平方公尺,58平方公尺,(049)2932506#167,http://www.sups.ntct.edu.tw,30,,無,,無,無,yes
府教幼字第1110213449號,府教學字第09800612330號,1980/02/01,南投縣埔里鎮愛蘭國民小學附設幼兒園,邱國峰,南投縣,埔里鎮,公立,[545]鐵山路7號,1樓,"1,828平方公尺",670平方公尺,"1,050平方公尺",(049)2912514,http://www.alps.ntct.edu.tw/,106,,無,,無,無,yes
府教幼字第1090218630號,府教學字第09800612330號,1986/08/01,南投縣埔里鎮溪南國民小學附設幼兒園,李淑瑜,南投縣,埔里鎮,公立,[545]珠生路68號,1樓,455平方公尺,173平方公尺,282平方公尺,(049)2904517#110,https://snps.ntct.edu.tw/,30,,無,,無,無,yes
府教幼字第1120207184號,府教學字第09800612330號,1948/09/01,南投縣埔里鎮南光國民小學附設幼兒園,林取德,南投縣,埔里鎮,公立,[545]中正路251號,1樓、2樓、3樓,"1,428.55平方公尺",888.55平方公尺,540平方公尺,(049)2982025#800,http：//163.22.70.2,210,,無,,無,無,yes
府教幼字第1100192707號,府教學字第09800612330號,1980/07/07,南投縣埔里鎮育英國民小學附設幼兒園,林慧錚,南投縣,埔里鎮,公立,[545]育英街20號,1樓,"1,589.06平方公尺",614.06平方公尺,975平方公尺,(049)2982144#25或27,http://www.yyes.ntct.edu.tw/,90,,無,,無,無,yes
府教幼字第1110190864號,府教學字第09800612330號,1971/09/23,南投縣埔里鎮史港國民小學附設幼兒園,陳貴珍,南投縣,埔里鎮,公立,[545]獅子路9號,1樓,477平方公尺,192平方公尺,255平方公尺,(049)2931521#71,https://skps.ntct.edu.tw/app/home.php,30,,無,,無,無,yes
府教幼字第1100197281號,府教學字第09901554590號,2010/07/27,南投縣埔里鎮太平國民小學附設幼兒園,尤長盈,南投縣,埔里鎮,公立,[545]西安路三段167巷35號,1樓,360.846平方公尺,161.846平方公尺,199平方公尺,(049)2931385#36,,60,,無,,無,無,yes
府教幼字第1110237157號,府教學字第09800612330號,1958/08/29,南投縣埔里鎮埔里國民小學附設幼兒園,鐘森雄,南投縣,埔里鎮,公立,[545]西康路127號,,,,,(049)2982034#075,http://www.ples.ntct.edu.tw/,106,,無,,無,無,yes
府教幼字第1080112871號,府教學字第10000300440號,1970/01/01,南投縣埔里鎮立幼兒園,廖志城,南投縣,埔里鎮,公立,[545]大城路10-1號,1-4,"3,207.65平方公尺","1,906.65平方公尺","1,300平方公尺",(049)2995375#116,,510,,無,,有，人數：150,無,yes
