reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教幼字第1060401638號,府社幼字第0940146858號,2005/07/29,彰化縣私立來來幼兒園,張美慧,彰化縣,芬園鄉,私立,[502]美華路66號,一樓至二樓,"1,998.59平方公尺",307.68平方公尺,"1,060.32平方公尺",(049)2520077,,150,"		",無,,有，人數：25,有,yes
府教幼字第1100297259號,府教幼字第1010220895號,2012/08/01,彰化縣花壇鄉華南國民小學附設幼兒園,吳聖威,彰化縣,花壇鄉,公立,[503]中橋街226號,1樓,350.75平方公尺,159.75平方公尺,95.85平方公尺,(04)7863225#105,,30,,無,,無,無,yes
府教幼字第1080041853號,府社幼字第1000391311號,1994/10/01,彰化縣花壇鄉立幼兒園,顧勝敏,彰化縣,花壇鄉,公立,[503]平和街76號,1樓、2樓,726.61平方公尺,216.15平方公尺,406.33平方公尺,(04)7865921#131,,60,,無,,無,無,yes
府教幼字第1090200499號,花鄉人字第10876號,1994/10/01,彰化縣花壇鄉立幼兒園文祥分班,,彰化縣,花壇鄉,公立,[503]明雅街131號,1樓,601.73平方公尺,255平方公尺,346.73平方公尺,(04)7870403,彰化縣花壇鄉金墩村金墩街101號,60,,無,,無,無,yes
府教幼字第1080041853D號,花鄉人字第10876號,1994/10/01,彰化縣花壇鄉立幼兒園白沙分班,,彰化縣,花壇鄉,公立,[503]溪北街187號,1樓,332.67平方公尺,254.05平方公尺,,(04)7882802,,60,,無,,無,無,yes
府教幼字第1080041853B號,花鄉人字第10876號,1994/10/01,彰化縣花壇鄉立幼兒園橋頭分班,,彰化縣,花壇鄉,公立,[503]花橋街117之1號,1樓,378.36平方公尺,204.39平方公尺,105平方公尺,(04)7869640,,60,,無,,無,無,yes
府教幼字第1080041853C號,府社幼字第1000391315號,1994/10/01,彰化縣花壇鄉立幼兒園長春分班,,彰化縣,花壇鄉,公立,[503]彰員路一段172巷45號,1,921.48平方公尺,218.77平方公尺,627.97平方公尺,(04)7865921#131,,60,,無,,無,無,yes
府教幼字第1010089140號,九0彰府教特字第206372號,2001/11/22,彰化縣私立長頸鹿幼兒園,李志恆,彰化縣,花壇鄉,私立,[503]成功街185號,1樓至2樓,"1,245.78平方公尺",877.26平方公尺,368.52平方公尺,(04)7875820,,85,"		",無,,無,有,yes
府教幼字第1070361894號,府教幼字第1070361894號,2018/10/15,彰化縣私立長頸鹿幼兒園成功分班,,彰化縣,花壇鄉,私立,[503]成功街198號,1樓,378.22平方公尺,237.92平方公尺,140.3平方公尺,(04)7875820,,55,,無,,無,無,yes
府教幼字第1010103504號,彰府教學字第13643號,1985/07/04,彰化縣私立育仁幼兒園,吳彭秀霞,彰化縣,花壇鄉,私立,[503]金墩街211號,1,"2,062.83平方公尺",951.11平方公尺,"1,111.72平方公尺",(04)7866133,http://www.yu-ren.com.tw,150,"		",無,,無,有,yes
府教幼字第1010165924號,府教特字第0990221063號,2010/10/15,彰化縣私立萊恩幼兒園,潘鳳玉,彰化縣,花壇鄉,私立,[503]中正路105巷7號,一樓至二樓,640.95平方公尺,350.3平方公尺,290.65平方公尺,(04)7869777,,70,"		",110-112,,無,無,yes
府教幼字第1070081854號,彰府社福字第210702號,1995/11/24,彰化縣私立貝威幼兒園,陳洵恒,彰化縣,花壇鄉,私立,[503]三芬路35號,1樓至3樓,897.14平方公尺,354.63平方公尺,218.72平方公尺,(04)7875348,y56102.monica@msa.hinet.net,130,"		",110-112,,有，人數：30,有,yes
府教幼字第1010265338號,府社幼字第0920140436號,2003/07/29,彰化縣私立育成幼兒園,劉英棟,彰化縣,花壇鄉,私立,[503]中正路66號,1樓,"2,039.25平方公尺",549平方公尺,"1,152平方公尺",(04)7872679,https://www.facebook.com/yuchen.miles.com.tw,175,"		",110-112,,無,無,yes
府教幼字第1070321080號,府社幼字第09100006760號,2002/01/03,彰化縣私立一家人完全幼兒園,李月鵑,彰化縣,花壇鄉,私立,[503]忠孝街7號,1樓,851.1平方公尺,221.3平方公尺,514.72平方公尺,(04)7866532,,100,,110-112,,無,有,yes
府教幼字第1010227593號,府社幼字第09100200950號,2002/01/30,彰化縣私立東亞園幼兒園,許書堂,彰化縣,花壇鄉,私立,[503]中山路二段238號,1樓,"1,273.24平方公尺",381.46平方公尺,874.79平方公尺,(04)7867811,,150,,110-112,,無,無,yes
府教幼字第1040171479號,府社幼字第09102168450號,2002/11/18,彰化縣私立美兒堡幼兒園,竇瑜芬,彰化縣,花壇鄉,私立,[503]花南路66號,1,"1,843.64平方公尺",450平方公尺,598.61平方公尺,(04)7867266,http：//meirbau.topschool.com.tw,220,"		",110-112,,有，人數：20,有,yes
府教幼字第1040456927號,府教幼字第1040445258號,2015/12/23,彰化縣私立哈羅蒙特梭利幼兒園,張鈺艷,彰化縣,花壇鄉,私立,[503]中山路一段321、325號,1樓、2樓,"1,678.53平方公尺",906.52平方公尺,772.01平方公尺,(04)7868888,http://www.harrow.com.tw/,166,"		",無,,無,有,yes
府教幼字第1080181756號,府教幼字第1080181756號,2019/05/29,彰化縣私立萊恩寶貝幼兒園,潘鳳玉,彰化縣,花壇鄉,私立,[503]學府路71號,1樓,466.29平方公尺,244.64平方公尺,221.65平方公尺,(04)7869369,,60,,110-112,,無,無,yes
府教幼字第1110433275號,府教幼字第1090159340號,2020/05/07,彰化縣私立稻盛幼兒園,李麗君,彰化縣,花壇鄉,私立,[503]中正路33號,1樓、2樓、3樓,"1,588.87平方公尺","1,052.87平方公尺",536平方公尺,(04)7872618,https://www.facebook.com/daosheng3335,174,,110-112,,無,無,yes
府教幼字第1100029087號,府教幼字第1090307166號,2020/08/26,彰化縣僑愛非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,陳麗秋,彰化縣,花壇鄉,非營利,[503]中山路二段471號,1樓、2樓、3樓,"1,541.252平方公尺","1,022.61平方公尺",518.642平方公尺,(04)7865148,https://www.facebook.com/q7865148/,90,,無,,無,無,no
府教幼字第1080035875號,府社幼字第1000411888號,1994/10/15,彰化縣秀水鄉立幼兒園,林英嘉,彰化縣,秀水鄉,公立,[504]復新街7號,1樓、2樓、3樓,"4,138.54平方公尺",696.38平方公尺,"2,698.12平方公尺",(04)7680325,,420,"		",無,,無,無,yes
府教幼字第1070193403號,府教特字第0960042772號,2007/04/03,彰化縣私立劍橋幼兒園,黃明昌,彰化縣,秀水鄉,私立,[504]寶溪巷28號,1樓至3樓,"3,781.13平方公尺","2,134.73平方公尺","1,646.4平方公尺",(04)7691234,,251,,無,,無,無,yes
府教幼字第1060046179號,府教特字第0920111942號,2003/07/04,彰化縣私立維多利亞幼兒園,林振仕,彰化縣,秀水鄉,私立,[504]長美巷115號,1樓,"1,744.23平方公尺","1,343.92平方公尺",400.31平方公尺,(04)7689966,www.victoria-kid.woby.com,246,"		",無,,無,有,yes
府教幼字第1110320057號,府社幼字第0930233481號,2004/12/03,彰化縣私立牛頓幼兒園,吳椒榕,彰化縣,秀水鄉,私立,[504]彰馬街145巷12號,1樓至2樓,788.6平方公尺,235.08平方公尺,392平方公尺,(04)7614061,http://kidsworld.woby.com.tw/,150,,110-112,,無,無,yes
府教幼字第1090072277號,七三彰府教學字第100109號,1984/05/17,彰化縣私立福安幼兒園,蘇玉緞,彰化縣,秀水鄉,私立,[504]通鹿巷188弄76號,1樓、2樓,990.78平方公尺,374.18平方公尺,616.6平方公尺,(04)7695713,,90,,110-112,,無,有,yes
府教幼字第1010170744號,九0彰府社幼字第118294號,2001/07/06,彰化縣私立哈佛幼兒園,梁豐鑫,彰化縣,秀水鄉,私立,[504]彰水路二段365號,1樓至3樓,539.22平方公尺,384.21平方公尺,93.26平方公尺,(04)7686699,,80,"		",110-112,,無,無,yes
府教幼字第1110031979號,府社幼字第0990157787號,2010/06/29,彰化縣私立愛兒幼兒園,劉惠眞,彰化縣,秀水鄉,私立,[504]枋林巷75之12號,1樓至3樓,265.05平方公尺,80.49平方公尺,107.8平方公尺,(04)7697098,,30,,無,,無,無,yes
府教幼字第1010170756號,八九彰府社幼字第152640號,2000/08/14,彰化縣私立英橋幼兒園,黃明昌,彰化縣,秀水鄉,私立,[504]中山路488號,1樓、1樓,"1,192.29平方公尺",240.1平方公尺,695.59平方公尺,(04)7685678,,140,"		",無,,有，人數：30,無,yes
府教幼字第1090033284號,府教幼字第1080408189號,2019/11/18,彰化縣私立和德幼兒園,黃耀傑,彰化縣,秀水鄉,私立,[504]蘇周巷211號,1樓、2樓,"1,277.9平方公尺",976.24平方公尺,301.66平方公尺,(04)7686708,,98,,無,,無,無,yes
府教幼字第1110375581號,府教幼字第1060229552號,2017/06/30,彰化縣育民非營利幼兒園（委託社團法人彰化縣友善教育公益協會辦理）,黃淑幸,彰化縣,秀水鄉,非營利,[504]民生街262號,1樓,647.5平方公尺,312.5平方公尺,335平方公尺,(04)7687759,https://www.facebook.com/ymes.kindergarten.tw/,90,,無,,無,無,no
