reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府授教幼字第1119550855號,府教幼字第1050127992號,2016/08/01,新竹縣竹北市竹仁國民小學附設幼兒園,葉若蘭,新竹縣,竹北市,公立,[302]仁和街1號,1樓、2樓,"1,198.6平方公尺",499.72平方公尺,698.88平方公尺,(03)5552472#808,https://class.tn.edu.tw/modules/tad_web/news.php?WebID=11954&NewsID=49666,60,,無,,無,無,yes
府授教幼字第1129551472號,府教幼字第1050127994號,2016/08/01,新竹縣竹北市麻園國民小學附設幼兒園,陳育姿,新竹縣,竹北市,公立,[302]長園一街236號,1樓,583.19平方公尺,169.61平方公尺,413.58平方公尺,(03)5563540,,30,,無,,無,無,yes
府教幼字第1060092330號,府教幼字第1050127996號,2016/08/01,新竹縣竹北市安興國民小學附設幼兒園,齊宗豫,新竹縣,竹北市,公立,[302]十興路一段435號,1樓、2樓,"1,197.2平方公尺",906.2平方公尺,291平方公尺,(03)6684105#709,http://tw.class.uschoolnet.com/class/?csid=css000000236289,120,,無,,無,無,yes
府授教幼字第1129551473號,府教幼字第1060092350號,2017/08/01,新竹縣竹北市東海國民小學附設幼兒園,余志鴻,新竹縣,竹北市,公立,[302]東興路一段839號,1樓,543.45平方公尺,243.45平方公尺,300平方公尺,(03)5502961#227,新竹縣竹北市東興路一段839號,60,,無,,無,無,yes
府授教幼字第1119550960號,府教幼字第1103717343號,2021/08/01,新竹縣竹北市新港國民小學附設幼兒園,陳靜宜,新竹縣,竹北市,公立,[302]長青路一段333巷135號,,,,,(03)5563275#51,,38,,無,,無,無,yes
府授教幼字第1119550938號,府授教幼字第1119550938號,2022/08/01,新竹縣竹北市豐田國民小學附設幼兒園,余媛宜,新竹縣,竹北市,公立,[302]中正西路1377號,,,,,(03)5563900,,38,,無,,無,無,yes
府授教幼字第1129551635號,府授教幼字第1129551635號,2023/08/01,新竹縣竹北市鳳岡國民小學附設幼兒園,吳柚,新竹縣,竹北市,公立,[302]鳳岡路三段200號,,,,,(03)5561928#105,https://www.facebook.com/profile.php?id=100092986887814,30,,無,,無,無,yes
府教幼字第1030007737號,八四府教國字第91848號,1995/07/12,新竹縣私立安安幼兒園,劉郁謙,新竹縣,竹北市,私立,[302]大同街26號,1-3樓,728.87平方公尺,402.83平方公尺,326.04平方公尺,(03)5527609,http://035527609.woby.com.tw,105,"		",無,,無,有,yes
府教幼字第1090030752號,八七府教國字第64423號,1998/06/16,新竹縣私立竹科蔓幼兒園,白宜榛,新竹縣,竹北市,私立,[302]惟馨街87號,1樓、2樓、3樓,"3,076.42平方公尺","2,421.34平方公尺",655.08平方公尺,(03)5512573,,250,,無,,無,有,yes
府教幼字第1020126885號,八六府教國字第110863號,1997/10/14,新竹縣私立天聲幼兒園,蔡昌榮,新竹縣,竹北市,私立,[302]建國街75號,1、2樓,"1,853.9平方公尺","1,365.69平方公尺",488.21平方公尺,(03)5533533,http://tensinkg.topschool.com.tw,180,"		",無,,無,有,yes
府授教幼字第1119550072號,府教特字第0990023998號,2010/03/29,新竹縣私立嘉德琳幼兒園,萬瑞琴,新竹縣,竹北市,私立,[302]自強六街23號,1樓、2樓、3樓、3,"1,118.16平方公尺",668.64平方公尺,374.83平方公尺,(03)6673261,http://cadalin.woby.com.tw/,135,"		",無,,無,有,yes
府教幼字第1010018103號,府教特字第0930013474號,2004/02/06,新竹縣私立薇格幼兒園,張發財,新竹縣,竹北市,私立,[302]成功三路31號,1-2樓,"1,820.1平方公尺",999.6平方公尺,499.8平方公尺,(03)5507966,http://weige-kindergarten1.woby.com.tw/,180,"		",無,,無,無,yes
府教幼字第1010018099號,八六府教國字第93439號,1997/09/01,新竹縣私立薇楓幼兒園,張發財,新竹縣,竹北市,私立,[302]縣政十街113號,1至2樓,"1,300.8平方公尺",975.6平方公尺,325.2平方公尺,(03)5530627,http://www.disney-kindergarten.com.tw,180,"		",無,,無,有,yes
府教幼字第1083711870號,八九府教特字第162800號,2000/10/31,新竹縣私立聖安朵幼兒園,呂彥苓,新竹縣,竹北市,私立,[302]光明八街60號1樓,1樓,831.2平方公尺,498.72平方公尺,332.48平方公尺,(03)5530100,,90,,無,,無,無,yes
府授教幼字第1129552664號,府教特字第0910057709號,2002/06/03,新竹縣私立郭淑惠幼兒園,郭淑惠,新竹縣,竹北市,私立,[302]四維街208號,,,,,(03)5513745,http://www.5513745.idv.tw,148,"		",110-112,,無,無,yes
府教幼字第1010018100號,八五府教國字第128988號,1996/10/22,新竹縣私立慈暉幼兒園,蔡錫輝,新竹縣,竹北市,私立,[302]中山路258號,一層,913.68平方公尺,356.13平方公尺,484.08平方公尺,(03)5556569,chihuei-preschool.webnode.tw/,90,,無,,無,無,yes
府教幼字第0940129285號,府教特字第0940129285號,2005/10/03,新竹縣私立千蕎幼兒園,魏英峻,新竹縣,竹北市,私立,[302]中華路405巷15號,1樓,"1,527.5平方公尺",916.5平方公尺,611平方公尺,(03)5553892,,162,"		",無,,無,有,yes
府教幼字第1093716202號,87府教國字第96762號,1998/08/25,新竹縣私立金格幼兒園,張玉年,新竹縣,竹北市,私立,[302]四維街177號,1樓、2樓、3樓,781.31平方公尺,292.31平方公尺,489平方公尺,(03)5528087,,90,,110-112,,無,無,yes
府教幼字第1093714601號,府教特字第0920060828號,2003/06/09,新竹縣私立美森堡幼兒園,曾家輝,新竹縣,竹北市,私立,[302]新興路10號,1樓,"1,906.82平方公尺",484.4平方公尺,961.08平方公尺,(03)5518403,,90,"		",110-112,,無,有,yes
府教幼字第1020126883號,府教國字第15986號,1982/11/26,財團法人台灣省天主教會新竹教區附設新竹縣私立德蘭幼兒園,,新竹縣,竹北市,私立,[302]福興東路一段392號,1至2樓,970平方公尺,501平方公尺,469平方公尺,(03)5502764,derl0823652@yahoo.com.tw,90,"		",無,,無,無,yes
府授教幼字第1129550002號,府教特字第0960112590號,2007/08/10,新竹縣私立康乃薾幼兒園,,新竹縣,竹北市,私立,[302]嘉勤南路158號,1樓、2樓、3樓,"5,334.95平方公尺","3,840.55平方公尺","1,494.4平方公尺",(03)5587752#218,http://www.korrnell.com.tw,452,"		",無,,無,有,yes
府授教幼字第1129550904號,府教國字第45042號,1984/06/30,新竹縣私立崇益幼兒園,吳鴻業,新竹縣,竹北市,私立,[302]蓮花路618號,1樓至2樓,"1,792平方公尺","1,281平方公尺",511平方公尺,(03)5561959,,90,,無,,無,無,yes
府教幼字第1090011613號,九十府教特字第32798號,2001/03/28,新竹縣私立奇果兒童森林幼兒園,張玉年,新竹縣,竹北市,私立,[302]縣政十街26巷25號,1-3F,626.12平方公尺,404.01平方公尺,203.09平方公尺,(03)5513130,http://kiwischool.woby.com.tw/,63,"		",無,,無,無,yes
府教幼字第1010018156號,府社婦幼字第100005991號,2011/01/04,新竹縣私立喬米幼兒園,林祺鈞,新竹縣,竹北市,私立,[302]福興東路2段32號1-2樓,1樓、2樓,761.67平方公尺,481.77平方公尺,82.82平方公尺,(03)6673290,http://cmkg.topschool.tw,90,,無,,無,無,yes
府教幼字第1020126886號,府婦幼字第0920090889號,2003/07/31,新竹縣私立童園幼兒園,胡清源,新竹縣,竹北市,私立,[302]文義街81號,1樓、2樓、1樓至2樓,911.4平方公尺,301.08平方公尺,255.24平方公尺,(03)6560913,,130,"		",無,,無,有,yes
府教幼字第1020092884號,府婦幼字第0940131136號,2005/10/05,新竹縣私立萊恩幼兒園,葉樹源,新竹縣,竹北市,私立,[302]莊敬三路130號,1樓、2樓,"2,007.99平方公尺",779平方公尺,245.66平方公尺,(03)6582345,http://lionkids.com.tw,230,"		",無,,無,無,yes
府教幼字第1010018154號,府社婦幼字第0990005700號,2010/02/03,新竹縣私立奇力果幼兒園,張玉年,新竹縣,竹北市,私立,[302]光明九路155巷3號1樓,1F,104.79平方公尺,40.44平方公尺,64.35平方公尺,(03)6561212,,26,,無,,無,無,yes
府教幼字第1020017125號,七八府社福字第O一二號,1989/10/24,新竹縣私立聖堡登幼兒園,詹洪材,新竹縣,竹北市,私立,[302]成功七街245號,1樓至2樓,931.19平方公尺,182平方公尺,200平方公尺,(03)5501589,035501589.woby.com.tw,60,,110-112,,無,有,yes
府教幼字第1083717170號,95府婦幼字第0950012116號,2006/06/09,新竹縣私立倢德幼兒園,李佳彥,新竹縣,竹北市,私立,[302]文興路一段65號1-3樓,1樓、2樓、3樓,712.8平方公尺,304.19平方公尺,,(03)5506555,,78,,110-112,,無,無,yes
府教幼字第1100065325號,府婦幼字第0950110228號,2006/08/10,新竹縣私立源興貝多芬幼兒園,謝月英,新竹縣,竹北市,私立,[302]東海2街100號,一層,"2,531.67平方公尺",752.26平方公尺,945.36平方公尺,(03)6672988,http://yuanshing.urb.com.tw,200,"		",110-112,,有，人數：70,有,yes
府教幼字第1093710385號,府婦幼字第0960037148號,2007/04/25,新竹縣私立薇芯幼兒園,張發財,新竹縣,竹北市,私立,[302]縣政六路28號,1-3,"1,450.31平方公尺","1,183.71平方公尺",189.12平方公尺,(03)6568658,http://disney-kindergarten4.woby.com.tw/,174,"		",無,,無,無,yes
府教幼字第1010018158號,府社婦幼字第0990064500號,2010/04/30,新竹縣私立薇妮幼兒園,張發財,新竹縣,竹北市,私立,[302]嘉豐六路一段53號1-3樓,3,"1,703.13平方公尺",636.97平方公尺,120.8平方公尺,(03)6586911,,210,"		",無,,無,有,yes
府教幼字第1070066332號,府社福字第149813號,1996/12/16,新竹縣私立祥安幼兒園,蘇峻白,新竹縣,竹北市,私立,[302]縣政一街66號,1樓至2樓,416.1平方公尺,193.2平方公尺,95.74平方公尺,(03)5553579,hsiang_an.woby.com.tw,107,,110-112,,有，人數：25,無,yes
府教幼字第1020126888號,府婦幼字第0950110288號,2006/08/11,新竹縣私立薇恩幼兒園,張發財,新竹縣,竹北市,私立,[302]六家一路2段35號,1樓、2樓,"2,362.29平方公尺",984.78平方公尺,"1,062.72平方公尺",(03)6583858,http://weige-kindergarten2.woby.com.tw/,300,"		",無,,無,無,yes
府教幼字第1020126884號,府婦幼字第0920092668號,2003/09/18,新竹縣私立天韻幼兒園,蕭德承,新竹縣,竹北市,私立,[302]文信路428號,一樓,"1,160.12平方公尺",569.72平方公尺,293.86平方公尺,(03)5550330,,150,"		",無,,有，人數：20,無,yes
府教幼字第1020126881號,府婦幼字第0970002989號,2008/06/23,新竹縣私立迎希幼兒園,彭士薰,新竹縣,竹北市,私立,[302]嘉興路84之3號1-3樓,1~3,491.03平方公尺,349.17平方公尺,49.45平方公尺,(03)6582333,,100,"		",無,,有，人數：10,有,yes
府教幼字第1010018162號,府婦幼字第0920090886號,2003/07/31,新竹縣私立台元科技幼兒園,陳育慧,新竹縣,竹北市,私立,[302]台元街30-2號1樓,1樓,525.93平方公尺,434.01平方公尺,,(03)6012865,,120,,110-112,,無,有,yes
府教幼字第1010018178號,府婦幼字第0940015880號,2005/02/05,新竹縣私立萬人幼兒園,劉玉蘋,新竹縣,竹北市,私立,[302]光明3路184號,,,,,(03)5542128,,92,,110-112,,有，人數：46,有,yes
府教幼字第1020126890號,府婦幼字第0930101398號,2004/11/03,新竹縣私立何嘉仁國際幼兒園,夏佩君,新竹縣,竹北市,私立,[302]光明一路336號,1-3樓,"1,420.66平方公尺","1,046.66平方公尺",50平方公尺,(03)5586111,www.hess.com.tw,168,"		",無,,無,無,yes
府叫幼字第1083715196號,九十府社福字第139288號,2001/12/19,新竹縣私立哈柏露塔幼兒園,羅賴燈,新竹縣,竹北市,私立,[302]光明六路257號1、2樓,1樓、2樓、1-2樓,901.25平方公尺,363平方公尺,378平方公尺,(03)6563311,,160,,110-112,,無,有,yes
府教幼字第120017126號,府社婦幼字第0990180653號,2010/12/20,新竹縣私立夢想島幼兒園,張孟蓉,新竹縣,竹北市,私立,[302]勝利二路127號2樓,1樓、2樓,829.95平方公尺,358.62平方公尺,403.85平方公尺,(03)6578593,,122,,無,,無,有,yes
府教幼字第1010018167號,府婦幼字第0920010066號,2003/01/30,新竹縣私立名喬幼兒園,陳腰,新竹縣,竹北市,私立,[302]文愛街139號,3,723.26平方公尺,276.94平方公尺,220.5平方公尺,(03)5554220,http://ming-chiao.topschool.com.tw/,100,"		",111-112,,有，人數：20,有,yes
府教幼字第1010018151號,府社婦幼字第100005995號,2011/01/05,新竹縣私立小歌德幼兒園,李奇芬,新竹縣,竹北市,私立,[302]六家七路40、42號,1,164.79平方公尺,121.8平方公尺,,(03)5502028,,34,,無,,無,有,yes
府教幼字第1010018173號,府社福字第1277號,1997/01/20,新竹縣私立庫奇幼兒園,彭鈺梅,新竹縣,竹北市,私立,[302]中山路255.257號1-4樓,1樓至4樓,642.5平方公尺,264.82平方公尺,176.76平方公尺,(03)5558088,https://yoyokids.ebc.net.tw/yoyo/ety105,118,,110-112,,有，人數：58,有,yes
府授教幼字第1129551377號,府社婦幼字第0990005656號,2010/04/22,新竹縣私立米澤幼兒園,徐慶明,新竹縣,竹北市,私立,[302]嘉豐南路二段65號,1樓、2樓、3樓,"2,333.17平方公尺","1,799.57平方公尺",533.6平方公尺,(03)6688348#158,,168,"		",110-112,,無,有,yes
府教幼字第1010018104號,府教國字第2459號,1982/02/23,新竹縣私立露德幼兒園,張瓊楨,新竹縣,竹北市,私立,[302]大眉4號,1樓至2樓,795平方公尺,345平方公尺,450平方公尺,(03)6564313,ldk.urb.com.tw,150,,111-112,,無,無,yes
府授教幼字第1120034817號,府社婦幼字第1010008502號,2012/03/28,新竹縣私立劍橋幼兒園,江根錐,新竹縣,竹北市,私立,[302]縣政九路南段67號1-3樓,1-3樓,"1,403.94平方公尺",723.29平方公尺,140平方公尺,(03)5587270,,180,"		",無,,無,無,yes
府教幼字第1103715396號,府教幼字第1010136492號,2012/11/12,新竹縣私立向陽幼兒園,吳珮綾,新竹縣,竹北市,私立,[302]成功八路298號,1樓至2樓,907.2平方公尺,712.9平方公尺,194.3平方公尺,(03)6682000,http://www.sunnypreschool.woby.tw/,100,,無,,無,有,yes
府教幼字第1020067543號,府婦幼字第0930039888號,2004/06/04,新竹縣私立優葆幼兒園,徐裕明,新竹縣,竹北市,私立,[302]勝利七街一段336號1.3樓,1.3,317.04平方公尺,123.87平方公尺,32.4平方公尺,(03)5505326,,44,,無,,無,無,yes
府教幼字第1103716808號,府教幼字第1020004949號,2013/03/13,新竹縣私立承山幼兒園,張家甯,新竹縣,竹北市,私立,[302]隘口一街159號1樓,1樓,"1,270.07平方公尺",662.06平方公尺,524.91平方公尺,(03)6682362,,170,,無,,無,有,yes
府教幼字第1020017109號,府教幼字第1020017109號,2013/05/22,新竹縣私立童語幼兒園,胡筑鈞,新竹縣,竹北市,私立,[302]文興路一段167號,1樓、2樓、3樓,"2,513.74平方公尺","1,600.73平方公尺",450.58平方公尺,(03)6683013,,226,"		",無,,無,無,yes
府教幼字字第1040025485號,府教幼字第1020017108號,2013/07/31,新竹縣私立沛恩實驗幼兒園,徐俊輝,新竹縣,竹北市,私立,[302]成功九街48號、48號2樓、48號3樓,1~3,544.11平方公尺,349.87平方公尺,193.68平方公尺,(03)5505612,http://www.wretch.cc/blog/peienlab,105,"		",無,,無,有,yes
府教幼字第1060092338號,府教幼字第1020017107號,2013/08/12,新竹縣私立優尼肯幼兒園,張瑞堯,新竹縣,竹北市,私立,[302]福興東路二段108號,一至三樓,"1,578.45平方公尺","1,054.83平方公尺",472.52平方公尺,(03)6683268,http://unicorn.topschool.com.tw/,178,,無,,無,有,yes
府教幼字第1030007706號,府教幼字第1030007706號,2014/08/05,新竹縣私立康橋幼兒園,江根錐,新竹縣,竹北市,私立,[302]嘉豐南路二段70號,1樓、2樓、3樓,"3,490.96平方公尺","2,444.99平方公尺",391.31平方公尺,(03)6577360,http://ilovekangchiao.meworks.co/,238,"		",無,,無,有,yes
府教幼字第1083716472號,府教幼字字第1040037461號,2015/03/31,新竹縣私立奇薇蒙特梭利幼兒園,張玉年,新竹縣,竹北市,私立,[302]自強北路306號1至2樓,1樓、2樓、3樓,"1,949.28平方公尺","1,013.83平方公尺",935.45平方公尺,(03)6685685,,270,"		",無,,無,無,yes
府教幼字第1080075327號,府教幼字字第1040037482號,2015/07/06,新竹縣私立維育幼兒園,楊明潭,新竹縣,竹北市,私立,[302]光明六路東二段226號1至3樓,1樓、2樓、3樓,"2,279.08平方公尺","1,522.54平方公尺",756.54平方公尺,(03)6589366,,302,"		",無,,無,有,yes
府教幼字字第1040037483號,府教幼字字第1040037483號,2015/07/06,新竹縣私立愛默生幼兒園,王薏琦,新竹縣,竹北市,私立,[302]嘉興一街37號1至2樓,1-2,908.48平方公尺,536.67平方公尺,371.81平方公尺,0912135908,,120,,無,,無,無,yes
府受教幼字第1119550543號,府教幼字字第1040160933號,2015/10/26,新竹縣私立米羅幼兒園,游鈴鐘,新竹縣,竹北市,私立,[302]成功十街138號,1樓、2樓、3樓,"1,591.58平方公尺","1,158.78平方公尺",432.8平方公尺,(03)6588855,,168,"		",無,,無,有,yes
府教幼字第1040172271號,府教幼字第1040172271號,2015/12/17,新竹縣私立國際蒙特梭利竹北幼兒園,洪子堯,新竹縣,竹北市,私立,[302]成功六街29號,1樓、2樓、3樓,"1,641.27平方公尺","1,254.87平方公尺",386.4平方公尺,(03)6580649,www.elites.tw,170,"		",無,,無,有,yes
府教幼字第1050127999號,府教幼字第1050127999號,2016/09/01,新竹縣私立禾麗幼兒園,卓雨薇,新竹縣,竹北市,私立,[302]莊敬六街189號,1樓,779.32平方公尺,429.59平方公尺,349.73平方公尺,(03)6670989,,116,,無,,無,有,yes
府授教幼字第1119550271號,府教幼字字第1060061920號,2017/06/14,新竹縣私立理想圓幼兒園,王馨慧,新竹縣,竹北市,私立,[302]嘉政九街81號,1樓、2樓,677.53平方公尺,370.53平方公尺,307平方公尺,(03)6587337,,119,,無,,無,無,yes
府教幼字字第1060000015號,府教幼字字第1060000015號,2017/04/19,新竹縣私立愛林實驗幼兒園,林彥圻,新竹縣,竹北市,私立,[302]科大一路63號,1樓、2樓,"1,349.77平方公尺",959.6平方公尺,390.17平方公尺,(03)5589677,,165,"		",無,,無,有,yes
府教幼字第1060133928號,府教幼字第1060133928號,2017/09/11,新竹縣私立薇朶幼兒園,張發財,新竹縣,竹北市,私立,[302]十興路二段101號1至3樓,1樓、2樓、3樓,"2,055.38平方公尺","1,493.66平方公尺",561.72平方公尺,(03)5507069,,230,"		",無,,無,有,yes
府教幼字第1093713291號,府教幼字第1060157830號,2017/11/09,新竹縣私立萌寶貝國際幼兒園,邱慶明,新竹縣,竹北市,私立,[302]東興路二段145號,1樓、2樓,"1,024.94平方公尺",640.08平方公尺,384.84平方公尺,(03)6576633,,105,"		",110-112,,無,有,yes
府教幼字第1070005215號,府教幼字第1070005215號,2018/02/01,新竹縣私立星苗國際幼兒園,劉雅文,新竹縣,竹北市,私立,[302]縣政二路南段25號,1樓、2樓,"2,262.8平方公尺","1,467.95平方公尺",794.85平方公尺,(03)5588078,www.staracademy.com.tw,150,"		",無,,無,有,yes
府教幼字第1070005226號,府教幼字第1070005226號,2018/02/14,新竹縣私立日光城堡幼兒園,徐孝芬,新竹縣,竹北市,私立,[302]文興路二段30號,1樓、2樓,"1,956.02平方公尺","1,512.85平方公尺",443.17平方公尺,(03)6579993,,200,"		",無,,無,有,yes
府教幼字第1070005228號,府教幼字第1070005228號,2018/03/06,新竹縣私立田中橡樹幼兒園,邱玉雲,新竹縣,竹北市,私立,[302]嘉勤南路100號,1樓、2樓,907.81平方公尺,566.8平方公尺,341.01平方公尺,(03)5583626,,120,"		",無,,無,無,yes
府授教幼字第1129550166號,府教幼字第1070005229號,2018/03/06,新竹縣私立華聖頓幼兒園,莊瑞娜,新竹縣,竹北市,私立,[302]莊敬北路168號,,,,,(03)6688290,,332,"		",無,,無,有,yes
府教幼字第1070033464號,府教幼字第1070033464號,2018/03/29,新竹縣私立道禾親民幼兒園,曾國一,新竹縣,竹北市,私立,[302]文興路203號1樓、2樓及夾層,1樓、2樓,"2,085.01平方公尺","1,297.52平方公尺",787.49平方公尺,(03)6688669#2111,http://www.daohe.academy/edu/kindergarten/,262,,無,,無,有,yes
府教幼字第1093701697號,府教幼字第1070066334號,2018/08/06,新竹縣私立杜威幼兒園,郭正鴻,新竹縣,竹北市,私立,[302]華興五街32號,1樓、2樓、3樓,"1,461.51平方公尺",994.56平方公尺,466.95平方公尺,(03)5553988,,185,"		",無,,無,無,yes
府授教幼字第1129551121號,府教幼字第1070066329號,2018/07/31,新竹縣私立康德幼兒園,徐俊輝,新竹縣,竹北市,私立,[302]文信路226號1-3樓,1樓、2樓、3樓,"1,391.74平方公尺",961.43平方公尺,429.87平方公尺,(03)5589398,http://kant.pieria.com.tw/,180,"		",無,,無,有,yes
府授教幼字第1119551992號,府教幼字第1083720053號,2019/10/30,新竹縣私立史丹佛幼兒園,羅偉航,新竹縣,竹北市,私立,[302]自強北路250號,1樓、2樓、3樓,"2,913.64平方公尺","2,390.44平方公尺",498.87平方公尺,(03)6563333,,299,"		",無,,無,有,yes
府教幼字第1110000194號,府教幼字第1083722018號,2019/12/20,新竹縣私立夏綠蒂幼兒園,陳映竹,新竹縣,竹北市,私立,[302]勝利五路207號,1樓、2樓、3樓,"1,253.56平方公尺",469.95平方公尺,662.33平方公尺,(03)6675810,,150,,111-112,,無,有,yes
府授教幼字第1119550722號,府教幼字第1093710280號,2020/01/14,新竹縣私立綠菓藝術幼兒園,洪麗華,新竹縣,竹北市,私立,[302]嘉豐五路二段51號,1樓,"2,025.8平方公尺",293.04平方公尺,"1,293.91平方公尺",(03)6673059,,105,,無,,無,有,yes
府教幼字第1093719718號,府教幼字第1093719718號,2020/11/16,新竹縣私立國際蒙特梭利台大幼兒園,洪子堯,新竹縣,竹北市,私立,[302]田厝街1號,1樓、2樓、3樓,"1,748.53平方公尺","1,304.7平方公尺",443.83平方公尺,(03)6580249,www.elites.tw,166,,無,,無,有,yes
府教幼字第1100046149號,府教幼字第1100046149號,2021/08/27,新竹縣私立星康國際幼兒園,劉雅文,新竹縣,竹北市,私立,[302]嘉豐南路二段59號,1樓、2樓、3樓,"2,588.7平方公尺","2,253.49平方公尺",335.21平方公尺,(03)6672692,www.staracademy.com.tw,223,"		",無,,無,無,yes
府授教幼字第1119550290號,府教幼字第1103717173號,2021/08/27,新竹縣私立南瓜田幼兒園,楊捷羽,新竹縣,竹北市,私立,[302]勝利十二街220號,1樓、2樓、3樓,"1,714.87平方公尺","1,039.4平方公尺",592.46平方公尺,(03)5501501,https://pgls.com.tw/,186,,無,,無,有,yes
府授教幼字第1129552505號,府教幼字第1100047983號,2021/09/17,新竹縣私立芝麻村幼兒園,陳妘妘,新竹縣,竹北市,私立,[302]縣政二路486號,1樓、2樓、3樓,"1,615.94平方公尺",955.56平方公尺,297.4平方公尺,(03)5588113,,180,,110-112,,無,有,yes
府授教幼字第1119550149號,府教幼字第1103718506號,2021/10/12,新竹縣私立育弘幼兒園,莊昆霈,新竹縣,竹北市,私立,[302]新光一街49號,1樓、2樓、3樓,"1,339.38平方公尺",766.14平方公尺,380.4平方公尺,(03)5511683,,165,"		",無,,無,無,yes
府授教幼字第1119550693號,府授教幼字第1119550693號,2022/08/18,中華郵政公司竹北光明郵局職場互助教保服務中心(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),邱健凱,新竹縣,竹北市,私立,[302]縣政九路138號4樓,4樓,214.72平方公尺,124.5平方公尺,,(03)5511717,評鑑情形：,40,,無,,無,無,no
府授教幼字第1129552279號,府授教幼字第1119551180號,2022/09/16,交通部中央氣象署新竹氣象站職場互助教保服務中心(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),邱健凱,新竹縣,竹北市,私立,[302]光明五街60號,,,,,(03)5586789,評鑑情形：,25,,無,,無,無,no
府授教幼字第1129550971號,府授教幼字第1129550971號,2023/05/31,新竹縣私立薇森幼兒園,張發財,新竹縣,竹北市,私立,[302]環北路五段199號,,,,,(03)5533268,,168,"		",無,,無,無,yes
府教幼字第1103717314號,府教幼字第1093717136號,2020/08/31,新竹縣嘉豐非營利幼兒園(委託社團法人台灣幼兒早期教育協會辦理),劉百純,新竹縣,竹北市,非營利,[302]福興東路二段169號,1樓、2樓、3樓,"6,976.93平方公尺","4,000.02平方公尺","1,182.65平方公尺",(03)5500365,評鑑情形：,332,,無,,無,無,no
