reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
屏府教前字第10942287300號,屏府教特字第10305722700號,2014/08/01,屏東縣屏東市大同國民小學附設幼兒園,季永明,屏東縣,屏東市,公立,[900]建國路202號,1樓,887平方公尺,303平方公尺,584平方公尺,(08)7524115#22,163.24.21.20,30,,無,,無,無,yes
屏府教特字第1010051347號,屏府社福字第31827號,1986/04/03,屏東縣私立婦友幼兒園,吳宜蓉,屏東縣,屏東市,私立,[900]豐榮街17號,2,418.158平方公尺,171.158平方公尺,247平方公尺,(08)7363158,,80,,無,,無,無,yes
屏府教前字第10921619700號,屏府社福字第100775號,2006/12/25,屏東縣私立小哈佛幼兒園,陳國鈞,屏東縣,屏東市,私立,[900]自立南路71號,1~3樓,579.455平方公尺,311.58平方公尺,267.875平方公尺,(08)7552393,https://www.facebook.com/groups/235097613082/,138,,110-112,,有，人數：30,有,yes
屏府教前字第10681308300號,民社字第5號,1971/11/23,屏東縣私立幼愛幼兒園,李明川,屏東縣,屏東市,私立,[900]民教路90號,2,940平方公尺,343平方公尺,597平方公尺,(08)7224525,,150,"		",110-112,,有，人數：20,無,yes
屏府教特字第1010057090號,屏府社福字第114851號,2000/07/19,屏東縣私立柏克萊幼兒園,鄭豐甫,屏東縣,屏東市,私立,[900]古松巷221號,1,"1,147.16平方公尺",256.94平方公尺,890.22平方公尺,(08)7664489,http://drcheng.com.tw,120,"		",無,,無,有,yes
屏府教特字第1010077586號,屏府社福字第71473號,1991/06/07,屏東縣私立超越幼兒園,黃振酆,屏東縣,屏東市,私立,[900]民勇路18號,3樓,419.3平方公尺,199.96平方公尺,219.34平方公尺,(08)7238292,,57,"		",110-112,,無,有,yes
屏府教特字第1010077591號,屏府教學字第72105號,1980/08/08,屏東縣私立大同幼兒園,張聯興,屏東縣,屏東市,私立,[900]大同北路71號,一、二、三樓,"6,575.28平方公尺","1,287.27平方公尺","1,300.588平方公尺",(08)7665380,http://site.mawebcenters.com/newworldcdc/taiwanCampus.html,150,"		",無,,無,有,yes
屏府教前字第10729679500號,屏府社福字第0940010063號,2005/01/11,屏東縣私立小樹苗幼兒園,張允怜,屏東縣,屏東市,私立,[900]廣東路802巷48號,叁樓,436.67平方公尺,353.55平方公尺,83.12平方公尺,(08)7320956,,82,,無,,有，人數：15,無,yes
屏府教特字第1010078736號,屏府社福字第17816號,1984/02/17,屏東縣私立正心幼兒園,鄭恵金,屏東縣,屏東市,私立,[900]棒球路59巷33號,2樓,195.52平方公尺,107.67平方公尺,87.85平方公尺,(08)7522008,,50,,110-112,,無,無,yes
屏府教特字第10277090100號,屏府教學字第87885號,1983/09/05,屏東縣私立愛彌兒幼兒園,陳素紅,屏東縣,屏東市,私立,[900]武立街26號,1.2,"2,101平方公尺","1,090平方公尺","1,011平方公尺",(08)7522111,,120,,110-112,,有，人數：20,無,yes
屏府教特字第1010093215號,八六屏府社福字第118740號,1997/07/16,屏東縣私立中華兒童幼兒園,邱吉興,屏東縣,屏東市,私立,[900]機場北路288號,2,"1,609.52平方公尺",349.92平方公尺,"1,259.6平方公尺",(08)7328633,,180,"		",110-112,,有，人數：60,無,yes
屏府教特字第1010098246號,屏府教特字第6392號,1980/11/11,財團法人天主教玫瑰道明傳教修女會附設屏東縣私立道明幼兒園,,屏東縣,屏東市,私立,[900]信義路159號,2,"1,976.44平方公尺","1,008.88平方公尺",967.56平方公尺,(08)7329951,,180,,110-112,,無,無,yes
屏府教特字第1010098240號,屏府社福字第14563號,2001/01/30,屏東縣私立龍華幼兒園,黃祈榮,屏東縣,屏東市,私立,[900]公成路53號,3,580.58平方公尺,483.78平方公尺,96.8平方公尺,(08)7553594,,85,"		",110-112,,有，人數：25,無,yes
屏府教特字第10305798700號,屏府社福字第94539號,2000/06/16,財團法人屏東縣私立屏東友緣幼兒園,劉桂朱,屏東縣,屏東市,私立,[900]棒球路93號,2,643平方公尺,416平方公尺,227平方公尺,(08)7529198,,160,,110-112,,有，人數：40,無,yes
屏府教特字第1010137380號,屏府教學字第99837號,1979/11/23,屏東縣私立美金才藝幼兒園,侯美金,屏東縣,屏東市,私立,[900]信義路141-2號,3樓,"1,150.12平方公尺",660.74平方公尺,489.38平方公尺,(08)7325538,,150,"		",110-112,,無,無,yes
屏府教特字第1010114940號,屏府教學字第135500號,1992/10/05,屏東縣私立上以唐幼兒園,蘇振緒,屏東縣,屏東市,私立,[900]武愛街88巷4號,3層樓,"1,091.73平方公尺",638.41平方公尺,453.32平方公尺,(08)7534757#12,,150,"		",無,,無,有,yes
屏府教特字第1010127213號,屏府社福字第120223號,1989/10/20,屏東縣私立常春藤幼兒園,朱玉瑜,屏東縣,屏東市,私立,[900]華正路220號,1-3,812.07平方公尺,670.07平方公尺,142平方公尺,(08)7373673,www.ivy-kids.com.tw,210,,無,,無,有,yes
屏府教前字第11010744600號,屏府社福字第151639號,1997/09/08,屏東縣私立培華幼兒園,林培棟,屏東縣,屏東市,私立,[900]龍華路146巷6號,1樓,"2,430平方公尺",499.3平方公尺,"1,930.7平方公尺",(08)7561880,,145,"		",110-112,,無,有,yes
屏府教特字第1010156509號,屏府教學字第133706號,1983/01/10,屏東縣私立學正幼兒園,邱江田,屏東縣,屏東市,私立,[900]建豊路84巷8號,3,"1,057平方公尺",436.89平方公尺,620.11平方公尺,(08)7377758,www.jade910.idv.tw,180,,無,,無,無,yes
屏府教特字第10120967600號,屏府社福字第0920121179號,2003/07/17,屏東縣私立文化學苑幼兒園,朱美惠,屏東縣,屏東市,私立,[900]忠信二十六號,1,263.06平方公尺,106.5平方公尺,156.56平方公尺,(08)7384167,,60,"		",110-112,,無,有,yes
屏府教前字第10481464000號,屏府社福字第95651號,1998/08/03,屏東縣私立美加幼兒園,侯美金,屏東縣,屏東市,私立,[900]武威街170巷6號,3,902.28平方公尺,755.35平方公尺,146.93平方公尺,(08)7537137,,100,"		",110-112,,無,無,yes
屏府教特字第10121826100號,屏府社福字第0930102809號,2004/05/31,屏東縣私立艾樂芬幼兒園,鮑明彥,屏東縣,屏東市,私立,[900]廣東路1153號,1-3,"1,144.41平方公尺",494.37平方公尺,326.57平方公尺,(08)7322733,http://elephant.woby.com.tw/,120,"		",無,,有，人數：30,無,yes
屏府教特字第10122728300號,屏府社福字第80133號,1984/07/17,屏東縣私立佳佳幼兒園,吳秋蓉,屏東縣,屏東市,私立,[900]復興南路一段35巷12號,2,382.16平方公尺,100.56平方公尺,281.6平方公尺,(08)7526668,屏東市復興南路一段３５巷１２號,67,,110-112,,無,無,yes
屏府教特字第10271425400號,屏府社福字第14096號,1983/02/10,屏東縣私立快樂幼兒園,陳愷文,屏東縣,屏東市,私立,[900]仁愛路175號,1樓、2樓、2,262.72平方公尺,262.72平方公尺,,(08)7365306,http://tw.myblog.yahoo.com/hi-yous,60,,110-112,,無,無,yes
屏府教特字第10122729400號,屏府社福字第107590號,2002/07/04,屏東縣私立威利幼兒園,張威莉,屏東縣,屏東市,私立,[900]華一街43號,1樓,574.47平方公尺,122.38平方公尺,452.09平方公尺,(08)7371477,,99,,110-112,,有，人數：19,無,yes
屏府教特字第10206960000號,屏府社福字第188529號,1999/10/22,屏東縣私立龍幼幼兒園,曾祁玟,屏東縣,屏東市,私立,[900]仁愛路199巷5號,1,946.49平方公尺,278.69平方公尺,617.79平方公尺,(08)7382875,,185,"		",110-112,,有，人數：12,無,yes
屏府教前字第11154130000號,屏府教學字第109739號,1987/10/12,屏東縣私立華山幼兒園,林嫣萍,屏東縣,屏東市,私立,[900]華正路99號,1~2樓,678平方公尺,390平方公尺,288平方公尺,(08)7360922,,90,,110-112,,有，人數：20,無,yes
屏府教特字第10130205100號,屏府教學字第96147號,1984/09/11,屏東縣私立愛麗幼兒園,林秀敏,屏東縣,屏東市,私立,[900]信義路120之3號,1,468平方公尺,90.6平方公尺,377.4平方公尺,(08)7330202,jkanq8000@gmail.com,30,,無,,無,無,yes
屏府教前字第10682021500號,屏府社福字第0970179348號,2008/09/03,財團法人福智文教基金會附設屏東縣私立妙慧幼兒園,盧克宙,屏東縣,屏東市,私立,[900]莊敬街2段100巷41號,3樓,375.28平方公尺,328.3平方公尺,46.98平方公尺,(08)7373500,,65,,110-112,,有，人數：20,無,yes
屏府教特字第10124655000號,屏府教特字第10124655000號,2012/08/13,屏東縣私立維多莉亞幼兒園,邱明恭,屏東縣,屏東市,私立,[900]廣東路1432號,2,682平方公尺,231.63平方公尺,,(08)7331471,,150,,110-112,,無,無,yes
屏府教特字第10134604300號,屏府社福字第85718號,2001/05/30,屏東縣私立福爾摩沙幼兒園,張秋櫻,屏東縣,屏東市,私立,[900]林森路東二段72號,2-3,433.12平方公尺,353.12平方公尺,80平方公尺,(08)7211669,,100,,無,,無,無,yes
屏府教特字第10136233800號,屏府社福字第91967號,1998/06/03,屏東縣私立千葉幼兒園,賴泓霖,屏東縣,屏東市,私立,[900]廣東路1085號,1樓、2樓,"1,088.8平方公尺",239.225平方公尺,65.03平方公尺,(08)7330220,http://www.chibals.com.tw,80,,無,,無,有,yes
屏府教前字第10680555200號,屏府社福字第0990224565號,2010/09/14,屏東縣私立快樂寶貝幼兒園,陳玫君,屏東縣,屏東市,私立,[900]順寶巷7號1、2樓,1-2樓,349.8平方公尺,159.69平方公尺,102.18平方公尺,(08)7652481,http://tw.myblog.yahoo.com/v-preschool/,34,,110-112,,無,無,yes
屏府教特字第10409287700號,屏府社福字第0940026248號,2005/02/04,屏榮學校財團法人屏東縣屏榮高級中學附設私立屏榮幼兒園,蔡文賢,屏東縣,屏東市,私立,[900]水源街100號,1-3樓,"1,600.03平方公尺",864.33平方公尺,735.7平方公尺,(08)7235789,http://kind.prhs.ptc.edu.tw,430,"		",110-112,,無,無,yes
屏府教前字第10812024500號,屏府社福字第0940198954號,2005/10/14,屏東縣私立屏東培正幼兒園,鍾雨澄,屏東縣,屏東市,私立,[900]林森路東五段17-2號、東三段二巷16、18號,1,"1,616.59平方公尺",549.44平方公尺,"1,067.15平方公尺",(08)7221311,http://peizeng.woby.com.tw,305,"		",110-112,,有，人數：25,無,yes
屏府教前字第10925549200號,屏府社福字第0960150044號,2007/07/24,屏東縣私立育才幼兒園,李金玉,屏東縣,屏東市,私立,[900]廣東路1131號,1樓,841.64平方公尺,358.23平方公尺,483.41平方公尺,(08)7668302,,143,,110-112,,無,無,yes
屏府教前字第11128216400號,屏府教前字第11128216400號,2022/07/14,財政部南區國稅局屏東分局職場互助教保服務中心（委託社團法人台灣公共托育協會辦理）,王兆慶,屏東縣,屏東市,私立,[900]北興街55號4樓,,,,,(08)7380052,評鑑情形：,56,,無,,無,無,no
屏府教前字第11152694700號,屏府教前字第11152694700號,2022/08/11,台電公司屏東區營業處職場互助教保服務中心（委託社團法人中華幼兒教育改革研究會辦理）,陳淑琴,屏東縣,屏東市,私立,[900]忠孝路329號2樓,,,,,(08)7655029,評鑑情形：,30,,無,,無,無,no
屏府教前字第11157399200號,屏府社婦字第1000265017號,2011/10/06,屏東縣屏東復興非營利幼兒園(委託財團法人彭婉如文教基金會辦理),林世嘉,屏東縣,屏東市,非營利,[900]復興路376號,1-3,"1,260.63平方公尺",310.86平方公尺,93平方公尺,(08)7550700,評鑑情形：,137,,無,,無,無,no
屏府教前字第11008639100號,屏府教特字第10125511100號,2012/08/10,屏東縣海豐非營利幼兒園(委託社團法人中華幼兒教育改革研究會辦理),陳淑琴,屏東縣,屏東市,非營利,[900]海豐街3號,1樓,"1,383.54平方公尺",323.54平方公尺,"1,060平方公尺",(08)7367900,評鑑情形：,136,,無,,無,無,no
屏府教前字第11045223600號,屏府教前字第10671875100號,2017/09/22,屏東縣瑞光非營利幼兒園(委託財團法人福智文教基金會辦理),,屏東縣,屏東市,非營利,[900]興豐路86號,1樓、2樓,852.5平方公尺,495平方公尺,357.5平方公尺,(08)7362531,評鑑情形：,106,,無,,無,有,no
屏府教前字第11044749700號,屏府教前字第10727696500號,2018/08/01,屏東縣歸來非營利幼兒園(委託社團法人東台灣幼兒教保專業促進協會辦理),黃春玉,屏東縣,屏東市,非營利,[900]歸國巷1號,1樓、2樓,"1,680平方公尺",300平方公尺,"1,380平方公尺",(08)7216670,評鑑情形：,76,,無,,無,無,no
屏府教前字第10916446700號,屏府教前字第10828452600號,2019/07/31,屏東縣信義非營利幼兒園(委託財團法人大仁科技大學設立之大仁科技大學辦理),郭代璜,屏東縣,屏東市,非營利,[900]信義路262號,1樓,465平方公尺,270平方公尺,195平方公尺,(08)7380520,評鑑情形：,60,,無,,無,無,no
屏府教前字第10928387500號,屏府教前字第10928387500號,2020/07/31,屏東縣鶴聲非營利幼兒園(委託社團法人台灣公共托育協會辦理),王兆慶,屏東縣,屏東市,非營利,[900]建國路121號,1樓,763.956平方公尺,252.402平方公尺,511.554平方公尺,(08)7511907,評鑑情形：,90,,無,,無,無,no
屏府教前字第11046449400號,屏府教前字第11046449400號,2021/09/15,屏東縣忠孝非營利幼兒園（委託財團法人大仁科技大學設立之大仁科技大學辦理）,郭代璜,屏東縣,屏東市,非營利,[900]建豐路204號,1樓,"1,002.2平方公尺",198平方公尺,378平方公尺,(08)7363816,https://www.facebook.com/pages/?category=your_pages&ref=bookmarks,60,,無,,無,無,no
屏府教前字第10777488300號,屏府教特字第0960125037號,2007/06/20,屏東縣三地門鄉青山國民小學附設幼兒園,曾昱山,屏東縣,三地門鄉,公立,[901]民族巷9號,1樓,"2,225平方公尺",125平方公尺,"2,100平方公尺",(08)7962493,http://www.chses.ptc.edu.tw/,30,,無,,無,無,yes
屏府教前字第11153433500號,屏府教特字第0960168086號,2007/08/17,屏東縣三地門鄉賽嘉國民小學附設幼兒園,潘正憲,屏東縣,三地門鄉,公立,[901]2號,1樓,302.65平方公尺,126.72平方公尺,175.93平方公尺,(08)7992220,http://css000000153980.tw.class.uschoolnet.com/,30,,無,,無,無,yes
屏府教前字第11022889600號,屏府教學字第117482號,1987/02/23,屏東縣三地門鄉口社國民小學附設幼兒園,李宗鴻,屏東縣,三地門鄉,公立,[901]信義巷65號,1樓,"18,732平方公尺",175平方公尺,"8,705平方公尺",(08)7956495#19,http://163.24.16.140/xoops2/modules/tad_web/index.php?WebID=21,30,"		",無,,無,無,yes
屏府教前字第10605023500號,屏府教特字第0960168086號,2007/08/17,屏東縣三地門鄉地磨兒國民小學附設幼兒園,陳惠美,屏東縣,三地門鄉,公立,[901]行政街9號,1樓,754.95平方公尺,254.29平方公尺,500.66平方公尺,(08)7991462#24,,45,,無,,無,無,yes
屏府教前字第10605023500號,屏府教社字第0940135431號,2005/07/14,屏東縣三地門鄉地磨兒國民小學附設幼兒園德文分班,,屏東縣,三地門鄉,公立,[901]4號,1樓,351.42平方公尺,150.65平方公尺,200.77平方公尺,(08)7996013,,15,"		",無,,無,無,yes
屏府教特字第10131928900號,屏府教社字第0940100886號,2005/05/26,屏東縣三地門鄉青葉國民小學附設幼兒園,賴維振,屏東縣,三地門鄉,公立,[901]光復巷1-2號,,,,,(08)7961997#19,http://www.cyes.ptc.edu.tw/,15,,無,,無,無,yes
屏府教前字第11053302200號,屏府社婦字第1000331080號,1977/09/01,屏東縣三地門鄉立幼兒園,車牧勒薩以‧拉勒格安,屏東縣,三地門鄉,公立,[901]賽嘉巷43號,1樓,"2,240.34平方公尺",196.34平方公尺,"2,044平方公尺",(08)7993010,,19,,無,,無,有,yes
屏府教前字第11053302200號,屏府社婦字第1000331080號,1979/10/01,屏東縣三地門鄉立幼兒園口社分班,,屏東縣,三地門鄉,公立,[901]18號,1樓,"1,863.16平方公尺",202.16平方公尺,"1,661平方公尺",(08)7958450,,15,,無,,無,無,yes
屏府教前字第11053302200號,屏府社婦字第1000331080號,1979/09/01,屏東縣三地門鄉立幼兒園青山分班,,屏東縣,三地門鄉,公立,[901]民族巷60-5號,1樓,439.92平方公尺,233.92平方公尺,206平方公尺,(08)7965822,,17,,無,,無,無,yes
屏府教前字第11053302200號,屏府社婦字第1000331080號,1977/09/01,屏東縣三地門鄉立幼兒園青葉分班,,屏東縣,三地門鄉,公立,[901]光復巷65-2號,1樓,"1,541.16平方公尺",219.16平方公尺,"1,322平方公尺",(08)7966245,,15,,無,,無,無,yes
屏府教特字第10136299700號,屏府社福字第135365號,2000/08/24,屏東縣私立原苗幼兒園,張兆賢,屏東縣,三地門鄉,私立,[901]中正路二段29巷35號,1~2樓,119.41平方公尺,81.08平方公尺,38.33平方公尺,(08)7992210,,34,,110-112,,無,無,yes
屏府教前字第11062100500號,屏府教特字第10208481500號,2013/03/29,屏東縣三地門鄉馬兒社區互助教保服務中心(三地門鄉馬兒社區發展協會),李新光,屏東縣,三地門鄉,私立,[901]馬兒巷2號,1樓至1樓,274.5平方公尺,210.48平方公尺,64.02平方公尺,0926827130,,20,,無,,無,無,yes
屏府教前字第11044694100號,屏府教特字第98735號,2001/06/21,屏東縣霧臺鄉霧臺國民小學附設幼兒園,鍾祥憑,屏東縣,霧臺鄉,公立,[902]文化街200號,1樓,"1,497.29平方公尺",217.29平方公尺,"1,280平方公尺",(08)7610332#15,http://lrigu.wutps.ptc.edu.tw/home,45,"		",無,,無,無,yes
屏府教前字第11044694100號,屏府教特字第10270180200號,2013/08/01,屏東縣霧臺鄉霧臺國民小學附設幼兒園霧臺分班,,屏東縣,霧臺鄉,公立,[902]中山巷44號,1樓,"3,327平方公尺",162平方公尺,"3,165平方公尺",(08)7902230#15,,20,,無,,無,無,yes
屏府教前字第11044718000號,屏府教國字第100740號,1993/07/05,屏東縣瑪家鄉佳義國民小學附設幼兒園,黃善祺,屏東縣,瑪家鄉,公立,[903]27號,1樓、2樓,"1,401平方公尺",942平方公尺,459平方公尺,(08)7991531#51,www.jyps.ptc.edu.tw,91,"		",無,,無,有,yes
屏府教特字第10124326100號,屏府教特字第1000125910號,2011/05/24,屏東縣瑪家鄉長榮百合國民小學附設幼兒園,陳世聰,屏東縣,瑪家鄉,公立,[903]和平路一段65號,1樓,245平方公尺,130平方公尺,115平方公尺,(08)7997256#17,https://www.eles.ptc.edu.tw/nss/p/index,30,,無,,無,無,yes
屏府教前字第11028767300號,屏府教學字第120602號,1985/10/18,屏東縣瑪家鄉北葉國民小學附設幼兒園,高至誠,屏東縣,瑪家鄉,公立,[903]風景巷1號,1樓,275平方公尺,215平方公尺,60平方公尺,(08)7991649#341,,60,"		",無,,無,無,yes
屏府教特字第10407994004號,屏府社婦字第1000322323號,1979/07/01,屏東縣瑪家鄉立幼兒園,梁明輝,屏東縣,瑪家鄉,公立,[903]風景路1-18號1樓,1樓,513.1平方公尺,363.75平方公尺,149.35平方公尺,(08)7994441,屏東縣瑪家鄉北葉村風景1-18號,40,"		",無,,無,無,yes
屏府教前字第10915232600號,屏府教特字第10209430100號,2013/03/29,屏東縣瑪家鄉美園社區互助教保服務中心(瑪家鄉美園社區發展協會辦理),柯俊傑,屏東縣,瑪家鄉,私立,[903]美園4-10號,1樓、2樓,664.1平方公尺,218.1平方公尺,446平方公尺,(08)7994835,,45,,無,,無,無,yes
屏府教前字第11153433900號,屏府教國字第114561號,1999/06/30,屏東縣九如鄉後庄國民小學附設幼兒園,王美玲,屏東縣,九如鄉,公立,[904]中正路2號,1樓,464.551平方公尺,394.551平方公尺,70平方公尺,(08)7753455,https://www.hjps.ptc.edu.tw/nss/p/class,46,,無,,無,無,yes
屏府教前字第11151228200號,屏府教國字第67180號,1987/06/30,屏東縣九如鄉九如國民小學附設幼兒園,王錦裕,屏東縣,九如鄉,公立,[904]九如路二段3之1號,1樓,471.22平方公尺,311.72平方公尺,159.5平方公尺,(08)7392159#17,www.jrps.ptc.edu.tw,30,,無,,無,無,yes
屏府教前字第10922578000號,屏府教學字第86637號,1987/08/17,屏東縣私立明星幼兒園,邱玉英,屏東縣,九如鄉,私立,[904]東寧路155號,2,673.02平方公尺,438.4平方公尺,234.62平方公尺,(08)7392565,屏東縣九如鄉東寧村東寧路155號,90,"		",無,,無,有,yes
屏府教特字第1010057242號,屏府社福字第8859號,1998/09/16,屏東縣私立九如幼兒園,楊富連,屏東縣,九如鄉,私立,[904]維新街52巷1之1號,2,463.36平方公尺,359.28平方公尺,52.89平方公尺,(08)7394001,,63,,無,,無,無,yes
屏府教特字第1010070979號,屏府教特字第81638號,2001/05/15,屏東縣私立九如林肯幼兒園,林春展,屏東縣,九如鄉,私立,[904]維新街138號,1,624平方公尺,239平方公尺,385平方公尺,(08)7391781,,90,,無,,無,無,yes
屏府教前字第11109719500號,屏府社福字第185142號,1996/11/18,屏東縣私立育英幼兒園,張桂菊,屏東縣,九如鄉,私立,[904]仁愛街91巷1、5號,一層,"1,133.64平方公尺",502.22平方公尺,631.42平方公尺,(08)7390045,,110,,110-112,,有，人數：25,無,yes
屏府教特字第10135082800號,屏府社福字第65349號,2002/04/24,屏東縣私立耆老幼兒園,張淑華,屏東縣,九如鄉,私立,[904]中興街57號,1-3樓,168.9平方公尺,106.35平方公尺,53.2平方公尺,(08)7721851,ab7721851@yahoo.com.tw,30,,無,,無,無,yes
屏府教前字第11045046000號,屏府教前字第11045046000號,2021/09/09,屏東縣三多非營利幼兒園(委託社團法人高雄市碩苗社會教育關懷協會辦理),林麗珠,屏東縣,九如鄉,非營利,[904]三民路307號,1樓,"5,004.13平方公尺",586.69平方公尺,340.28平方公尺,(08)7756126#10,評鑑情形：,60,,無,,無,無,no
屏府教前字第11044840800號,屏府教國字第114561號,1999/06/30,屏東縣里港鄉土庫國民小學附設幼兒園,施秀玉,屏東縣,里港鄉,公立,[905]中和路33號,1樓,547.5平方公尺,187.5平方公尺,360平方公尺,(08)7731553#16,,30,,無,,無,無,yes
屏府教前字第10528743600號,屏府教學字第53913號,1981/07/02,屏東縣里港鄉里港國民小學附設幼兒園,陳奇男,屏東縣,里港鄉,公立,[905]過江路41號,1樓,"1,517平方公尺",272平方公尺,"1,245平方公尺",(08)7752161#28,,75,,無,,無,無,yes
屏府教前字第10819395800號,屏府社婦字第1000323714號,1996/11/15,屏東縣里港鄉立幼兒園,徐國銘,屏東縣,里港鄉,公立,[905]仁愛路52巷18號,1樓、2樓,"1,851.56平方公尺","1,483.58平方公尺",367.98平方公尺,(08)7759864,,120,"		",無,,無,無,yes
屏府教前字第10780692100號,屏府社福字第127611號,2007/03/29,屏東縣私立向日葵幼兒園,陳瑞珠,屏東縣,里港鄉,私立,[905]三部村三和路71之12、13、14號,1樓,411.22平方公尺,149.11平方公尺,262.11平方公尺,(08)7731325,,90,,110-112,,有，人數：10,無,yes
屏府教特字第10402359800號,屏府教社字第7970號,1971/08/17,里港基督長老教會附設屏東縣私立聖愛幼兒園,吳志仁,屏東縣,里港鄉,私立,[905]中山路1號,1,"4,552平方公尺",455.16平方公尺,489.6平方公尺,(08)7752284,,90,,110-112,,無,無,yes
屏府教前字第10929919500號,屏府教特字第1000026732號,2011/01/26,屏東縣高樹鄉舊寮國民小學附設幼兒園,王逸棻,屏東縣,高樹鄉,公立,[906]長美路42號,1樓,347平方公尺,179平方公尺,168平方公尺,(08)7962994,http://www.jolps.ptc.edu.tw/,30,,無,,無,無,yes
屏府教前字第10944656000號,屏府教國字第114561號,1999/06/30,屏東縣高樹鄉泰山國民小學附設幼兒園,黃素英,屏東縣,高樹鄉,公立,[906]產業路84號,1樓,390平方公尺,134平方公尺,256平方公尺,(08)7956274#16,http://163.24.104.200,30,,無,,無,無,yes
屏府教前字第11153630000號,屏府教國字第83783號,1996/05/30,屏東縣高樹鄉高樹國民小學附設幼兒園,陳誼璟,屏東縣,高樹鄉,公立,[906]華光路32號,1樓,476.695平方公尺,397.195平方公尺,79.5平方公尺,(08)7964852,http://163.24.26.10/class/s-c-ch4/index.html,60,,無,,無,無,yes
屏府教前字第11044729500號,屏府教學字第86463號,1980/10/02,屏東縣高樹鄉田子國民小學附設幼兒園,鄭慧華,屏東縣,高樹鄉,公立,[906]公平路19號,1樓,349.17平方公尺,187.57平方公尺,161.6平方公尺,(08)7962714#17,,30,,無,,無,無,yes
