reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教特字第1010024458號,八九府教前字第94817號,2000/12/28,新竹市私立但以理幼兒園,周濟彥,新竹市,新竹市,私立,[300]中華路四段46號,1-3樓,849.206平方公尺,694.806平方公尺,154.4平方公尺,(03)5400805,,150,"		",113-115,,無,無,yes
府教特字第1110105181號,八九府教前字第28752號,2000/05/02,新竹市私立荷蘭村幼兒園,程月影,新竹市,新竹市,私立,[300]武陵路175巷7號,1樓,264.03平方公尺,166.64平方公尺,97.39平方公尺,(03)5453388,,30,,113-115,,無,無,yes
府教特字第1010039869號,府社婦字第62562號,2000/09/01,新竹市私立同心園幼兒園,黃麗敏,新竹市,新竹市,私立,[300]遊樂街29巷54、56號1樓,1,162.43平方公尺,162.43平方公尺,,(03)5303307,,37,,113-115,,無,無,yes
府教特字第1140096362號,(88)府社福托字第35872號,1999/05/25,台灣積體電路製造股份有限公司職工福利委員會附設新竹市私立台積電幼兒園,陳培宏,新竹市,新竹市,私立,[300]科學工業區力行路25號3樓,3樓一層,746.7平方公尺,746.7平方公尺,,(03)5636688#7082922,,110,,無,,無,無,yes
府教特字第1140075731號,府社婦字第0910028156號,2002/04/17,智邦科技股份有限公司職工福利委員會附設新竹市私立智邦幼兒園,李景明,新竹市,新竹市,私立,[300]科學園區研新三路一號,一樓,205.56平方公尺,205.56平方公尺,,(03)5770270#3634,http://kids.accton.com.tw,40,,無,,無,無,yes
府教特字第1060111512號,(86)府社福托字第39454號,1997/06/02,新竹市私立美滿幼兒園,林振聖,新竹市,新竹市,私立,[300]光華二街80巷22弄28號1-3樓,1-3,242.29平方公尺,196.87平方公尺,45.42平方公尺,(03)5325762,,57,,113-115,,有，人數：20,無,yes
府教特字第1020068501號,七二府教國字第71999號,1983/02/22,新竹市私立源順幼兒園,林志明,新竹市,新竹市,私立,[300]光復路一段302巷13號,1,251.12平方公尺,149平方公尺,102.12平方公尺,(03)5772359,,30,,無,,無,無,yes
府教特字第1090075741號,府社婦字第0960039084號,2007/04/24,新竹市私立新源興幼兒園,劉尚青,新竹市,新竹市,私立,[300]南大路421-1號,1樓,126.13平方公尺,78.16平方公尺,47.97平方公尺,(03)5621556,,30,,113-115,,無,有,yes
府教特字第1060039850號,府教國字第11730號,2000/02/22,新竹市私立晨光幼兒園,洪連蓮,新竹市,新竹市,私立,[300]樹下街93巷13號,1-2,"2,262.37平方公尺","1,156.45平方公尺","1,105.92平方公尺",(03)5396010,http://www.ckkd.hc.edu.tw/,300,"		",無,,無,有,yes
府教特字第1130059940號,六二府教國字第81166號,1973/12/14,財團法人台灣基督長老教會聖經學院附設新竹市私立仁光幼兒園,,新竹市,新竹市,私立,[300]高峰路56號,一樓,"1,844平方公尺",649平方公尺,"1,195平方公尺",(03)5217125#280,https://www.pbc.org.tw/kindergarden/,240,,無,,無,無,yes
府教特字第1010036143號,七三府教國字第72321號,1984/02/29,財團法人台灣省天主教會新竹教區附設新竹市私立德蘭幼兒園,,新竹市,新竹市,私立,[300]北大路174號,1-2,243.03平方公尺,243.03平方公尺,,(03)5257052,http://teresa.topschool.com.tw/,60,"		",無,,無,無,yes
府教特字第1080104619號,府教特字第0930040094號,2004/03/22,新竹市私立童欣幼兒園,石周富梅,新竹市,新竹市,私立,[300]金農路42巷19號1樓,1樓、2樓,"1,713.13平方公尺",786.83平方公尺,864.05平方公尺,(03)5311855,www.hsin.woby.tw/,225,"		",無,,無,有,yes
府教特字第1010043817號,八二府教國字第83256號,1993/07/15,新竹市私立幼福幼兒園,沈彥涵,新竹市,新竹市,私立,[300]西大路643巷42號,1-3F,595.3平方公尺,409.915平方公尺,185.385平方公尺,(03)5245790,http://035245790.woby.com.tw,120,"		",無,,無,無,yes
府教特字第1030155007號,六九府教國字第70364號,1980/08/27,新竹市私立新莊幼兒園,郭玲玲,新竹市,新竹市,私立,[300]新莊街252.252-1號,3,"1,748.38平方公尺",780.84平方公尺,967.54平方公尺,(03)5774106,,200,"		",無,,無,無,yes
府教特字第1010153133號,七二府教國字第71869號,1983/02/21,新竹市私立成功幼兒園,陳永秋,新竹市,新竹市,私立,[300]延平路一段406巷15號,,,,,(03)5242707,http://035242707.woby.com.tw/,120,"		",113-115,,無,有,yes
府教特字第1080080307號,八五府教國字第20200號,1996/02/16,新竹市私立文筑幼兒園,吳珍純,新竹市,新竹市,私立,[300]北大路166巷36號,1-3,989.69平方公尺,755.39平方公尺,234.3平方公尺,(03)5333246,https://www.facebook.com/wenjwu,120,,113-115,,無,有,yes
府教特字第1030174181號,八十府教國字第72845號,1991/02/23,新竹市私立漢聲幼兒園,彭麗華,新竹市,新竹市,私立,[300]武陵路222巷16號,1樓、2樓、3樓,"2,864.02平方公尺","1,680.79平方公尺","1,183.23平方公尺",(03)5340258,www.hakd.com.tw,442,"		",無,,無,無,yes
府教特字第1010050906號,府教國字第36934號,1999/05/27,新竹市私立華德幼兒園,李文貴,新竹市,新竹市,私立,[300]光華東街76巷26號,1-3樓,"1,532.96平方公尺","1,254.24平方公尺",278.72平方公尺,(03)5428866,http://035428866.topschool.tw,210,"		",無,,無,無,yes
府教特字第1010041507號,府社婦字第1000011180號,2011/01/27,新竹市私立鴻光幼兒園,洪美梅,新竹市,新竹市,私立,[300]內湖路88之8號,3樓,589.5平方公尺,401.15平方公尺,188.35平方公尺,(03)5370585,,126,"		",113-115,,有，人數：15,有,yes
府教特字第1130119018號,(90)府社婦字第82744號,2001/10/31,新竹市私立慈恩幼兒園,李惠芬,新竹市,新竹市,私立,[300]湳中街22巷96號,1~3,426.508平方公尺,325.048平方公尺,101.46平方公尺,(03)5334766,,92,,113-115,,有，人數：12,無,yes
府教特字第1110092527號,府社婦字第0960060220號,2007/06/14,新竹市私立橙長幼兒園,陳惠琴,新竹市,新竹市,私立,[300]食品路134巷19號1、2樓,1-2,106.83平方公尺,106.83平方公尺,,(03)5613138,,31,,113-115,,無,無,yes
府教特字第1020043411號,府社婦字第0940079362號,2005/08/22,新竹市私立森林王國幼兒園,楊立宇,新竹市,新竹市,私立,[300]湳雅街172之2號,1-3樓,101.97平方公尺,101.97平方公尺,,(03)5313851,,29,,113-115,,無,無,yes
府教特字第1010047142號,府社婦字第0970109008號,2008/10/22,新竹市私立茱蒂園幼兒園,曾月卿,新竹市,新竹市,私立,[300]光華街78巷1號1樓,1F,115.46平方公尺,33.51平方公尺,81.95平方公尺,(03)5358847,,21,,無,,無,無,yes
府教特字第1110095637號,七四府教國字第69969號,1985/08/09,新竹市私立文華幼兒園,康惠明,新竹市,新竹市,私立,[300]光華二街82號,1樓至3樓,"1,006.56平方公尺",650.34平方公尺,356.22平方公尺,(03)5326233,http://wenhwa.woby.com.tw/,180,"		",113-115,,無,有,yes
府教特字第1140018911號,八三府教國字第93880號,1994/12/07,新竹市私立及幼幼兒園,蔡俊儒,新竹市,新竹市,私立,[300]民享街69號,2,506.41平方公尺,392.7平方公尺,113.71平方公尺,(03)5784535,http://www.joyschool.org.tw,60,,無,,無,無,yes
府教特字第1110030934號,府社婦字字第0980074864號,2009/07/14,新竹市私立南瓜田幼兒園,謝幸芬,新竹市,新竹市,私立,[300]林森路200巷19號1-2樓,1樓、2樓、3樓,"1,259.28平方公尺",845.71平方公尺,413.57平方公尺,(03)5281881,http://www.pgls.com.tw,184,,無,,無,無,yes
府教特字第1120107866號,府社婦字第0940096861號,2005/10/07,新竹市私立德溫幼兒園,莊于佑,新竹市,新竹市,私立,[300]食品路134巷6號,2,118.61平方公尺,118.61平方公尺,,(03)5617766,,30,,113-115,,無,有,yes
府教特字第1020349455號,(90)府社婦字第03224號,2001/01/12,新竹市私立丹尼爾幼兒園,夏立廉,新竹市,新竹市,私立,[300]關東路60號1-3號,,,,,(03)5782575,,37,"		",無,,無,有,yes
府教特字第1020349438號,府社婦字第0920086528號,2003/10/15,新竹市私立丹尼爾關東幼兒園,夏立廉,新竹市,新竹市,私立,[300]關東路68號,,,,,(03)5790001,,30,,無,,無,無,yes
府教特字第1060084033號,府教前字第35856號,1999/05/25,新竹市私立塏欣幼兒園,林于倫,新竹市,新竹市,私立,[300]水利路83-3號,1樓、2樓,"4,728.64平方公尺","1,102.43平方公尺","3,626.21平方公尺",(03)5729763,www.khkg.com.tw,180,"		",無,,有，人數：60,有,yes
府教特字第1010066463號,府社婦字第0930091982號,2004/08/31,新竹市私立普利斯堡幼兒園,江又毅,新竹市,新竹市,私立,[300]國光街141號,,,,,(03)5424655,,240,"		",無,,有，人數：60,有,yes
府教特字第1080175535號,八七府教國字第19763號,1998/03/19,新竹市私立貞彥幼兒園,徐婷婷,新竹市,新竹市,私立,[300]大學路81巷3弄17號,1樓、2樓,574.4平方公尺,336.05平方公尺,238.35平方公尺,(03)5725494,,75,,113-115,,無,有,yes
府教特字第1090105572號,八七府教國字第50881號,1998/07/10,新竹市私立喬治叔叔幼兒園,范惠瓊,新竹市,新竹市,私立,[300]牛埔北路66號,1樓、2樓、3樓,806.32平方公尺,615.6平方公尺,190.72平方公尺,(03)5305726,uncle-george.topschool.com.tw,105,"		",無,,無,無,yes
府教特字第1050187483號,府社婦字第0930081442號,2002/11/13,新竹市私立奇德爾幼兒園,周淑苓,新竹市,新竹市,私立,[300]牛埔路345號,1樓,112.73平方公尺,112.73平方公尺,,(03)5387125,,30,,113-115,,無,無,yes
府教特字第1120052735號,府社婦字第0930097929號,2004/09/10,新竹市私立薇心幼兒園,林東南,新竹市,新竹市,私立,[300]竹光路255號1.3樓,1-3,334.79平方公尺,334.79平方公尺,,(03)5221722,,43,,113-115,,有，人數：10,無,yes
府教特字第1090075739號,府社福托字第20號,1986/10/04,新竹市私立新華興幼兒園,郭慶汾,新竹市,新竹市,私立,[300]東山街3號1樓,1樓、1,157.33平方公尺,71.99平方公尺,85.34平方公尺,(03)5717166,http://nhs.eibs.com.tw/,45,"		",113-115,,無,無,yes
府教特字第1070105379號,府社福托字第72363號,1989/02/14,財團法人新竹市私立新竹仁愛兒童之家附設新竹市私立仁愛幼兒園,,新竹市,新竹市,私立,[300]高峰路306巷65號2樓,2樓,260平方公尺,260平方公尺,,(03)5235380,,40,,113-115,,無,無,yes
府教特字第1090075736號,府社福托字第111969號,1999/07/07,新竹市私立新華興東區幼兒園,郭慶汾,新竹市,新竹市,私立,[300]東山街16巷11、13號1樓,1,262.71平方公尺,178.08平方公尺,84.63平方公尺,(03)5712596,http:/nhs.urb.tw,70,"		",113-115,,有，人數：10,有,yes
府教特字第1010077335號,(78)府社福托字第89017號,1989/11/10,新竹市私立親仁實驗幼兒園,鄭良儀,新竹市,新竹市,私立,[300]錦華街10巷3號1至3樓及5號1樓,1-3,344.27平方公尺,316.96平方公尺,27.31平方公尺,(03)5313852,,97,,無,,無,無,yes
府教特字第1010066490號,府社婦字第07004號,2001/01/31,新竹市私立親親寶貝幼兒園,何麗雪,新竹市,新竹市,私立,[300]自由路95巷18弄28號1-2樓,2,448.61平方公尺,398.89平方公尺,49.72平方公尺,(03)5326406,http://www.ettoday.com/yoyo/ETY070,77,,113-115,,無,無,yes
府教特字第1010070986號,府社婦字第48752號,2001/07/04,新竹市私立新儒林幼兒園,林美珍,新竹市,新竹市,私立,[300]光復路一段268巷63號1-3樓,,,,,(03)5797856,,50,,113-115,,無,無,yes
府教特字第1090024984號,(90)府社婦字第93226號,2001/12/10,新竹市私立研田科園幼兒園,郭元蕙,新竹市,新竹市,私立,[300]科學園路107巷11號,1-2,380.01平方公尺,236.46平方公尺,143.55平方公尺,(03)5790518,,103,,無,,無,無,yes
府教特字第1120198185號,府社婦字第0920005541號,2003/01/17,新竹市私立森森幼兒園,林振聖,新竹市,新竹市,私立,[300]民富街309號,1-3F,292.87平方公尺,292.87平方公尺,,(03)5230699,http://tw.myblog.yahoo.com/sonson-kindergarten,60,,113-115,,無,無,yes
府教特字第1080190284號,府社婦字第0960089194號,2007/08/29,新竹市私立快樂地幼兒園,莊林錦泉,新竹市,新竹市,私立,[300]東大路三段402號1-3樓,1樓、2樓、3樓,"1,412.22平方公尺","1,109.16平方公尺",303.06平方公尺,(03)5360019,www.ck-kids.com.tw,210,"		",無,,無,有,yes
府教特字第1050134644號,八二府教國字第92263號,1992/11/26,新竹市私立天福幼兒園,吳俊明,新竹市,新竹市,私立,[300]明湖路143號,1樓,379.72平方公尺,162.72平方公尺,217平方公尺,(03)5234125,,60,,114-115,,無,無,yes
府教特字第1010075968號,府社婦字第0920109806號,2003/12/25,新竹市私立蒲公英幼兒園,吳宗賢,新竹市,新竹市,私立,[300]建功一路59巷26號,1F,273.08平方公尺,273.08平方公尺,,(03)5749258,Dandelion.urb.com.tw,55,,113-115,,無,有,yes
府教特字第1010044043號,府教特字第1010044043號,2012/04/13,新竹市私立理想圓幼兒園,王馨慧,新竹市,新竹市,私立,[300]光復路一段531巷70-3號,1~2,"1,080.59平方公尺",557.99平方公尺,522.6平方公尺,(03)6661899,新竹市光復路一段531巷70-3號,90,,無,,無,有,yes
府教特字第1010087523號,(90)府社婦字第18931號,2001/03/15,新竹市私立果果幼兒園,溫詠竣,新竹市,新竹市,私立,[300]食品路260巷1號,1,447.9平方公尺,338.73平方公尺,109.17平方公尺,(03)5627699,http://guoguo.urb.com.tw/,90,"		",無,,無,無,yes
府教特字第1140136671號,府社婦字第0980108913號,2009/10/02,新竹市私立育昇幼兒園,陳秋津,新竹市,新竹市,私立,[300]食品路280號1-2樓,1-2,328.72平方公尺,226.62平方公尺,102.1平方公尺,(03)5619675,http://www.ysmk.com.tw,60,,無,,無,有,yes
府教特字第1020351569號,府社婦字第0930105863號,2004/10/07,新竹市私立米羅幼兒園,游鈴鐘,新竹市,新竹市,私立,[300]建中路156、158及160號1-3樓,"1,2,3樓",402.03平方公尺,402.03平方公尺,,(03)5166399,http://www.mirokids.com.tw,60,"		",無,,無,無,yes
府教特字第1010106982號,府社婦字第0990020767號,2010/03/05,新竹市私立黎明幼兒園,李慧玲,新竹市,新竹市,私立,[300]新莊街228巷12弄8號,1樓,255.63平方公尺,141.63平方公尺,114平方公尺,(03)5785696,http://035785696.woby.com.tw/,60,,無,,無,無,yes
