reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
中市教幼字第1130115314號,中市府社婦字第0940107234號,2005/06/16,臺中市私立探索幼兒園,詹雨涵,臺中市,東區,私立,[401]十甲東路729號,,,,,(04)22152199,http://www.discovery-kindergarten.com.tw/diskind/,300,,無,,無,有,yes
中市教幼字第1010017063號,中市府社婦字第0950095365號,2006/05/15,臺中市私立米亞幼兒園,何如菁,臺中市,東區,私立,[401]旱溪街360號,1,299.95平方公尺,65平方公尺,234.95平方公尺,(04)22112115,,40,,無,,無,有,yes
中市教幼字第1010018704號,中市府社婦字第8921號,2000/06/15,臺中市私立真善美幼兒園,鄭興中,臺中市,東區,私立,"[401]建興街44號1,2樓",1樓~2樓,225.09平方公尺,171.26平方公尺,53.83平方公尺,(04)22806398,,60,,113-115,,無,無,yes
中市教幼字第1100055984號,中市府社婦字第0950053068號,2006/03/17,臺中市私立常春藤幼兒園,陳秋蓉,臺中市,東區,私立,[401]龍安街69號,1層,387.07平方公尺,224.39平方公尺,162.68平方公尺,(04)22151300,,90,,113-115,,無,有,yes
中市教幼字第1010023077號,府社婦字第0990138783號,2010/05/21,臺中市私立保進幼兒園,翁文重,臺中市,東區,私立,"[401]十甲東路816號1,2樓",1.2F,852.25平方公尺,388.5平方公尺,463.75平方公尺,(04)22153086,,220,"		",無,,無,無,yes
中市教幼字第1050062636號,中市府社婦字第9229號,2003/12/09,臺中市私立貝登堡東英幼兒園,陳朝國,臺中市,東區,私立,"[401]東英路456號1,2樓",1樓、2樓,"2,814.06平方公尺","2,301.03平方公尺",513.03平方公尺,(04)22139999,,330,"		",無,,無,無,yes
中市教幼字第1120057297號,中市府社婦字第13195號,2001/01/31,臺中市私立德蕾莎幼兒園,蔡沛華,臺中市,東區,私立,[401]進化路221巷25號,1-3,486.46平方公尺,434.93平方公尺,51.53平方公尺,(04)23605567,http://tep.topschool.com.tw/,60,,無,,無,無,yes
中市教幼字第1130044082號,中市教幼字第1050087737號,2016/11/03,臺中市私立天擎幼兒園,邱藍瑤,臺中市,東區,私立,[401]六順路141號,,,,,(04)22800738,,218,"		",無,,無,有,yes
中市教幼字第1130045448號,中市教幼字第1070092202號,2018/10/30,臺中市私立您好幼兒園,黃劍志,臺中市,東區,私立,[401]忠孝路268號,1樓、2樓,693.555平方公尺,405.555平方公尺,288平方公尺,(04)22805771,,82,,114-115,,無,有,yes
中市教幼字第1120096220號,中市教幼字第1110064264號,2022/08/01,內政部國土管理署中區都市基礎工程分署職場互助教保服務中心(委託財團法人彭婉如文教基金會辦理),郭淑雅,臺中市,東區,私立,[401]和平街121號,,,,,(04)22230315,評鑑情形：,30,,無,,無,無,no
中市教幼字第1110063907號,中市教幼字第1110063907號,2022/08/01,國防部軍備局新實營區職場互助教保服務中心(委託財團法人三之三生命教育基金會辦理),吳文宗,臺中市,東區,私立,[401]振興路178號,,,,,(04)22150402,評鑑情形：,40,,無,,無,無,no
中市教幼字第1130027732號,中市教幼字第1130027732號,2024/04/16,臺中市私立森果國際幼兒園,陳明澤,臺中市,東區,私立,[401]十甲東路679號,,,,,(04)22130255,,75,,無,,無,無,yes
中市教幼字第1140066987號,中市府社福字第6804號,1979/10/06,國立中興大學附屬臺中高級農業職業學校員工子女非營利幼兒園(委託社團法人幼兒教保協會辦理),林以凱,臺中市,東區,非營利,[401]台中路283號,1樓,"1,321平方公尺",328平方公尺,993平方公尺,(04)22810010#586,https://www.tcavs.tc.edu.tw/tcavsns/,80,,無,,無,無,no
中市教幼字第1140055754號,中市教幼字第1090063712號,2020/07/28,臺中市東峰非營利幼兒園(委託財團法人宏觀文教基金會辦理),李効宗,臺中市,東區,非營利,[401]仁和路330號,,,,,(04)22805517,臺中市東區仁和路330號,106,,無,,無,無,no
中市教幼字第1140055751號,中市教幼字第1090065370號,2020/07/30,臺中市東英非營利幼兒園(委託財團法人宏觀文教基金會辦理),李効宗,臺中市,東區,非營利,[401]旱溪街506號,,,,,(04)22137807,臺中市東區東英里17鄰旱溪街506號,332,,無,,無,無,no
中市教幼字第1130065688號,教二字第49090號,1973/10/05,臺中市南區國光國民小學附設幼兒園,張家馨,臺中市,南區,公立,[402]國光路261號,1樓,"1,146.9平方公尺",456.9平方公尺,690平方公尺,(04)22872475#770,https://kkes.tc.edu.tw/,106,,無,,無,無,yes
中市教幼字第1140076784號,府教字第51980號,1973/10/17,臺中市南區和平國民小學附設幼兒園,黃志龍,臺中市,南區,公立,[402]復興路二段57號,1樓,844平方公尺,344平方公尺,500平方公尺,(04)22613139#797,https://blog.xuite.net/hpes_kids/kindergarten,120,,無,,無,無,yes
中市教幼字第1120067830號,府教國字第88842號,1992/09/01,臺中市南區信義國民小學附設幼兒園,沈俊達,臺中市,南區,公立,[402]五權南路325號,1樓,"1,106.52平方公尺",606.52平方公尺,500平方公尺,(04)22622005#770,https://sites.google.com/view/xyes-kindergarten,120,,無,,無,無,yes
中市教幼字第1010011545號,中市府社婦字第0960157110號,2007/07/19,臺中市私立西雅圖幼兒園,王超敏,臺中市,南區,私立,[402]南昌街55號1-2樓,1.2樓,856.49平方公尺,791.12平方公尺,65.37平方公尺,(04)22635789,,125,,113-115,,無,無,yes
中市教幼字第1020001134號,中市府社婦字第9308號,2004/04/02,臺中市私立采禾幼兒園,林麗娟,臺中市,南區,私立,[402]復興北路400號,地上層一層,"1,366.24平方公尺",720.24平方公尺,646平方公尺,(04)22657670,http://www.chi-he.com.tw,240,,無,,無,有,yes
中市字第1040005896號,中市府社婦字第8917號,2000/05/10,臺中市私立南區曼哈頓幼兒園,薛菁芝,臺中市,南區,私立,[402]高工路149、151號1-3樓,1-3,"1,640.51平方公尺","1,164.6平方公尺",475.91平方公尺,(04)22601111,,292,,無,,有，人數：20,有,yes
中市教幼字第1010072063號,中市府社婦字第0970047571號,2008/02/27,臺中市私立布拉格幼兒園,王選南,臺中市,南區,私立,"[402]台中路162號1,2,3樓",1~3樓,398.31平方公尺,374.51平方公尺,23.8平方公尺,(04)22872288#9,,90,,113-115,,有，人數：20,有,yes
中市教幼字第1100058219號,中市府社婦字第9309號,2004/05/06,臺中市私立鷗森幼兒園,張恒文,臺中市,南區,私立,[402]福田路88號1樓,1樓,821.74平方公尺,375.36平方公尺,446.38平方公尺,(04)36017766,,111,,無,,無,無,yes
中市教幼字第1070003461號,中市府社婦字第9206號,2003/02/20,臺中市私立心心幼兒園,林棟梁,臺中市,南區,私立,[402]學府路121號1-3樓,1樓、2樓、3樓,"1,153.8平方公尺",884.48平方公尺,269.32平方公尺,(04)22871207,http://sin.topschool.com.tw,179,"		",無,,無,無,yes
中市教幼字第1010016721號,府教特字第0920013932號,2003/01/28,臺中市私立開普敦幼兒園,林雪昭,臺中市,南區,私立,[402]高工南路55號,1-3,"1,299.66平方公尺","1,055.49平方公尺",244.17平方公尺,(04)22633366,,150,"		",無,,無,無,yes
中市教幼字第1010014809號,教國字第67885號,1984/09/27,臺中市私立愛林幼兒園,林博正,臺中市,南區,私立,[402]正氣街45號,,,,,(04)22874571,,180,,無,,無,無,yes
中市教幼字第1010017059號,中市府社婦字第9319號,2004/10/29,臺中市私立山育幼兒園,陳麗玟,臺中市,南區,私立,"[402]大慶街一段61號1,2,3樓",一、二、三樓,935.63平方公尺,448.83平方公尺,486.8平方公尺,(04)22600018,http://www.facebook.com/shanyu22600018,120,,113-115,,有，人數：20,無,yes
中市教幼字第1040069642號,中市府社婦字第9223號,2003/11/15,臺中市私立新衛斯理幼兒園,何堂愷,臺中市,南區,私立,[402]五權南一路50號1-2樓,1-2,"2,207.91平方公尺","1,633.72平方公尺",574.19平方公尺,(04)22620000,https://22620000.topschool.tw/Intro/Concept,410,"		",無,,無,有,yes
中市教幼字第1010024157號,中市府社婦字第9117號,2002/06/27,臺中市私立英特兒幼兒園,黃燕勳,臺中市,南區,私立,"[402]福田路77巷1號1,2,3,4樓",1-4樓,"1,183.66平方公尺",809.67平方公尺,373.99平方公尺,(04)22653120,,310,"		",113-115,,有，人數：60,無,yes
中市教幼字第1110001450號,中市府社福字第8101號,1992/02/12,明德學校財團法人臺中市明德高級中學附設臺中市私立明德幼兒園,,臺中市,南區,私立,[402]明德街84號,,,,,(04)22803167,https://www.mdhs.tc.edu.tw/mdkg/n.html,270,,無,,無,無,yes
中市教幼字第1090094894號,府教特字第0960270431號,2007/11/23,臺中市私立南區哈佛幼兒園,楊淑貞,臺中市,南區,私立,[402]德吉街121、139號1-2樓、德祥街77號,1樓、2樓,"2,127.09平方公尺","1,450.71平方公尺",676.38平方公尺,(04)22614655,,298,,無,,無,有,yes
中市教幼字第1010024509號,中市府社福字第8704號,1998/04/22,臺中市私立康乃兒幼兒園,陳碧華,臺中市,南區,私立,[402]南門路35號1樓,1,846平方公尺,422.119平方公尺,423.881平方公尺,(04)22855231,,160,"		",無,,無,有,yes
中市教幼字第1060008127號,中市府社福字第8510號,1996/08/07,臺中市私立春天幼兒園,張國鈞,臺中市,南區,私立,[402]五權南路661號,一樓及二樓,"1,352.19平方公尺",830.22平方公尺,521.97平方公尺,(04)22614178,,232,"		",113-115,,無,有,yes
中市教幼字第1070015722號,中市府社婦字第8928號,2000/08/17,臺中市私立博思特幼兒園,蔡銘薰,臺中市,南區,私立,[402]和昌街30號,1樓-3樓,865.6平方公尺,661.64平方公尺,203.96平方公尺,(04)22601836,,100,,113-115,,無,無,yes
中市教幼字第1020084441號,府社福字第8511號,1996/08/14,臺中市私立寶樹幼兒園,謝文男,臺中市,南區,私立,[402]美村南路110號、112號、116號,,,,,(04)22627936,,140,"		",113-115,,有，人數：50,無,yes
中市教幼字第1130034043號,中市府社婦字第9409號,2005/04/20,臺中市私立弘明幼兒園,陳火爐,臺中市,南區,私立,[402]復興路二段71巷31弄25號,,,,,(04)22616639,http://school.holdmean.org.tw/child/www/concept.htm,155,,無,,無,有,yes
中市教幼字第1110062699號,中市教幼字第1110062699號,2022/08/01,經濟部標準檢驗局臺中分局職場互助教保服務中心(委託社團法人幼兒教保協會辦理),林以凱,臺中市,南區,私立,[402]工學路70號,,,,,(04)22633665,評鑑情形：,30,,無,,無,無,no
中市教幼字第1090065855號,中市教幼字第1090065855號,2020/07/31,臺中市樹德非營利幼兒園(委託財團法人三之三生命教育基金會辦理),吳文宗,臺中市,南區,非營利,[402]復興北路560號,1樓、2樓、3樓,"1,680.55平方公尺","1,269.95平方公尺",410.6平方公尺,(04)22606525,評鑑情形：,136,,無,,無,無,no
中市教幼字第1110109315號,中市教幼字第1110109315號,2022/12/09,文化部文化資產局員工子女非營利幼兒園（委託財團法人彭婉如文教基金會辦理）,郭淑雅,臺中市,南區,非營利,[402]復興路三段362號,,,,,(04)22255171,評鑑情形：,106,,無,,無,無,no
中市教幼字第1120069202號,教國字第44444號,1975/08/02,臺中市西區中正國民小學附設幼兒園,梅家云,臺中市,西區,公立,[403]英才路423號,1樓,"5,308平方公尺","1,769平方公尺","3,539平方公尺",(04)23212042#10,http://www.cces.tc.edu.tw/default.asp,180,,無,,無,無,yes
中市教幼字第1110070540號,府教國字第93367號,1993/08/12,臺中市西區大勇國民小學附設幼兒園,黃志偉,臺中市,西區,公立,[403]忠明南路515號,1樓,"2,350平方公尺","1,172平方公尺","1,178平方公尺",(04)23755959#670,https://reurl.cc/1X9vg8,150,,無,,無,無,yes
中市教幼字第1090068294號,76府教國字第66886號,1987/09/08,臺中市西區忠信國民小學附設幼兒園,黃美樺,臺中市,西區,公立,[403]林森路155號,1樓,439平方公尺,189平方公尺,250平方公尺,(04)23722866#308,https://sites.google.com/ms2.zxes.tc.edu.tw/chung-shin-preschool/%E9%A6%96%E9%A0%81?pli=1,90,,無,,無,無,yes
中市教幼字第1120083968號,教二字第33966號,1975/06/13,臺中市西區忠明國民小學附設幼兒園,陳光鑫,臺中市,西區,公立,[403]臺灣大道二段556號,1樓、2樓,"2,661.42平方公尺","1,761.42平方公尺",900平方公尺,(04)23172860#790,https://www.facebook.com/profile.php?id=100065270430959,196,,無,,無,無,yes
中市教幼字第1130066000號,教二字第49090號,1973/10/05,臺中市西區忠孝國民小學附設幼兒園,張耀中,臺中市,西區,公立,[403]三民路一段171號,,,,,(04)22273092#11,http://dns.jses.tc.edu.tw/~kay6563/,210,,無,,無,無,yes
中市教幼字第1140073317號,教國字第39482號,1975/07/09,臺中市西區大同國民小學附設幼兒園,廖曉柔,臺中市,西區,公立,[403]自由路一段138號,1樓,"2,215.32平方公尺","1,274.32平方公尺",941平方公尺,(04)22222313,www.dtes.tc.edu.tw,152,,無,,無,無,yes
中市教幼字字第1030037189號,府教國字第46198號,1992/05/15,臺中市私立大蘋果幼兒園,林建豪,臺中市,西區,私立,[403]大墩十一街99號,,,,,(04)23215358,,375,"		",無,,無,無,yes
中市教幼字第1010014672號,府教國字第02475號,1996/01/08,臺中市私立歌德幼兒園,施勝澤,臺中市,西區,私立,[403]三民西路178號,4,637.78平方公尺,578.2平方公尺,59.58平方公尺,(04)23752172,http://www.goethe.com.tw/,180,,113-115,,無,無,yes
中市教幼字第1010014808號,府教國字第18062號,1998/12/09,臺中市私立狄仕耐幼兒園,朱瑞乾,臺中市,西區,私立,[403]五權八街128號,1至2樓,997.86平方公尺,657.6平方公尺,340.26平方公尺,(04)23712396,,120,,113-115,,無,無,yes
中市教幼字第1090066948號,教二字第44101號,1974/04/27,財團法人台灣聖公會附設臺中市私立聖雅各幼兒園,,臺中市,西區,私立,[403]五權西路一段23號,1-3樓,"2,551.73平方公尺","1,187.99平方公尺","1,363.74平方公尺",(04)23726081,www.stjames.tw,300,"		",無,,無,無,yes
中市教幼字第1140077028號,教二字第26571號,1957/11/21,財團法人中華基督教衛理公會附設臺中市私立衛理幼兒園,辛俊傑,臺中市,西區,私立,[403]民生路137號,,,,,(04)22225913,http:www.wretch.cc/blog/WLkids,390,,無,,無,無,yes
中市教幼字第1010014804號,府教國字第67607號,1986/09/05,臺中市私立牛頓幼兒園,王琇娟,臺中市,西區,私立,[403]博館三街86號,1樓、2樓、3樓,"2,638.49平方公尺","1,717.68平方公尺",920.81平方公尺,(04)23222256,http://www.neac.com.tw,240,"		",無,,無,無,yes
中市教幼字第1140055984號,府教國字第168933號,1999/12/07,臺中市私立愛迪生幼兒園,洪振洲,臺中市,西區,私立,[403]大和路22號,1-2樓,"1,185.06平方公尺",820.06平方公尺,365平方公尺,(04)23016757,,120,,113-115,,無,無,yes
中市教幼字第1120063963號,教國字字第70614號,1985/09/10,臺中市私立卡帕幼兒園,李英瑞,臺中市,西區,私立,[403]美村路一段438號,,,,,(04)23723777,https://www.facebook.com/capa168/,240,,113-115,,無,無,yes
中市教幼字第1010017108號,中市府社福字第8806號,1999/05/10,臺中市私立敦煌幼兒園,顏貽麟,臺中市,西區,私立,"[403]民權路229巷15號1,2樓",1~2,322.42平方公尺,172.6平方公尺,149.82平方公尺,(04)23024735,,80,,113-115,,無,無,yes
中市教幼字第1010014795號,府教國字第131825號,1998/09/16,臺中市私立聖柏德幼兒園,郭芳辰,臺中市,西區,私立,[403]五權七街176號,,,,,(04)23718161,http://www.sanborder.url.tw,60,,113-115,,無,無,yes
中市教又字第1050001004號,府社婦字第137311號,2000/09/30,臺中市私立幼采幼兒園,張月花,臺中市,西區,私立,"[403]篤信街43巷7、9、11、13號1,2,3樓",1~3樓,845.34平方公尺,773.95平方公尺,71.39平方公尺,(04)22013118,http://yoyokids.ebc.net.tw,127,,113-115,,有，人數：14,有,yes
中市教幼字第1010020936號,中市社婦字第1000079396號,2011/10/17,臺中市私立璞石華德福幼兒園,葉炯明,臺中市,西區,私立,"[403]精誠六街34、36號1,2樓",1樓至2樓,515.94平方公尺,159.33平方公尺,356.61平方公尺,(04)23202305,https://www.smzpushih.com/%E9%A6%96%E9%A0%81,90,,無,,無,有,yes
中市教幼字第1130031326號,府特教字第36228號,2001/03/19,臺中市私立孩子國蒙特梭利幼兒園,楊定澤,臺中市,西區,私立,[403]忠勤街246號,,,,,(04)23720720,,90,,113-115,,無,無,yes
中市教幼字第1060067064號,府教國字第131269號,1999/06/22,臺中市私立哥倫比亞幼兒園,陳善華,臺中市,西區,私立,[403]五權七街148號,1樓、2樓、3樓,933.13平方公尺,582.89平方公尺,350.24平方公尺,(04)23730065,www.columbiakids.com.tw,180,,無,,無,有,yes
中市教幼字第1010034625號,民社幼字第3號,1953/05/02,財團法人天主教聖母聖心修女會附設臺中市私立惠華幼兒園,,臺中市,西區,私立,[403]中華路一段5號,,,,,(04)22258187,,230,,113-115,,有，人數：30,無,yes
中市教幼字第1120063115號,中市教幼字第1010039014號,2012/06/04,臺中市私立我的家蒙特梭利幼兒園,方詩欣,臺中市,西區,私立,[403]中興街183號3樓之2,3F,246.88平方公尺,246.88平方公尺,,(04)23010205,,47,,無,,無,有,yes
中市教幼字第1010056035號,中市府社婦字第8908號,2000/03/24,臺中市私立普霖斯頓幼兒園,黃啟誠,臺中市,西區,私立,[403]大墩十街95號,1F,301.49平方公尺,120.12平方公尺,181.37平方公尺,(04)23190675,,78,,無,,無,有,yes
中市教幼字第1020094139號,中市教幼字第1020094139號,2013/12/09,臺中市私立國郁幼兒園,連惠英,臺中市,西區,私立,[403]華美西街一段70巷8號1-2樓,1樓、2樓、1-2,350.52平方公尺,305.63平方公尺,35.8平方公尺,(04)23195858,,22,,113-115,,無,無,yes
中市教幼字第1090034661號,中市教幼字第1090034661號,2020/05/18,臺中市私立小鳥幼兒園,盧俊成,臺中市,西區,私立,[403]五權西一街61號,,,,,(04)23752222,,82,,無,,無,有,yes
中市教幼字第1100066554號,中市教幼字第1100066554號,2021/09/06,衛生福利部中區兒童之家職場互助教保服務中心(委託社團法人幼兒教保協會辦理),林以凱,臺中市,西區,私立,[403]大明街27號,,,,,(04)22249799,評鑑情形：,30,,無,,無,無,no
中市教幼字第1110110192號,中市教幼字第1110060918號,2022/08/01,財政部中區國稅局職場互助教保服務中心(委託社團法人台灣公共托育協會辦理),呂佳旻,臺中市,西區,私立,[403]民生路168號,,,,,(04)23011882,評鑑情形：,50,,無,,無,無,no
中市教幼字第1110063207號,中市教幼字第1110063207號,2022/08/01,臺灣高等檢察署臺中職場互助教保服務中心(委託財團法人臺中市蒙特梭利教育基金會辦理),陳素珍,臺中市,西區,私立,[403]自由路一段85-1號3樓之1,3樓,126.59平方公尺,126.59平方公尺,,(04)23770160,台中市西區利民里7鄰自由路一段85-1號3樓之1,30,,無,,無,無,no
中市教幼字第1110080422號,中市教幼字第1110080422號,2022/09/20,文化部國立臺灣美術館職場互助教保服務中心(委託社團法人幼兒教保協會辦理),林以凱,臺中市,西區,私立,[403]五權西路一段2號1樓,,,,,(04)23769110,評鑑情形：,50,,無,,無,無,no
中市教幼字第1120067088號,教學字第50588號,1973/10/17,臺中市北區太平國民小學附設幼兒園,曾娉妍,臺中市,北區,公立,[404]太平路74號,1樓,"2,014.32平方公尺","1,351.32平方公尺",663平方公尺,(04)22248532#11,http://www.tpes.tc.edu.tw/,136,,無,,無,無,yes
中市教幼字第1120069297號,府教特字第0990040987號,2010/02/12,臺中市北區立人國民小學附設幼兒園,廖子成,臺中市,北區,公立,[404]北平路一段60號,,,,,(04)22956975#770,,120,,無,,無,無,yes
中市教幼字第1110072185號,88府教國字第20594號,1999/02/10,臺中市北區健行國民小學附設幼兒園,張添琦,臺中市,北區,公立,[404]健行路666號,2樓,922.5平方公尺,562.5平方公尺,360平方公尺,(04)22038064#700,http://jxeskids.blogspot.com/,166,,無,,無,無,yes
中市教幼字第1140071747號,教學字第58060號,1974/11/19,臺中市北區中華國民小學附設幼兒園,張仕政,臺中市,北區,公立,[404]漢口路三段2號,1樓,609.94平方公尺,417.12平方公尺,191.82平方公尺,(04)22979601#790,https://emily3609.pixnet.net/blog,90,,無,,無,無,yes
中市教幼字第1090110757號,教二字第6490號,1975/03/04,臺中市北區省三國民小學附設幼兒園,洪瓊媚,臺中市,北區,公立,[404]崇德路一段107號,1樓,597.5平方公尺,237.5平方公尺,360平方公尺,(04)22346132,http://www.sses.tc.edu.tw,60,,無,,無,無,yes
中市教幼字第1140075067號,臺國字第85088506號,1996/11/11,國立臺中教育大學附設實驗國民小學附設幼兒園,彭瑞洵,臺中市,北區,公立,[404]民族路282號,1樓、2樓,"1,058.78平方公尺",451.3平方公尺,423.51平方公尺,(04)22290341#201,https://www.ntctcps.tc.edu.tw/,90,,無,,無,無,yes
中市教幼字第1130067134號,教國字第33701號,1975/06/13,臺中市北區篤行國民小學附設幼兒園,賴振權,臺中市,北區,公立,[404]篤行路321號,1樓、2樓,"1,545平方公尺","1,259平方公尺",286平方公尺,(04)22013483#790,http://www.dxes.tc.edu.tw/sch/sch_k/index.html,150,,無,,無,無,yes
中市教幼字第1130067190號,府教特字第104926號,2000/08/07,臺中市私立葳薾幼兒園,杜宜俊,臺中市,北區,私立,[404]東漢街1、3號,1.2.3樓,"4,048.16平方公尺","3,259.4平方公尺",788.76平方公尺,(04)22303588#124,,465,"		",無,,無,無,yes
中市教幼字第1110092346號,中市府社婦字第9007號,2001/07/05,臺中市私立寶貝袋鼠幼兒園,張麗月,臺中市,北區,私立,[404]育強街112號1樓,1樓,143.35平方公尺,143.35平方公尺,,(04)22373363,,20,,無,,無,無,yes
中市教幼字第1120070514號,府教特字第184198號,2000/12/29,臺中市私立奧克蘭幼兒園,何家麟,臺中市,北區,私立,[404]太原路二段50號1-3樓,,,,,(04)22082430#500,oakland-preschool.topschool.com.tw,350,"		",無,,無,有,yes
中市教幼字第1100045536號,府教國字第52103號,1968/01/05,私立育仁國民小學附設臺中市幼兒園,梁德勝,臺中市,北區,私立,[404]雙十路二段50號,,,,,(04)22327675#1119,https://kid.yjes.tc.edu.tw/,270,,無,,無,有,yes
中市教幼字第1130018056號,府教特字第116149號,2000/08/25,臺中市私立葳格幼兒園,杜宜俊,臺中市,北區,私立,[404]忠明路494號,,,,,(04)22036886#310,www.wagor.tc.edu.tw,652,"		",無,,無,有,yes
中市教幼字第1010020205號,86府社福字第015970號,1997/02/03,臺中市私立安安幼兒園,趙績慶,臺中市,北區,私立,[404]東成一街39號,1樓、2樓、3樓,382.73平方公尺,296.75平方公尺,85.98平方公尺,(04)22368526,,94,,113-115,,有，人數：34,有,yes
中市教幼字第1130058203號,府社婦字第0910032921號,2002/03/11,臺中市私立誠悅蒙特梭利幼兒園,黃君睿,臺中市,北區,私立,"[404]永興街337號1,2,3樓",1.2.3.樓,"1,545.75平方公尺","1,127.3平方公尺",418.45平方公尺,(04)22317321,,252,"		",無,,無,有,yes
中市教幼字第1010020212號,中市府社婦字第8938號,2000/02/11,臺中市私立丘尼兒幼兒園,張可欣,臺中市,北區,私立,"[404]文昌東二街105號1,2樓",1.2F,534.52平方公尺,361.42平方公尺,173.1平方公尺,(04)22994641#9,http://joiner.myweb.hinet.net/index.htm,100,,無,,無,無,yes
中市教幼字第1010019470號,中市府社婦字第0970172821號,2008/07/22,臺中市私立巴比倫幼兒園,劉水錦,臺中市,北區,私立,"[404]雙十路二段40巷6號1,2,3樓",1-3,578.58平方公尺,578.58平方公尺,,(04)22330883,p908641@yahoo.com.tw,120,,無,,無,有,yes
中市教幼字第1130075995號,中市府社婦字第8920號,2000/06/26,臺中市私立星世紀幼兒園,許月惠,臺中市,北區,私立,"[404]大德街161巷2號1,2樓",,,,,(04)22077155,,40,,113-115,,無,無,yes
中市教幼字第1080103212號,中市府社婦字第9315號,2004/07/30,臺中市私立吉立堡幼兒園,李音蒔,臺中市,北區,私立,[404]中華路二段195號1樓,1樓,140.27平方公尺,140.27平方公尺,,(04)22068593,,40,,無,,無,有,yes
