reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教學前字第1060221320號,府教學前字第0990192909號,2010/10/15,苗栗縣私立藝禾幼兒園,劉建財,苗栗縣,竹南鎮,私立,[350]科學路27號,1-2,"4,186平方公尺","2,392平方公尺","1,794平方公尺",(037)680779,http://www.spreadingseed.com.tw/,269,"		",無,,無,有,yes
府教學前字第11000147358號,府社福字第0950033074號,2006/03/16,苗栗縣私立高爾夫幼兒園,謝其霖,苗栗縣,竹南鎮,私立,[350]尖山18-25號,1樓,"2,523.39平方公尺",230平方公尺,"2,293.39平方公尺",(037)582326,qaz582326@gmail.com,80,"		",113-115,,無,有,yes
府教學前字第1060027467號,府教特字第7016號,2003/07/18,苗栗縣私立夏禾幼兒園,劉建財,苗栗縣,竹南鎮,私立,[350]萬大街22號,1,736平方公尺,371平方公尺,365平方公尺,(037)469779,http://www.learningseed.com.tw/action.php,90,"		",無,,無,無,yes
府教學前字第1010062329號,80府社福字第133475號,1991/12/20,苗栗縣私立永一幼兒園,陳賢孝,苗栗縣,竹南鎮,私立,[350]博愛街396號,1,"1,481平方公尺",340平方公尺,"1,041平方公尺",(037)463355,yungyi.topschool.com.tw,120,"		",113-115,,有，人數：20,無,yes
府教學前字第1010068013號,89府社福字第8900008670號,2000/01/27,苗栗縣私立惠揚幼兒園,鍾得水,苗栗縣,竹南鎮,私立,[350]忠義街97號,1-2,304.65平方公尺,116.36平方公尺,188.29平方公尺,(037)471669,http://wellyoung.urb.com.tw,77,"		",113-115,,有，人數：30,無,yes
府教學前字第1120108610號,府社福字第0920086786號,2003/09/02,苗栗縣私立惠揚小耶魯幼兒園,鍾得水,苗栗縣,竹南鎮,私立,[350]龍山路三段225、227、229號,3樓,"2,026.59平方公尺","1,282.98平方公尺",743.61平方公尺,(037)475586,Http://wellyoung.urb.com.tw,260,"		",113-115,,無,有,yes
府教學前字第1040189016號,82府社福字第3346號,1993/01/06,苗栗縣私立奇奇幼兒園,江保樺,苗栗縣,竹南鎮,私立,[350]勤興街69號,1-2,"2,095.9平方公尺",206.45平方公尺,"1,889.45平方公尺",(037)472498,http://chichi.topschool.com.tw,100,,113-115,,無,有,yes
府教學前字第1020050618號,府社福字第0930123121號,2004/11/12,苗栗縣私立康乃爾幼兒園,黃耀寬,苗栗縣,竹南鎮,私立,[350]開元路350號,1,704.92平方公尺,422.95平方公尺,281.97平方公尺,(037)551859,,160,"		",113-115,,無,無,yes
府教學前字第1070172422號,88府社福字第8800089104號,1999/10/21,苗栗縣私立妙妙成長幼兒園,魏綉鳳,苗栗縣,竹南鎮,私立,[350]開元路848號,1樓、2樓,"1,623.96平方公尺","1,023.19平方公尺",600.77平方公尺,(037)462650,http://tw.myblog.yahoo.com/jw!GudE3f2FBxJjM8YJtYziNc5Nrg--,150,,113-115,,無,有,yes
府教學前字第1110163319號,府教特字第82080號,2001/09/07,苗栗縣私立巧兒幼兒園,江保樺,苗栗縣,竹南鎮,私立,[350]勤興街78巷88號,1-2,"1,557.42平方公尺",727.06平方公尺,830.36平方公尺,(037)471590,httP://www.joer.com.tw,198,"		",113-115,,無,有,yes
府教學前字第1010078827號,府勞社福字第0980135302號,2009/08/11,苗栗縣私立風車幼兒園,王平西,苗栗縣,竹南鎮,私立,[350]山佳56-1號,1-2,"1,774.47平方公尺",806.23平方公尺,968.24平方公尺,(037)620808,,230,"		",113-115,,有，人數：30,有,yes
府教學前字第1010117556號,89府社福字第8900045429號,2000/06/09,苗栗縣私立珍珍蘿蔓幼兒園,陳秀珍,苗栗縣,竹南鎮,私立,[350]開元路660、662號,1樓,"2,949.89平方公尺",517.76平方公尺,"2,432.13平方公尺",(037)470943,,200,"		",113-115,,無,有,yes
府教學前字第1010098603號,91府社福字第9100023347號,2002/03/18,苗栗縣私立如興幼兒園,紀美惠,苗栗縣,竹南鎮,私立,[350]建國路260號,1-3,879.71平方公尺,768.9平方公尺,110.81平方公尺,(037)476109,yoyo53127@yahoo.com.tw,138,,113-115,,有，人數：20,有,yes
府教學前字第1010162302號,府教國字第8716號,1984/01/30,苗栗縣私立群林幼兒園,陳碧華,苗栗縣,竹南鎮,私立,[350]光復路385巷7號,1,"1,649.6平方公尺",164.96平方公尺,"1,484.64平方公尺",(037)636934,http://www.chyun-lin.com.tw,60,"		",113-115,,無,有,yes
府教學前字第1010162303號,府勞社福字第0980017095號,2009/02/03,苗栗縣私立群立幼兒園,蔡政曄,苗栗縣,竹南鎮,私立,[350]環市路三段349號,1-3,814.82平方公尺,712.98平方公尺,101.84平方公尺,(037)636934,http://www.chyun-lin.com.tw,160,,無,,有，人數：30,有,yes
府教學前字第1020215692號,府社福字第0920038433號,2003/04/23,苗栗縣私立史丹佛幼兒園,羅賴燈,苗栗縣,竹南鎮,私立,[350]光華北路177號,1-3,"1,854.44平方公尺","1,235.61平方公尺",618.83平方公尺,(037)613333,,310,"		",無,,有，人數：60,無,yes
府教學前字第1010252479號,府社福字第9100112318號,2002/11/26,苗栗縣私立瑞彼特幼兒園,鍾宏彥,苗栗縣,竹南鎮,私立,[350]和興路189巷1-10號,1,995.45平方公尺,398.18平方公尺,597.27平方公尺,(037)583358,,120,"		",113-115,,有，人數：20,無,yes
府教學前字第1080147837號,府教學前字第1080147837號,2019/07/31,苗栗縣私立康乃薾幼兒園,黃耀寬,苗栗縣,竹南鎮,私立,[350]全天路108巷70號,1樓,"2,319.5平方公尺",798.22平方公尺,"1,521.28平方公尺",(037)551578,,270,"		",113-115,,無,有,yes
府教學前字第1080357716號,府教學前字第1080357716號,2019/11/15,苗栗縣私立真心幼兒園,黃金龍,苗栗縣,竹南鎮,私立,[350]科專七路171巷76號,1樓、2樓、3樓,"2,011.15平方公尺","1,374.89平方公尺",440.59平方公尺,(037)586169,,210,"		",無,,無,無,yes
府教學前字第1110251509號,府教學前字第1110251509號,2022/12/29,苗栗縣私立米豆國際幼兒園,謝玉卿,苗栗縣,竹南鎮,私立,[350]科北二路2號,1樓、2樓、3樓,"1,744.91平方公尺","1,024.91平方公尺",720平方公尺,(037)585007,,240,,113-115,,無,有,yes
府教學前字第1120062622號,府教學前字第1120062622號,2023/03/07,苗栗縣私立格林探索幼兒園,蔡政曄,苗栗縣,竹南鎮,私立,[350]國采街8號,1樓,"2,825.57平方公尺","1,014.05平方公尺","1,760.55平方公尺",(037)552711,,286,"		",113-115,,無,有,yes
府教學前字第1110250111號,府社福字第0950008672號,2006/01/17,苗栗縣國衛院員工子女非營利幼兒園（財團法人國家衛生研究院申請辦理）,司徒惠康,苗栗縣,竹南鎮,非營利,[350]科研路39號,1樓,"308,043平方公尺",581.21平方公尺,318.8平方公尺,(037)206166#39958,http://kidsbb.nhri.org.tw,100,,無,,無,無,no
府教學前字第1090130840號,府社福字第0970176705號,2008/11/17,苗栗縣新南非營利幼兒園（委託財團法人幼兒教育基金會辦理）,張碧娟,苗栗縣,竹南鎮,非營利,[350]五谷街2號,1樓,"1,718.65平方公尺",718.65平方公尺,566.25平方公尺,(037)622922,評鑑情形：,90,,無,,無,有,no
府教學前字第1080145861號,府教學前字第1080145861號,2019/08/01,苗栗縣海口非營利幼兒園（委託社團法人苗栗縣惠揚關懷協會辦理）,張鳳英,苗栗縣,竹南鎮,非營利,[350]保福路20號,1樓、2樓,"4,526.08平方公尺",367.79平方公尺,"4,158.29平方公尺",(037)481907,評鑑情形：,90,,無,,無,無,no
府教學前字第1110147801號,府教學前字第1090143436號,2020/08/01,苗栗縣竹興非營利幼兒園（委託社團法人臺灣亞洲學前教育培訓協會辦理）,趙婉娟,苗栗縣,竹南鎮,非營利,[350]竹圍街27號,1樓,"2,548.92平方公尺",346.24平方公尺,"2,202.68平方公尺",(037)461580,評鑑情形：,106,,無,,無,有,no
府教學前字第1140052464號,府教學前字第1100142248號,2021/08/01,苗栗縣照南非營利幼兒園（委託明新學校財團法人設立之明新科技大學辦理）,呂明峯,苗栗縣,竹南鎮,非營利,[350]光復路331號,1樓、2樓,"2,415.68平方公尺","1,022.68平方公尺","1,393平方公尺",(037)466399,評鑑情形：,120,,無,,無,無,no
府教學前字第1140110824號,府教學前字第1100142085號,2021/08/01,苗栗縣山佳非營利幼兒園（委託社團法人新竹縣遠見多元教育發展協會辦理）,林淑娟,苗栗縣,竹南鎮,非營利,[350]龍山路三段39號,2樓,"1,605.61平方公尺","1,119.85平方公尺",485.76平方公尺,(037)636262,評鑑情形：,120,,無,,無,無,no
府教學前字第1130192777號,90府教特字第9000039411號,2001/05/07,苗栗縣頭份市永貞國民小學附設幼兒園,鍾瑞蓉,苗栗縣,頭份市,公立,[351]永貞路一段335號,1樓,"24,352.31平方公尺",376.31平方公尺,"23,976平方公尺",(037)637972,http://tw.pre.uschoolnet.com/school/yes-mlc,90,,無,,無,無,yes
府教學前字第1140177842號,府教特字第0920036164號,2003/04/22,苗栗縣頭份市后庄國民小學附設幼兒園,饒世妙,苗栗縣,頭份市,公立,[351]文化街20號,1樓,"13,727平方公尺",180平方公尺,"13,547平方公尺",(037)594697,https://www.facebook.com/people/%E8%8B%97%E6%A0%97%E7%B8%A3%E5%90%8E%E5%BA%84%E5%9C%8B%E5%B0%8F%E9%9,30,,無,,無,無,yes
府教學前字第1120197388號,府教特字第9100043720號,2002/05/14,苗栗縣頭份市尖山國民小學附設幼兒園,彭鴻原,苗栗縣,頭份市,公立,[351]尖豐路305號,1樓,"24,125平方公尺",216.18平方公尺,"23,908.82平方公尺",(037)624080,http://pub.mlc.edu.tw/index.jsp?unitid=002653,60,,無,,無,無,yes
府教學前字第1080158111號,府教學前字第1080158111號,2019/08/01,苗栗縣頭份市信德國民小學附設幼兒園,黃文昭,苗栗縣,頭份市,公立,[351]信德路58號,1樓,"6,004.5平方公尺",340.5平方公尺,"5,664平方公尺",(037)602880#212,,30,,無,,無,無,yes
府教學前字第1130182400號,府教學前字第1080158281號,2019/08/01,苗栗縣頭份市新興國民小學附設幼兒園,王裕發,苗栗縣,頭份市,公立,[351]水源路157號,1樓,"1,125.99平方公尺",181.99平方公尺,944平方公尺,(037)663855#51,,60,,無,,無,無,yes
府教學前字第1130188280號,府教學前字第1100163234號,2021/08/01,苗栗縣頭份市頭份國民小學附設幼兒園,李豪朕,苗栗縣,頭份市,公立,[351]中正路219號,1樓、2樓、3樓,"10,356.64平方公尺","1,386.55平方公尺","8,970.09平方公尺",(037)662050,,120,,無,,無,有,yes
府教學前字第1110041341號,71府教國字第57330號,1982/07/13,苗栗縣私立欣欣幼兒園,,苗栗縣,頭份市,私立,[351]山下街135巷22號,1樓,"4,527.93平方公尺","1,299.56平方公尺","3,045.92平方公尺",(037)668576,,350,"		",113-115,,有，人數：10,有,yes
府教學前字第1010060684號,91府社福字第9100000524號,2002/01/03,苗栗縣私立牧羊幼兒園,陳淑瑜,苗栗縣,頭份市,私立,[351]上埔路83巷285號,1,"3,557平方公尺",314平方公尺,"3,243平方公尺",(037)661991,,150,"		",無,,無,有,yes
府教學前字第1120026110號,87府社福字第8700057685號,1998/08/13,苗栗縣私立啊囉哈幼兒園,黃瓊珠,苗栗縣,頭份市,私立,[351]東田街172號,1-3,944.32平方公尺,577.78平方公尺,366.54平方公尺,(037)623893,https://www.facebook.com/alohapreschool,170,"		",無,,有，人數：40,有,yes
府教學前字第1010062324號,89府社福字第8900055683號,2000/07/13,苗栗縣私立真正幼兒園,黃金龍,苗栗縣,頭份市,私立,[351]水源路359號,1-3,606.27平方公尺,439.19平方公尺,97.97平方公尺,(037)691291,,110,"		",113-115,,無,無,yes
府教學前字第1010128051號,89府社福字第8900072159號,2000/09/02,苗栗縣私立百合幼兒園,陳淑桃,苗栗縣,頭份市,私立,[351]自立街55號,1-3,372.14平方公尺,231.89平方公尺,140.25平方公尺,(037)666517,,50,"		",113-115,,無,有,yes
府教學前字第1010053058號,府社福字第9100080592號,2002/08/30,苗栗縣私立中大幼兒園,黃陳貴妹,苗栗縣,頭份市,私立,[351]信三街12巷18號,1,204.37平方公尺,204.37平方公尺,,(037)676212,,50,"		",113-115,,無,無,yes
府教學前字第1140011850號,府教國字第8800050297號,1999/06/09,苗栗縣私立明欣幼兒園,謝桂英,苗栗縣,頭份市,私立,[351]土牛8-1號及中正路519號,1樓、2樓、3樓,"2,587.15平方公尺","1,196.29平方公尺","1,390.86平方公尺",(037)680298,,143,"		",113-115,,無,有,yes
府教學前字第1120065508號,府教國字第93646號,1990/09/13,苗栗縣私立格林名人幼兒園,蘇月媚,苗栗縣,頭份市,私立,[351]名人街8號,1樓,"2,611平方公尺",495.84平方公尺,"2,115.16平方公尺",(037)664619,http://mingren.urb.com.tw,180,"		",113-115,,無,無,yes
府教學前字第1100178728號,府勞社福字第0990186434號,2010/10/07,苗栗縣私立巧園幼兒園,葉芳妤,苗栗縣,頭份市,私立,[351]長安街1號,1-2,581.13平方公尺,435.86平方公尺,145.27平方公尺,(037)689336,https://joyuankid.topschool.tw/Home/Main,127,"		",113-115,,無,有,yes
